id,id_v2,metric,scope,category,level,question,answer_status,answer_type,answer,eval_answer,unknown_reason,evidence,scenario,query_contract,verification_contract,oracle_source,verification_status,quarantine_reason,pipeline_version,files
SYSTEM_TIMEZONE_TEXT_p6,system_timezone_text:e05ff65dc3,system_timezone_text,"{'type': 'DEVICE', 'host': 'p6'}",System_Inventory,L1,p6 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p6""}}",,,,builder_core,pending,,db62dec,['p6.cfg']
SYSTEM_TIMEZONE_TEXT_leaf3,system_timezone_text:6a7c231d8b,system_timezone_text,"{'type': 'DEVICE', 'host': 'leaf3'}",System_Inventory,L1,leaf3 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",,,,builder_core,pending,,db62dec,['leaf3.cfg']
SYSTEM_TIMEZONE_TEXT_pe8,system_timezone_text:aa85c6d59c,system_timezone_text,"{'type': 'DEVICE', 'host': 'pe8'}",System_Inventory,L1,pe8 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe8""}}",,,,builder_core,pending,,db62dec,['pe8.cfg']
SYSTEM_TIMEZONE_TEXT_leaf14,system_timezone_text:1b105199e1,system_timezone_text,"{'type': 'DEVICE', 'host': 'leaf14'}",System_Inventory,L1,leaf14 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf14""}}",,,,builder_core,pending,,db62dec,['leaf14.cfg']
SYSTEM_TIMEZONE_TEXT_leaf9,system_timezone_text:a49fad1930,system_timezone_text,"{'type': 'DEVICE', 'host': 'leaf9'}",System_Inventory,L1,leaf9 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf9""}}",,,,builder_core,pending,,db62dec,['leaf9.cfg']
SYSTEM_TIMEZONE_TEXT_leaf6,system_timezone_text:0f4017add8,system_timezone_text,"{'type': 'DEVICE', 'host': 'leaf6'}",System_Inventory,L1,leaf6 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf6""}}",,,,builder_core,pending,,db62dec,['leaf6.cfg']
SYSTEM_TIMEZONE_TEXT_pe1,system_timezone_text:4f36bb8808,system_timezone_text,"{'type': 'DEVICE', 'host': 'pe1'}",System_Inventory,L1,pe1 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",,,,builder_core,pending,,db62dec,['pe1.cfg']
SYSTEM_TIMEZONE_TEXT_pe4,system_timezone_text:a2fc790735,system_timezone_text,"{'type': 'DEVICE', 'host': 'pe4'}",System_Inventory,L1,pe4 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe4""}}",,,,builder_core,pending,,db62dec,['pe4.cfg']
SYSTEM_TIMEZONE_TEXT_leaf16,system_timezone_text:306bca46fe,system_timezone_text,"{'type': 'DEVICE', 'host': 'leaf16'}",System_Inventory,L1,leaf16 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf16""}}",,,,builder_core,pending,,db62dec,['leaf16.cfg']
SYSTEM_TIMEZONE_TEXT_p9,system_timezone_text:4636d19a52,system_timezone_text,"{'type': 'DEVICE', 'host': 'p9'}",System_Inventory,L1,p9 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p9""}}",,,,builder_core,pending,,db62dec,['p9.cfg']
SYSTEM_TIMEZONE_TEXT_p12,system_timezone_text:44a0a3a308,system_timezone_text,"{'type': 'DEVICE', 'host': 'p12'}",System_Inventory,L1,p12 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p12""}}",,,,builder_core,pending,,db62dec,['p12.cfg']
