id,id_v2,level,metric,answer_type,status,reason,parser_answer,dataset_answer,match,score,detail
LOGGING_BUFFERED_SEVERITY_TEXT_p1,logging_buffered_severity_text:980d4425bd,L1,logging_buffered_severity_text,text,MATCH,,warnings,"""warnings""",True,1.0,exact
LOGGING_BUFFERED_SEVERITY_TEXT_p8,logging_buffered_severity_text:d61ee73c24,L1,logging_buffered_severity_text,text,MATCH,,warnings,"""warnings""",True,1.0,exact
LOGGING_BUFFERED_SEVERITY_TEXT_p10,logging_buffered_severity_text:34f07ac92d,L1,logging_buffered_severity_text,text,MATCH,,warnings,"""warnings""",True,1.0,exact
LOGGING_BUFFERED_SEVERITY_TEXT_leaf2,logging_buffered_severity_text:6e35c43dba,L1,logging_buffered_severity_text,text,MATCH,,informational,"""informational""",True,1.0,exact
LOGGING_BUFFERED_SEVERITY_TEXT_asbr2,logging_buffered_severity_text:43e487a8cc,L1,logging_buffered_severity_text,text,MATCH,,warnings,"""warnings""",True,1.0,exact
LOGGING_BUFFERED_SEVERITY_TEXT_leaf1,logging_buffered_severity_text:f3e677391b,L1,logging_buffered_severity_text,text,MATCH,,informational,"""informational""",True,1.0,exact
LOGGING_BUFFERED_SEVERITY_TEXT_pe2,logging_buffered_severity_text:3603999311,L1,logging_buffered_severity_text,text,MATCH,,warnings,"""warnings""",True,1.0,exact
LOGGING_BUFFERED_SEVERITY_TEXT_leaf11,logging_buffered_severity_text:1bde0c35ac,L1,logging_buffered_severity_text,text,MATCH,,informational,"""informational""",True,1.0,exact
LOGGING_BUFFERED_SEVERITY_TEXT_leaf8,logging_buffered_severity_text:a81bf37e92,L1,logging_buffered_severity_text,text,MATCH,,informational,"""informational""",True,1.0,exact
LOGGING_BUFFERED_SEVERITY_TEXT_leaf7,logging_buffered_severity_text:66e16ac9ac,L1,logging_buffered_severity_text,text,MATCH,,informational,"""informational""",True,1.0,exact
LOGGING_BUFFERED_SEVERITY_TEXT_pe5,logging_buffered_severity_text:cf50209904,L1,logging_buffered_severity_text,text,MATCH,,warnings,"""warnings""",True,1.0,exact
LOGGING_BUFFERED_SEVERITY_TEXT_leaf3,logging_buffered_severity_text:6a7c231d8b,L1,logging_buffered_severity_text,text,MATCH,,informational,"""informational""",True,1.0,exact
LOGGING_BUFFERED_SEVERITY_TEXT_leaf12,logging_buffered_severity_text:5e0abb2272,L1,logging_buffered_severity_text,text,MATCH,,informational,"""informational""",True,1.0,exact
LOGGING_BUFFERED_SEVERITY_TEXT_leaf9,logging_buffered_severity_text:a49fad1930,L1,logging_buffered_severity_text,text,MATCH,,informational,"""informational""",True,1.0,exact
LOGGING_BUFFERED_SEVERITY_TEXT_leaf5,logging_buffered_severity_text:c889ccb7cb,L1,logging_buffered_severity_text,text,MATCH,,informational,"""informational""",True,1.0,exact
LOGGING_BUFFERED_SEVERITY_TEXT_pe1,logging_buffered_severity_text:4f36bb8808,L1,logging_buffered_severity_text,text,MATCH,,warnings,"""warnings""",True,1.0,exact
LOGGING_BUFFERED_SEVERITY_TEXT_leaf6,logging_buffered_severity_text:0f4017add8,L1,logging_buffered_severity_text,text,MATCH,,informational,"""informational""",True,1.0,exact
NTP_SERVER_LIST_p6,ntp_server_list:e05ff65dc3,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_p8,ntp_server_list:d61ee73c24,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_leaf11,ntp_server_list:1bde0c35ac,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_leaf2,ntp_server_list:6e35c43dba,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_p1,ntp_server_list:980d4425bd,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_pe5,ntp_server_list:cf50209904,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_leaf9,ntp_server_list:a49fad1930,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_leaf1,ntp_server_list:f3e677391b,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_leaf4,ntp_server_list:45a2dbebe1,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_p4,ntp_server_list:8eb660897d,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_pe2,ntp_server_list:3603999311,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_leaf8,ntp_server_list:a81bf37e92,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_p7,ntp_server_list:51589f45e8,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_pe4,ntp_server_list:a2fc790735,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_p9,ntp_server_list:4636d19a52,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_asbr2,ntp_server_list:43e487a8cc,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_leaf3,ntp_server_list:6a7c231d8b,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_leaf5,ntp_server_list:c889ccb7cb,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_leaf7,ntp_server_list:66e16ac9ac,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_leaf10,ntp_server_list:6c269c1b4e,L1,ntp_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
SNMP_COMMUNITY_LIST_p5,snmp_community_list:5991ac5b4f,L1,snmp_community_list,set_str,MATCH,,"[""NCN-RO""]","[""NCN-RO""]",True,1.0,exact
SNMP_COMMUNITY_LIST_leaf3,snmp_community_list:6a7c231d8b,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_leaf1,snmp_community_list:f3e677391b,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_pe4,snmp_community_list:a2fc790735,L1,snmp_community_list,set_str,MATCH,,"[""NCN-RO"", ""NCN-RW""]","[""NCN-RO"", ""NCN-RW""]",True,1.0,exact
SNMP_COMMUNITY_LIST_leaf6,snmp_community_list:0f4017add8,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_p7,snmp_community_list:51589f45e8,L1,snmp_community_list,set_str,MATCH,,"[""NCN-RO""]","[""NCN-RO""]",True,1.0,exact
SNMP_COMMUNITY_LIST_leaf11,snmp_community_list:1bde0c35ac,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_leaf9,snmp_community_list:a49fad1930,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_leaf4,snmp_community_list:45a2dbebe1,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_pe3,snmp_community_list:6ad90347c4,L1,snmp_community_list,set_str,MATCH,,"[""NCN-RO"", ""NCN-RW""]","[""NCN-RO"", ""NCN-RW""]",True,1.0,exact
SNMP_COMMUNITY_LIST_asbr1,snmp_community_list:1e9e9c7f7a,L1,snmp_community_list,set_str,MATCH,,"[""NCN-RO"", ""NCN-RW""]","[""NCN-RO"", ""NCN-RW""]",True,1.0,exact
SNMP_COMMUNITY_LIST_leaf12,snmp_community_list:5e0abb2272,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_asbr2,snmp_community_list:43e487a8cc,L1,snmp_community_list,set_str,MATCH,,"[""NCN-RO"", ""NCN-RW""]","[""NCN-RO"", ""NCN-RW""]",True,1.0,exact
SNMP_COMMUNITY_LIST_pe5,snmp_community_list:cf50209904,L1,snmp_community_list,set_str,MATCH,,"[""NCN-RO"", ""NCN-RW""]","[""NCN-RO"", ""NCN-RW""]",True,1.0,exact
SNMP_COMMUNITY_LIST_p10,snmp_community_list:34f07ac92d,L1,snmp_community_list,set_str,MATCH,,"[""NCN-RO""]","[""NCN-RO""]",True,1.0,exact
SNMP_COMMUNITY_LIST_leaf10,snmp_community_list:6c269c1b4e,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_p4,snmp_community_list:8eb660897d,L1,snmp_community_list,set_str,MATCH,,"[""NCN-RO""]","[""NCN-RO""]",True,1.0,exact
SNMP_COMMUNITY_LIST_p2,snmp_community_list:f84ad4329a,L1,snmp_community_list,set_str,MATCH,,"[""NCN-RO""]","[""NCN-RO""]",True,1.0,exact
SNMP_COMMUNITY_LIST_p1,snmp_community_list:980d4425bd,L1,snmp_community_list,set_str,MATCH,,"[""NCN-RO""]","[""NCN-RO""]",True,1.0,exact
SNMP_COMMUNITY_LIST_leaf7,snmp_community_list:66e16ac9ac,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SYSLOG_SERVER_LIST_p8,syslog_server_list:d61ee73c24,L1,syslog_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
SYSLOG_SERVER_LIST_asbr1,syslog_server_list:1e9e9c7f7a,L1,syslog_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
SYSLOG_SERVER_LIST_leaf9,syslog_server_list:a49fad1930,L1,syslog_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
SYSLOG_SERVER_LIST_p4,syslog_server_list:8eb660897d,L1,syslog_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
SYSLOG_SERVER_LIST_leaf12,syslog_server_list:5e0abb2272,L1,syslog_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
SYSLOG_SERVER_LIST_pe3,syslog_server_list:6ad90347c4,L1,syslog_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
SYSLOG_SERVER_LIST_pe2,syslog_server_list:3603999311,L1,syslog_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
SYSLOG_SERVER_LIST_leaf7,syslog_server_list:66e16ac9ac,L1,syslog_server_list,set_str,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
