#,qa_id,level,metric,answer_type,question,dataset_answer,my_result,verdict,memo
15,REACH_fw2_pe5_ICMP,L4,reachability_status,text,"10.0.40.3에서 10.0.31.3(0/ICMP)로의 트래픽 경로와 도달 여부를 알려주세요. [답변 형식: '경로: A → B → C, 도달: 가능' 또는 '경로: ..., 도달: 불가 (원인: NO_ROUTE, ACL_DENY, EXTERNAL 중 택1)']","""PATH: fw2 -> asbr2 -> p10 -> pe5; REACHABLE: TRUE""",,,
16,REACH_p10_leaf5_ICMP,L4,reachability_status,text,"10.0.32.1에서 172.17.1.2(0/ICMP)로의 트래픽 경로와 도달 여부를 알려주세요. [답변 형식: '경로: A → B → C, 도달: 가능' 또는 '경로: ..., 도달: 불가 (원인: NO_ROUTE, ACL_DENY, EXTERNAL 중 택1)']","""PATH: p10; REACHABLE: FALSE; REASON: EXTERNAL""",,,
17,REACH_p10_p9_ICMP,L4,reachability_status,text,"10.0.32.1에서 10.0.31.1(0/ICMP)로의 트래픽 경로와 도달 여부를 알려주세요. [답변 형식: '경로: A → B → C, 도달: 가능' 또는 '경로: ..., 도달: 불가 (원인: NO_ROUTE, ACL_DENY, EXTERNAL 중 택1)']","""PATH: p10 -> p9; REACHABLE: TRUE""",,,
18,SEC_BYPASS_p7_fw1_asbr1,L4,security_policy_bypass_check,text,보안 정책상 'p7'에서 'fw1'로 가는 모든 트래픽은 반드시 'asbr1' 장비를 경유해야 합니다. 현재 구성에서 이 정책을 우회하는 경로가 존재합니까? [답변 형식: 'BYPASS (path: A→B→C)' 또는 'COMPLIANT'],"""COMPLIANT""",,,
19,SEC_BYPASS_p7_fw2_asbr1,L4,security_policy_bypass_check,text,보안 정책상 'p7'에서 'fw2'로 가는 모든 트래픽은 반드시 'asbr1' 장비를 경유해야 합니다. 현재 구성에서 이 정책을 우회하는 경로가 존재합니까? [답변 형식: 'BYPASS (path: A→B→C)' 또는 'COMPLIANT'],"""VIOLATION (path: p7 -> p8 -> asbr2 -> fw2)""",,,
20,SEC_BYPASS_p7_p8_asbr1,L4,security_policy_bypass_check,text,보안 정책상 'p7'에서 'p8'로 가는 모든 트래픽은 반드시 'asbr1' 장비를 경유해야 합니다. 현재 구성에서 이 정책을 우회하는 경로가 존재합니까? [답변 형식: 'BYPASS (path: A→B→C)' 또는 'COMPLIANT'],"""VIOLATION (path: p7 -> p8)""",,,
21,TRACEROUTE_leaf10_leaf7,L4,traceroute_path,text,172.18.2.2에서 172.17.3.2까지의 네트워크 경로(장비 순서)를 나열해주세요. [답변 형식: 화살표(→)로 구분된 장비이름 목록(IP 주소 아님)],"""leaf10 -> pe5""",,,
22,TRACEROUTE_p10_leaf9,L4,traceroute_path,text,10.0.32.1에서 172.18.1.2까지의 네트워크 경로(장비 순서)를 나열해주세요. [답변 형식: 화살표(→)로 구분된 장비이름 목록(IP 주소 아님)],"""p10""",,,
23,TRACEROUTE_p10_p11,L4,traceroute_path,text,10.0.32.1에서 10.0.41.1까지의 네트워크 경로(장비 순서)를 나열해주세요. [답변 형식: 화살표(→)로 구분된 장비이름 목록(IP 주소 아님)],"""p10 -> p9 -> asbr1 -> fw1 -> p11""",,,
24,WAYPOINT_asbr1_pe7_asbr1,L4,waypoint_traversal_path,text,10.0.30.1에서 10.0.41.3로 가는 트래픽이 asbr1를 경유할 때의 전체 경로는 무엇입니까? [답변 형식: 'A → B → C' 형식 또는 '경유하지 않음'],"""asbr1 -> fw1 -> pe7""",,,
25,WAYPOINT_asbr1_pe7_leaf14,L4,waypoint_traversal_path,text,10.0.30.1에서 10.0.41.3로 가는 트래픽이 leaf14를 경유할 때의 전체 경로는 무엇입니까? [답변 형식: 'A → B → C' 형식 또는 '경유하지 않음'],"""NOT_TRAVERSED""",,,
26,WAYPOINT_asbr1_pe7_p10,L4,waypoint_traversal_path,text,10.0.30.1에서 10.0.41.3로 가는 트래픽이 p10를 경유할 때의 전체 경로는 무엇입니까? [답변 형식: 'A → B → C' 형식 또는 '경유하지 않음'],"""NOT_TRAVERSED""",,,
27,CONFIG_CHANGE_BASELINE,L5,config_change_impact,text,"설정 변경 후 p7에서 fw1까지의 경로/도달성 변경 여부를 알려주세요. [답변 형식: 'NO_CHANGE' 또는 'CHANGED (N건: 흐름1, 흐름2, ...)']","""CHANGED (94 entries: 10.0.30.3 -> 10.0.30.1, 10.10.10.1 -> 10.0.30.1, 10.0.40.1 -> 10.0.30.1)""",,,
28,DIFF_REACH_BASELINE,L5,differential_reachability,text,"변경 전후 p7에서 fw1로의 도달성에 차이가 있습니까? [답변 형식: 'NO_DIFF' 또는 'DIFF (N건: 흐름1, 흐름2, ...)']","""NO_DIFF""",,,
29,DUAL_FAILURE_asbr1_asbr2,L5,redundancy_verification,text,asbr1과 asbr2가 동시에 다운되면 고립되는 흐름이 있습니까? 몇 개입니까? [답변 형식: 'NONE' 또는 숫자],"""57""",,,
30,DUAL_FAILURE_leaf1_leaf2,L5,redundancy_verification,text,leaf1과 leaf2가 동시에 다운되면 고립되는 흐름이 있습니까? 몇 개입니까? [답변 형식: 'NONE' 또는 숫자],"""57""",,,
31,DUAL_FAILURE_leaf3_leaf4,L5,redundancy_verification,text,leaf3과 leaf4가 동시에 다운되면 고립되는 흐름이 있습니까? 몇 개입니까? [답변 형식: 'NONE' 또는 숫자],"""57""",,,
32,K_FAILURE_p7_fw1,L5,redundant_paths_list,set,"p7에서 10.0.40.1로 가는 대체 경로들을 모두 나열해주세요. [답변 형식: 경로 목록 (예: [""A→B→C"", ""A→D→C""])]","[""p7""]",,,
33,LINK_FAILURE_asbr1_p7,L5,link_failure_impact,text,"'asbr1-p7' 링크가 다운될 경우, 'p7→fw1' 트래픽에 어떤 영향이 발생합니까? [답변 형식: 'NONE', 'REROUTED', 'DISCONNECTED']","""REROUTED""",,,
34,LINK_FAILURE_asbr1_p9,L5,link_failure_impact,text,"'asbr1-p9' 링크가 다운될 경우, 'p7→fw1' 트래픽에 어떤 영향이 발생합니까? [답변 형식: 'NONE', 'REROUTED', 'DISCONNECTED']","""REROUTED""",,,
35,LINK_FAILURE_asbr1_pe5,L5,link_failure_impact,text,"'asbr1-pe5' 링크가 다운될 경우, 'p7→fw1' 트래픽에 어떤 영향이 발생합니까? [답변 형식: 'NONE', 'REROUTED', 'DISCONNECTED']","""NONE""",,,
36,NEGATIVE_TEST_FAKE_NODE,L5,non_existent_node_check,number,non_existent_router_999 장비가 다운되면 몇 개의 트래픽 흐름이 차단됩니까? [답변 형식: 숫자],0,,,
37,NODE_FAILURE_asbr1,L5,node_failure_impact,number,asbr1 장비가 다운되면 몇 개의 트래픽 흐름이 새로 차단됩니까? [답변 형식: 숫자],57,,,
38,NODE_FAILURE_leaf14,L5,node_failure_impact,number,leaf14 장비가 다운되면 몇 개의 트래픽 흐름이 새로 차단됩니까? [답변 형식: 숫자],57,,,
39,NODE_FAILURE_p10,L5,node_failure_impact,number,p10 장비가 다운되면 몇 개의 트래픽 흐름이 새로 차단됩니까? [답변 형식: 숫자],57,,,
40,OSPF_AREA0_ROUTERS_GLOBAL,L5,ospf_area0_routers,set,"OSPF Backbone Area(Area 0)에 속한 라우터 목록은 무엇입니까? [답변 형식: 라우터 이름 목록 (예: [""spine1"", ""spine2"", ""p1""])]","[""asbr1"", ""asbr2"", ""p6"", ""p7"", ""p8""]",,,
41,POLICY_COMPLIANCE_asbr1,L5,policy_compliance_check,text,"'MANDATORY_WAYPOINT_asbr1' 정책 준수 여부와 위반 사례를 알려주세요. [답변 형식: 'COMPLIANT' 또는 'VIOLATION: 흐름1, 흐름2, ...']","""VIOLATION: 10.0.30.3 -> 8.8.8.8, 10.10.10.1 -> 8.8.8.8, 10.0.40.1 -> 8.8.8.8""",,,
42,ROOT_CAUSE_leaf10_leaf7,L5,root_cause_analysis,text,"leaf10에서 leaf7로의 통신이 실패할 때, 어느 장비에서 차단됩니까? [답변 형식: 장비명]","""pe5""",,,
43,ROOT_CAUSE_p10_leaf7,L5,root_cause_analysis,text,"p10에서 leaf7로의 통신이 실패할 때, 어느 장비에서 차단됩니까? [답변 형식: 장비명]","""p10""",,,
44,ROOT_CAUSE_p10_leaf9,L5,root_cause_analysis,text,"p10에서 leaf9로의 통신이 실패할 때, 어느 장비에서 차단됩니까? [답변 형식: 장비명]","""p10""",,,
45,SPOF_DETECTION_GLOBAL,L5,spof_detection,set_str,"단일 장비 장애 시 통신이 두절되는 구간(SPOF: Single Point of Failure)이 존재합니까? [답변 형식: SPOF 장비 목록 (예: [""p1"", ""pe1""]) 또는 빈 목록 []]","[""p7""]",,,
46,TRIPLE_FAILURE_leaf1_leaf2_leaf3,L5,triple_node_failure,text,"leaf1, leaf2, leaf3가 동시에 다운되면 네트워크가 완전히 분리됩니까? [답변 형식: 'YES' 또는 'NO (affected_flows: N)']","""NO (affected_flows: 57)""",,,
47,WORST_CASE_FAILURE,L5,worst_case_failure_analysis,text,단일 장비 장애 시 가장 큰 영향을 주는 장비는? [답변 형식: 'device_name (N)'],"""pe6(59)""",,,
