qa_id,metric,level,answer_type,dataset_answer,manual_answer,verdict,disagreement_type,rationale,hosts_inspected
OSPF_AREA_MEMBERSHIP_1,ospf_area_membership,L2,set_str,"[""asbr1"", ""asbr2"", ""p10"", ""p9"", ""pe5"", ""pe6""]","[""asbr1"", ""asbr2"", ""p10"", ""p9"", ""pe5"", ""pe6""]",AGREE,,"Devices in OSPF area 1: ['asbr1', 'asbr2', 'p10', 'p9', 'pe5', 'pe6']","asbr1, asbr2, leaf1, leaf10, leaf11, leaf12, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6"
OSPF_NEIGHBOR_COUNT_PER_AREA_1,ospf_neighbor_count_per_area,L2,number,0,0,AGREE,,"OSPF neighbor count for area 1: static config has no runtime adjacency data | [Method1-crossref] ospf_neighbor_count_per_area({'type': 'OSPF_AREA', 'area': '1'}) = 0","asbr1, asbr2, leaf1, leaf10, leaf11, leaf12, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6"
SSH_ENABLED_DEVICES,ssh_enabled_devices,L2,set_str,"[""asbr1"", ""asbr2"", ""leaf1"", ""leaf10"", ""leaf11"", ""leaf12"", ""leaf2"", ""leaf3"", ""leaf4"", ""leaf5"", ""leaf6"", ""leaf7"", ""leaf8"", ""leaf9"", ""p1"", ""p10"", ""p2"", ""p3"", ""p4"", ""p5"", ""p6"", ""p7"", ""p8"", ""p9"", ""pe1"", ""pe2"", ""pe3"", ""pe4"", ""pe5"", ""pe6""]","[""asbr1"", ""asbr2"", ""leaf1"", ""leaf10"", ""leaf11"", ""leaf12"", ""leaf2"", ""leaf3"", ""leaf4"", ""leaf5"", ""leaf6"", ""leaf7"", ""leaf8"", ""leaf9"", ""p1"", ""p10"", ""p2"", ""p3"", ""p4"", ""p5"", ""p6"", ""p7"", ""p8"", ""p9"", ""pe1"", ""pe2"", ""pe3"", ""pe4"", ""pe5"", ""pe6""]",AGREE,,"SSH enabled devices: ['asbr1', 'asbr2', 'leaf1', 'leaf10', 'leaf11', 'leaf12', 'leaf2', 'leaf3', 'leaf4', 'leaf5', 'leaf6', 'leaf7', 'leaf8', 'leaf9', 'p1', 'p10', 'p2', 'p3', 'p4', 'p5', 'p6', 'p7', 'p8', 'p9', 'pe1', 'pe2', 'pe3', 'pe4', 'pe5', 'pe6']","asbr1, asbr2, leaf1, leaf10, leaf11, leaf12, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6"
SSH_MISSING_COUNT,ssh_missing_count,L2,number,0,0,AGREE,,SSH missing count: 0 (total 30 - enabled 30),"asbr1, asbr2, leaf1, leaf10, leaf11, leaf12, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6"
SSH_MISSING_DEVICES,ssh_missing_devices,L2,set_str,[],[],AGREE,,SSH missing devices: [],"asbr1, asbr2, leaf1, leaf10, leaf11, leaf12, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6"
ALL_DEVICES_SAME_AS,all_devices_same_as,L3,text,"""asbr1: AS 65001, asbr2: AS 65001, leaf1: AS N/A, leaf10: AS N/A, leaf11: AS N/A, leaf12: AS N/A, leaf2: AS N/A, leaf3: AS N/A, leaf4: AS N/A, leaf5: AS N/A, leaf6: AS N/A, leaf7: AS N/A, leaf8: AS N/A, leaf9: AS N/A, p1: AS N/A, p10: AS N/A, p2: AS N/A, p3: AS N/A, p4: AS N/A, p5: AS N/A, p6: AS N/A, p7: AS 65000, p8: AS 65000, p9: AS N/A, pe1: AS 65000, pe2: AS 65000, pe3: AS 65000, pe4: AS 65000, pe5: AS 65001, pe6: AS 65001""","asbr1: AS 65001, asbr2: AS 65001, leaf1: AS N/A, leaf10: AS N/A, leaf11: AS N/A, leaf12: AS N/A, leaf2: AS N/A, leaf3: AS N/A, leaf4: AS N/A, leaf5: AS N/A, leaf6: AS N/A, leaf7: AS N/A, leaf8: AS N/A, leaf9: AS N/A, p1: AS N/A, p10: AS N/A, p2: AS N/A, p3: AS N/A, p4: AS N/A, p5: AS N/A, p6: AS N/A, p7: AS 65000, p8: AS 65000, p9: AS N/A, pe1: AS 65000, pe2: AS 65000, pe3: AS 65000, pe4: AS 65000, pe5: AS 65001, pe6: AS 65001",AGREE,,"Manual: BGP AS numbers found: {'65001', '65000'} | [Method1-crossref] all_devices_same_as({'type': 'GLOBAL'}) = asbr1: AS 65001, asbr2: AS 65001, leaf1: AS N/A, leaf10: AS N/A, leaf11: AS N/A, leaf12: AS N/A, leaf2: AS N/A, leaf3: AS N/A, leaf4: AS N/A, leaf5: AS N/A, leaf6: AS N/A, leaf7: AS N/A, leaf8: AS N/A, leaf9: AS N/A, p1: AS N/A, p10: AS N/A, p2: AS N/A, p3: AS N/A, p4: AS N/A, p5: AS N/A, p6: AS N/A, p7: AS 65000, p8: AS 65000, p9: AS N/A, pe1: AS 65000, pe2: AS 65000, pe3: AS 65000, pe4: AS 65000, pe5: AS 65001, pe6: AS 65001","asbr1, asbr2, leaf1, leaf10, leaf11, leaf12, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6"
BGP_AS_DISTRIBUTION,bgp_as_distribution,L3,text,"""AS 65000: 6 devices, AS 65001: 4 devices""","AS 65000: 6 devices, AS 65001: 4 devices",AGREE,,"Manual: BGP AS distribution: {'65001': ['asbr1', 'asbr2', 'pe5', 'pe6'], '65000': ['p7', 'p8', 'pe1', 'pe2', 'pe3', 'pe4']} | [Method1-crossref] bgp_as_distribution({'type': 'GLOBAL'}) = AS 65000: 6 devices, AS 65001: 4 devices","asbr1, asbr2, leaf1, leaf10, leaf11, leaf12, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6"
COMPARE_BGP_AS_leaf7_p7,compare_bgp_as,L3,text,"""leaf7: AS N/A, p7: AS 65000""","leaf7: AS None, p7: AS 65000",AGREE,,"Manual: BGP AS leaf7=0, p7=65000 | [Method1-crossref] compare_bgp_as({'type': 'DEVICE_PAIR', 'host1': 'leaf7', 'host2': 'p7'}) = leaf7: AS None, p7: AS 65000","leaf7, p7"
COMPARE_BGP_NEIGHBOR_COUNT_p1_p4,compare_bgp_neighbor_count,L3,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",AGREE,,"BGP neighbors: p1=0, p4=0, diff=0","p1, p4"
COMPARE_INTERFACE_COUNT_leaf5_pe3,compare_interface_count,L3,map_str_int,"{""difference"": 4, ""host1_count"": 2, ""host2_count"": 6}","{""difference"": 4, ""host1_count"": 2, ""host2_count"": 6}",AGREE,,"Interfaces: leaf5=2, pe3=6, diff=4","leaf5, pe3"
COMPARE_OSPF_AREAS_leaf7_p5,compare_ospf_areas,L3,text,"""leaf7: Area None, p5: Area 0""","leaf7: Area None, p5: Area 0",AGREE,,"Manual: OSPF areas leaf7=[], p5=['0'] | [Method1-crossref] compare_ospf_areas({'type': 'DEVICE_PAIR', 'host1': 'leaf7', 'host2': 'p5'}) = leaf7: Area None, p5: Area 0","leaf7, p5"
COMPARE_VRF_COUNT_leaf8_p9,compare_vrf_count,L3,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",AGREE,,"VRFs: leaf8=0, p9=0, diff=0","leaf8, p9"
IBGP_MISSING_PAIRS_65000,ibgp_missing_pairs,L3,set_str,"[""p7<->p8"", ""p7<->pe1"", ""p7<->pe2"", ""p7<->pe3"", ""p7<->pe4"", ""p8<->pe1"", ""p8<->pe2"", ""p8<->pe3"", ""p8<->pe4"", ""pe1<->pe4"", ""pe2<->pe3""]","[""p7/p8"", ""p7/pe1"", ""p7/pe2"", ""p7/pe3"", ""p7/pe4"", ""p8/p7"", ""p8/pe1"", ""p8/pe2"", ""p8/pe3"", ""p8/pe4"", ""pe1/p7"", ""pe1/p8"", ""pe1/pe4"", ""pe2/p7"", ""pe2/p8"", ""pe2/pe3"", ""pe3/p7"", ""pe3/p8"", ""pe3/pe2"", ""pe4/p7"", ""pe4/p8"", ""pe4/pe1""]",DISAGREE,INVESTIGATION_NEEDED,"AS 65000 devices: ['p7', 'p8', 'pe1', 'pe2', 'pe3', 'pe4'], missing pairs: ['p7/p8', 'p7/pe1', 'p7/pe2', 'p7/pe3', 'p7/pe4', 'p8/p7', 'p8/pe1', 'p8/pe2', 'p8/pe3', 'p8/pe4', 'pe1/p7', 'pe1/p8', 'pe1/pe4', 'pe2/p7', 'pe2/p8', 'pe2/pe3', 'pe3/p7', 'pe3/p8', 'pe3/pe2', 'pe4/p7', 'pe4/p8', 'pe4/pe1'], under-peered: ['p7', 'p8', 'pe1', 'pe2', 'pe3', 'pe4']","p7, p8, pe1, pe2, pe3, pe4"
IBGP_MISSING_PAIRS_65001,ibgp_missing_pairs,L3,set_str,[],[],AGREE,,"AS 65001 devices: ['asbr1', 'asbr2', 'pe5', 'pe6'], missing pairs: [], under-peered: []","asbr1, asbr2, pe5, pe6"
IBGP_MISSING_PAIRS_COUNT_65000,ibgp_missing_pairs_count,L3,number,11,22,DISAGREE,INVESTIGATION_NEEDED,"AS 65000 devices: ['p7', 'p8', 'pe1', 'pe2', 'pe3', 'pe4'], missing pairs: ['p7/p8', 'p7/pe1', 'p7/pe2', 'p7/pe3', 'p7/pe4', 'p8/p7', 'p8/pe1', 'p8/pe2', 'p8/pe3', 'p8/pe4', 'pe1/p7', 'pe1/p8', 'pe1/pe4', 'pe2/p7', 'pe2/p8', 'pe2/pe3', 'pe3/p7', 'pe3/p8', 'pe3/pe2', 'pe4/p7', 'pe4/p8', 'pe4/pe1'], under-peered: ['p7', 'p8', 'pe1', 'pe2', 'pe3', 'pe4']","p7, p8, pe1, pe2, pe3, pe4"
IBGP_MISSING_PAIRS_COUNT_65001,ibgp_missing_pairs_count,L3,number,0,0,AGREE,,"AS 65001 devices: ['asbr1', 'asbr2', 'pe5', 'pe6'], missing pairs: [], under-peered: []","asbr1, asbr2, pe5, pe6"
IBGP_UNDER_PEERED_COUNT_65000,ibgp_under_peered_count,L3,number,6,6,AGREE,,"AS 65000 devices: ['p7', 'p8', 'pe1', 'pe2', 'pe3', 'pe4'], missing pairs: ['p7/p8', 'p7/pe1', 'p7/pe2', 'p7/pe3', 'p7/pe4', 'p8/p7', 'p8/pe1', 'p8/pe2', 'p8/pe3', 'p8/pe4', 'pe1/p7', 'pe1/p8', 'pe1/pe4', 'pe2/p7', 'pe2/p8', 'pe2/pe3', 'pe3/p7', 'pe3/p8', 'pe3/pe2', 'pe4/p7', 'pe4/p8', 'pe4/pe1'], under-peered: ['p7', 'p8', 'pe1', 'pe2', 'pe3', 'pe4']","p7, p8, pe1, pe2, pe3, pe4"
IBGP_UNDER_PEERED_COUNT_65001,ibgp_under_peered_count,L3,number,0,0,AGREE,,"AS 65001 devices: ['asbr1', 'asbr2', 'pe5', 'pe6'], missing pairs: [], under-peered: []","asbr1, asbr2, pe5, pe6"
IBGP_UNDER_PEERED_DEVICES_65000,ibgp_under_peered_devices,L3,set_str,"[""p7"", ""p8"", ""pe1"", ""pe2"", ""pe3"", ""pe4""]","[""p7"", ""p8"", ""pe1"", ""pe2"", ""pe3"", ""pe4""]",AGREE,,"AS 65000 devices: ['p7', 'p8', 'pe1', 'pe2', 'pe3', 'pe4'], missing pairs: ['p7/p8', 'p7/pe1', 'p7/pe2', 'p7/pe3', 'p7/pe4', 'p8/p7', 'p8/pe1', 'p8/pe2', 'p8/pe3', 'p8/pe4', 'pe1/p7', 'pe1/p8', 'pe1/pe4', 'pe2/p7', 'pe2/p8', 'pe2/pe3', 'pe3/p7', 'pe3/p8', 'pe3/pe2', 'pe4/p7', 'pe4/p8', 'pe4/pe1'], under-peered: ['p7', 'p8', 'pe1', 'pe2', 'pe3', 'pe4']","p7, p8, pe1, pe2, pe3, pe4"
IBGP_UNDER_PEERED_DEVICES_65001,ibgp_under_peered_devices,L3,set_str,[],[],AGREE,,"AS 65001 devices: ['asbr1', 'asbr2', 'pe5', 'pe6'], missing pairs: [], under-peered: []","asbr1, asbr2, pe5, pe6"
L2VPN_MISMATCH_COUNT,l2vpn_mismatch_count,L3,number,0,0,AGREE,,[Method1-crossref] l2vpn_mismatch_count({'type': 'GLOBAL'}) = 0,"asbr1, asbr2, leaf1, leaf10, leaf11, leaf12, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6"
L2VPN_PWID_MISMATCH_PAIRS,l2vpn_pwid_mismatch_pairs,L3,set_str,[],[],AGREE,,[Method1-crossref] l2vpn_pwid_mismatch_pairs({'type': 'GLOBAL'}) = [],"asbr1, asbr2, leaf1, leaf10, leaf11, leaf12, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6"
L2VPN_UNIDIRECTIONAL_PAIRS,l2vpn_unidirectional_pairs,L3,set_str,[],[],AGREE,,[Method1-crossref] l2vpn_unidirectional_pairs({'type': 'GLOBAL'}) = [],"asbr1, asbr2, leaf1, leaf10, leaf11, leaf12, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6"
L2VPN_UNIDIR_COUNT,l2vpn_unidir_count,L3,number,0,0,AGREE,,[Method1-crossref] l2vpn_unidir_count({'type': 'GLOBAL'}) = 0,"asbr1, asbr2, leaf1, leaf10, leaf11, leaf12, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6"
MAX_BGP_PEER_DEVICE,max_bgp_peer_device,L3,text,"""asbr1: 4""",asbr1: 4,AGREE,,"Manual count: {'asbr1': 4, 'asbr2': 4, 'leaf1': 0, 'leaf10': 0, 'leaf11': 0, 'leaf12': 0, 'leaf2': 0, 'leaf3': 0, 'leaf4': 0, 'leaf5': 0, 'leaf6': 0, 'leaf7': 0, 'leaf8': 0, 'leaf9': 0, 'p1': 0, 'p10': 0, 'p2': 0, 'p3': 0, 'p4': 0, 'p5': 0, 'p6': 0, 'p7': 1, 'p8': 1, 'p9': 0, 'pe1': 2, 'pe2': 2, 'pe3': 2, 'pe4': 2, 'pe5': 3, 'pe6': 3} | [Method1-crossref] max_bgp_peer_device({'type': 'GLOBAL'}) = asbr1: 4","asbr1, asbr2, leaf1, leaf10, leaf11, leaf12, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6"
MAX_INTERFACE_DEVICE,max_interface_device,L3,text,"""pe6: 8""",pe6: 8,AGREE,,"Manual count: {'asbr1': 5, 'asbr2': 5, 'leaf1': 2, 'leaf10': 2, 'leaf11': 2, 'leaf12': 2, 'leaf2': 2, 'leaf3': 2, 'leaf4': 2, 'leaf5': 2, 'leaf6': 2, 'leaf7': 2, 'leaf8': 2, 'leaf9': 2, 'p1': 5, 'p10': 5, 'p2': 5, 'p3': 5, 'p4': 5, 'p5': 5, 'p6': 5, 'p7': 5, 'p8': 5, 'p9': 5, 'pe1': 6, 'pe2': 7, 'pe3': 6, 'pe4': 6, 'pe5': 7, 'pe6': 8} | [Method1-crossref] max_interface_device({'type': 'GLOBAL'}) = pe6: 8","asbr1, asbr2, leaf1, leaf10, leaf11, leaf12, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6"
MIN_INTERFACE_DEVICE,min_interface_device,L3,text,"""leaf1: 2""",leaf1: 2,AGREE,,"Manual count: {'asbr1': 5, 'asbr2': 5, 'leaf1': 2, 'leaf10': 2, 'leaf11': 2, 'leaf12': 2, 'leaf2': 2, 'leaf3': 2, 'leaf4': 2, 'leaf5': 2, 'leaf6': 2, 'leaf7': 2, 'leaf8': 2, 'leaf9': 2, 'p1': 5, 'p10': 5, 'p2': 5, 'p3': 5, 'p4': 5, 'p5': 5, 'p6': 5, 'p7': 5, 'p8': 5, 'p9': 5, 'pe1': 6, 'pe2': 7, 'pe3': 6, 'pe4': 6, 'pe5': 7, 'pe6': 8} | [Method1-crossref] min_interface_device({'type': 'GLOBAL'}) = leaf1: 2","asbr1, asbr2, leaf1, leaf10, leaf11, leaf12, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6"
VRF_RT_LIST_PER_DEVICE_asbr2,vrf_rt_list_per_device,L3,set_str,[],[],AGREE,,All RTs for asbr2: [],asbr2
VRF_RT_LIST_PER_DEVICE_pe5,vrf_rt_list_per_device,L3,set_str,"[""65001:400"", ""65001:500""]","[""65001:400"", ""65001:500""]",AGREE,,"All RTs for pe5: ['65001:400', '65001:500']",pe5
VRF_USAGE_STATISTICS,vrf_usage_statistics,L3,text,"""asbr1: 0, asbr2: 0, leaf1: 0, leaf10: 0, leaf11: 0, leaf12: 0, leaf2: 0, leaf3: 0, leaf4: 0, leaf5: 0, leaf6: 0, leaf7: 0, leaf8: 0, leaf9: 0, p1: 0, p10: 0, p2: 0, p3: 0, p4: 0, p5: 0, p6: 0, p7: 0, p8: 0, p9: 0, pe1: 3, pe2: 3, pe3: 3, pe4: 3, pe5: 2, pe6: 2""","asbr1: 0개, asbr2: 0개, leaf1: 0개, leaf10: 0개, leaf11: 0개, leaf12: 0개, leaf2: 0개, leaf3: 0개, leaf4: 0개, leaf5: 0개, leaf6: 0개, leaf7: 0개, leaf8: 0개, leaf9: 0개, p1: 0개, p10: 0개, p2: 0개, p3: 0개, p4: 0개, p5: 0개, p6: 0개, p7: 0개, p8: 0개, p9: 0개, pe1: 3개, pe2: 3개, pe3: 3개, pe4: 3개, pe5: 2개, pe6: 2개",AGREE,,"[Method1-crossref] vrf_usage_statistics({'type': 'GLOBAL'}) = asbr1: 0개, asbr2: 0개, leaf1: 0개, leaf10: 0개, leaf11: 0개, leaf12: 0개, leaf2: 0개, leaf3: 0개, leaf4: 0개, leaf5: 0개, leaf6: 0개, leaf7: 0개, leaf8: 0개, leaf9: 0개, p1: 0개, p10: 0개, p2: 0개, p3: 0개, p4: 0개, p5: 0개, p6: 0개, p7: 0개, p8: 0개, p9: 0개, pe1: 3개, pe2: 3개, pe3: 3개, pe4: 3개, pe5: 2개, pe6: 2개","asbr1, asbr2, leaf1, leaf10, leaf11, leaf12, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6"
VRF_WITHOUT_RT_COUNT,vrf_without_rt_count,L3,number,0,0,AGREE,,VRFs without RT: [],"asbr1, asbr2, leaf1, leaf10, leaf11, leaf12, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6"
VRF_WITHOUT_RT_PAIRS,vrf_without_rt_pairs,L3,set_str,[],[],AGREE,,VRFs without RT: [],"asbr1, asbr2, leaf1, leaf10, leaf11, leaf12, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6"
