id,id_v2,metric,scope,category,level,question,answer_status,answer_type,answer,eval_answer,unknown_reason,evidence,scenario,query_contract,verification_contract,oracle_source,verification_status,quarantine_reason,pipeline_version,files
SYSTEM_VERSION_TEXT_leaf4,system_version_text:45a2dbebe1,system_version_text,"{'type': 'DEVICE', 'host': 'leaf4'}",System_Inventory,L1,leaf4 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",,,,builder_core,pending,,db62dec,['leaf4.cfg']
SYSTEM_VERSION_TEXT_p2,system_version_text:f84ad4329a,system_version_text,"{'type': 'DEVICE', 'host': 'p2'}",System_Inventory,L1,p2 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",,,,builder_core,pending,,db62dec,['p2.cfg']
SYSTEM_VERSION_TEXT_leaf3,system_version_text:6a7c231d8b,system_version_text,"{'type': 'DEVICE', 'host': 'leaf3'}",System_Inventory,L1,leaf3 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",,,,builder_core,pending,,db62dec,['leaf3.cfg']
SYSTEM_VERSION_TEXT_p1,system_version_text:980d4425bd,system_version_text,"{'type': 'DEVICE', 'host': 'p1'}",System_Inventory,L1,p1 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",,,,builder_core,pending,,db62dec,['p1.cfg']
SYSTEM_VERSION_TEXT_leaf2,system_version_text:6e35c43dba,system_version_text,"{'type': 'DEVICE', 'host': 'leaf2'}",System_Inventory,L1,leaf2 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",,,,builder_core,pending,,db62dec,['leaf2.cfg']
SYSTEM_VERSION_TEXT_pe1,system_version_text:4f36bb8808,system_version_text,"{'type': 'DEVICE', 'host': 'pe1'}",System_Inventory,L1,pe1 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",,,,builder_core,pending,,db62dec,['pe1.cfg']
SYSTEM_VERSION_TEXT_p4,system_version_text:8eb660897d,system_version_text,"{'type': 'DEVICE', 'host': 'p4'}",System_Inventory,L1,p4 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",,,,builder_core,pending,,db62dec,['p4.cfg']
SYSTEM_VERSION_TEXT_leaf1,system_version_text:f3e677391b,system_version_text,"{'type': 'DEVICE', 'host': 'leaf1'}",System_Inventory,L1,leaf1 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",,,,builder_core,pending,,db62dec,['leaf1.cfg']
SYSTEM_VERSION_TEXT_p3,system_version_text:40d255b5d8,system_version_text,"{'type': 'DEVICE', 'host': 'p3'}",System_Inventory,L1,p3 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",,,,builder_core,pending,,db62dec,['p3.cfg']
SYSTEM_VERSION_TEXT_pe2,system_version_text:3603999311,system_version_text,"{'type': 'DEVICE', 'host': 'pe2'}",System_Inventory,L1,pe2 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",,,,builder_core,pending,,db62dec,['pe2.cfg']
SYSTEM_TIMEZONE_TEXT_p4,system_timezone_text:8eb660897d,system_timezone_text,"{'type': 'DEVICE', 'host': 'p4'}",System_Inventory,L1,p4 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",,,,builder_core,pending,,db62dec,['p4.cfg']
SYSTEM_TIMEZONE_TEXT_p2,system_timezone_text:f84ad4329a,system_timezone_text,"{'type': 'DEVICE', 'host': 'p2'}",System_Inventory,L1,p2 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",,,,builder_core,pending,,db62dec,['p2.cfg']
SYSTEM_TIMEZONE_TEXT_leaf1,system_timezone_text:f3e677391b,system_timezone_text,"{'type': 'DEVICE', 'host': 'leaf1'}",System_Inventory,L1,leaf1 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",,,,builder_core,pending,,db62dec,['leaf1.cfg']
SYSTEM_TIMEZONE_TEXT_leaf3,system_timezone_text:6a7c231d8b,system_timezone_text,"{'type': 'DEVICE', 'host': 'leaf3'}",System_Inventory,L1,leaf3 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",,,,builder_core,pending,,db62dec,['leaf3.cfg']
SYSTEM_TIMEZONE_TEXT_p1,system_timezone_text:980d4425bd,system_timezone_text,"{'type': 'DEVICE', 'host': 'p1'}",System_Inventory,L1,p1 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",,,,builder_core,pending,,db62dec,['p1.cfg']
SYSTEM_TIMEZONE_TEXT_pe2,system_timezone_text:3603999311,system_timezone_text,"{'type': 'DEVICE', 'host': 'pe2'}",System_Inventory,L1,pe2 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",,,,builder_core,pending,,db62dec,['pe2.cfg']
SYSTEM_TIMEZONE_TEXT_leaf2,system_timezone_text:6e35c43dba,system_timezone_text,"{'type': 'DEVICE', 'host': 'leaf2'}",System_Inventory,L1,leaf2 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",,,,builder_core,pending,,db62dec,['leaf2.cfg']
SYSTEM_TIMEZONE_TEXT_p3,system_timezone_text:40d255b5d8,system_timezone_text,"{'type': 'DEVICE', 'host': 'p3'}",System_Inventory,L1,p3 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",,,,builder_core,pending,,db62dec,['p3.cfg']
SYSTEM_TIMEZONE_TEXT_leaf4,system_timezone_text:45a2dbebe1,system_timezone_text,"{'type': 'DEVICE', 'host': 'leaf4'}",System_Inventory,L1,leaf4 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",,,,builder_core,pending,,db62dec,['leaf4.cfg']
SYSTEM_TIMEZONE_TEXT_pe1,system_timezone_text:4f36bb8808,system_timezone_text,"{'type': 'DEVICE', 'host': 'pe1'}",System_Inventory,L1,pe1 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",,,,builder_core,pending,,db62dec,['pe1.cfg']
SYSTEM_USER_LIST_p4,system_user_list:8eb660897d,system_user_list,"{'type': 'DEVICE', 'host': 'p4'}",System_Inventory,L1,p4 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]","[""admin""]",,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",,,,builder_core,pending,,db62dec,['p4.cfg']
SYSTEM_USER_LIST_pe1,system_user_list:4f36bb8808,system_user_list,"{'type': 'DEVICE', 'host': 'pe1'}",System_Inventory,L1,pe1 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]","[""admin""]",,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",,,,builder_core,pending,,db62dec,['pe1.cfg']
SYSTEM_USER_LIST_leaf4,system_user_list:45a2dbebe1,system_user_list,"{'type': 'DEVICE', 'host': 'leaf4'}",System_Inventory,L1,leaf4 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]","[""admin""]",,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",,,,builder_core,pending,,db62dec,['leaf4.cfg']
SYSTEM_USER_LIST_leaf1,system_user_list:f3e677391b,system_user_list,"{'type': 'DEVICE', 'host': 'leaf1'}",System_Inventory,L1,leaf1 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]","[""admin""]",,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",,,,builder_core,pending,,db62dec,['leaf1.cfg']
SYSTEM_USER_LIST_leaf3,system_user_list:6a7c231d8b,system_user_list,"{'type': 'DEVICE', 'host': 'leaf3'}",System_Inventory,L1,leaf3 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]","[""admin""]",,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",,,,builder_core,pending,,db62dec,['leaf3.cfg']
SYSTEM_USER_LIST_pe2,system_user_list:3603999311,system_user_list,"{'type': 'DEVICE', 'host': 'pe2'}",System_Inventory,L1,pe2 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]","[""admin""]",,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",,,,builder_core,pending,,db62dec,['pe2.cfg']
SYSTEM_USER_LIST_leaf2,system_user_list:6e35c43dba,system_user_list,"{'type': 'DEVICE', 'host': 'leaf2'}",System_Inventory,L1,leaf2 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]","[""admin""]",,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",,,,builder_core,pending,,db62dec,['leaf2.cfg']
SYSTEM_USER_LIST_p1,system_user_list:980d4425bd,system_user_list,"{'type': 'DEVICE', 'host': 'p1'}",System_Inventory,L1,p1 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]","[""admin""]",,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",,,,builder_core,pending,,db62dec,['p1.cfg']
SYSTEM_USER_LIST_p2,system_user_list:f84ad4329a,system_user_list,"{'type': 'DEVICE', 'host': 'p2'}",System_Inventory,L1,p2 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]","[""admin""]",,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",,,,builder_core,pending,,db62dec,['p2.cfg']
SYSTEM_USER_LIST_p3,system_user_list:40d255b5d8,system_user_list,"{'type': 'DEVICE', 'host': 'p3'}",System_Inventory,L1,p3 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]","[""admin""]",,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",,,,builder_core,pending,,db62dec,['p3.cfg']
SYSTEM_USER_COUNT_pe2,system_user_count:3603999311,system_user_count,"{'type': 'DEVICE', 'host': 'pe2'}",System_Inventory,L1,pe2 장비에 등록된 로컬 사용자는 총 몇 명입니까? [답변 형식: 숫자],OK,number,1,1,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",,,,builder_core,pending,,db62dec,['pe2.cfg']
SYSTEM_USER_COUNT_p3,system_user_count:40d255b5d8,system_user_count,"{'type': 'DEVICE', 'host': 'p3'}",System_Inventory,L1,p3 장비에 등록된 로컬 사용자는 총 몇 명입니까? [답변 형식: 숫자],OK,number,1,1,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",,,,builder_core,pending,,db62dec,['p3.cfg']
SYSTEM_USER_COUNT_p4,system_user_count:8eb660897d,system_user_count,"{'type': 'DEVICE', 'host': 'p4'}",System_Inventory,L1,p4 장비에 등록된 로컬 사용자는 총 몇 명입니까? [답변 형식: 숫자],OK,number,1,1,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",,,,builder_core,pending,,db62dec,['p4.cfg']
SYSTEM_USER_COUNT_leaf4,system_user_count:45a2dbebe1,system_user_count,"{'type': 'DEVICE', 'host': 'leaf4'}",System_Inventory,L1,leaf4 장비에 등록된 로컬 사용자는 총 몇 명입니까? [답변 형식: 숫자],OK,number,1,1,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",,,,builder_core,pending,,db62dec,['leaf4.cfg']
SYSTEM_USER_COUNT_leaf1,system_user_count:f3e677391b,system_user_count,"{'type': 'DEVICE', 'host': 'leaf1'}",System_Inventory,L1,leaf1 장비에 등록된 로컬 사용자는 총 몇 명입니까? [답변 형식: 숫자],OK,number,1,1,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",,,,builder_core,pending,,db62dec,['leaf1.cfg']
SYSTEM_USER_COUNT_leaf3,system_user_count:6a7c231d8b,system_user_count,"{'type': 'DEVICE', 'host': 'leaf3'}",System_Inventory,L1,leaf3 장비에 등록된 로컬 사용자는 총 몇 명입니까? [답변 형식: 숫자],OK,number,1,1,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",,,,builder_core,pending,,db62dec,['leaf3.cfg']
SYSTEM_USER_COUNT_p1,system_user_count:980d4425bd,system_user_count,"{'type': 'DEVICE', 'host': 'p1'}",System_Inventory,L1,p1 장비에 등록된 로컬 사용자는 총 몇 명입니까? [답변 형식: 숫자],OK,number,1,1,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",,,,builder_core,pending,,db62dec,['p1.cfg']
SYSTEM_USER_COUNT_pe1,system_user_count:4f36bb8808,system_user_count,"{'type': 'DEVICE', 'host': 'pe1'}",System_Inventory,L1,pe1 장비에 등록된 로컬 사용자는 총 몇 명입니까? [답변 형식: 숫자],OK,number,1,1,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",,,,builder_core,pending,,db62dec,['pe1.cfg']
SYSTEM_USER_COUNT_p2,system_user_count:f84ad4329a,system_user_count,"{'type': 'DEVICE', 'host': 'p2'}",System_Inventory,L1,p2 장비에 등록된 로컬 사용자는 총 몇 명입니까? [답변 형식: 숫자],OK,number,1,1,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",,,,builder_core,pending,,db62dec,['p2.cfg']
SYSTEM_USER_COUNT_leaf2,system_user_count:6e35c43dba,system_user_count,"{'type': 'DEVICE', 'host': 'leaf2'}",System_Inventory,L1,leaf2 장비에 등록된 로컬 사용자는 총 몇 명입니까? [답변 형식: 숫자],OK,number,1,1,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",,,,builder_core,pending,,db62dec,['leaf2.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT_pe1,logging_buffered_severity_text:4f36bb8808,logging_buffered_severity_text,"{'type': 'DEVICE', 'host': 'pe1'}",System_Inventory,L1,pe1 장비에서 logging buffered의 severity-level은 무엇입니까? [답변 형식: 설정값 또는 null],NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",,,,builder_core,pending,,db62dec,['pe1.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT_leaf1,logging_buffered_severity_text:f3e677391b,logging_buffered_severity_text,"{'type': 'DEVICE', 'host': 'leaf1'}",System_Inventory,L1,leaf1 장비에서 logging buffered의 severity-level은 무엇입니까? [답변 형식: 설정값 또는 null],NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",,,,builder_core,pending,,db62dec,['leaf1.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT_leaf4,logging_buffered_severity_text:45a2dbebe1,logging_buffered_severity_text,"{'type': 'DEVICE', 'host': 'leaf4'}",System_Inventory,L1,leaf4 장비에서 logging buffered의 severity-level은 무엇입니까? [답변 형식: 설정값 또는 null],NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",,,,builder_core,pending,,db62dec,['leaf4.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT_leaf3,logging_buffered_severity_text:6a7c231d8b,logging_buffered_severity_text,"{'type': 'DEVICE', 'host': 'leaf3'}",System_Inventory,L1,leaf3 장비에서 logging buffered의 severity-level은 무엇입니까? [답변 형식: 설정값 또는 null],NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",,,,builder_core,pending,,db62dec,['leaf3.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT_p4,logging_buffered_severity_text:8eb660897d,logging_buffered_severity_text,"{'type': 'DEVICE', 'host': 'p4'}",System_Inventory,L1,p4 장비에서 logging buffered의 severity-level은 무엇입니까? [답변 형식: 설정값 또는 null],NOT_CONFIGURED,text,null,NOT_CONFIGURED,,"{""snapshot"": ""LabA_Research_Institute_DC_10nodes"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",,,,builder_core,pending,,db62dec,['p4.cfg']
