id,id_v2,level,metric,answer_type,status,reason,parser_answer,dataset_answer,match,score,detail
SYSTEM_VERSION_TEXT_leaf3,system_version_text:6a7c231d8b,L1,system_version_text,text,MATCH,,15.7,"""15.7""",True,1.0,exact
SYSTEM_VERSION_TEXT_p1,system_version_text:980d4425bd,L1,system_version_text,text,MATCH,,15.7,"""15.7""",True,1.0,exact
SYSTEM_VERSION_TEXT_leaf2,system_version_text:6e35c43dba,L1,system_version_text,text,MATCH,,15.7,"""15.7""",True,1.0,exact
SYSTEM_VERSION_TEXT_pe1,system_version_text:4f36bb8808,L1,system_version_text,text,MATCH,,15.7,"""15.7""",True,1.0,exact
SYSTEM_VERSION_TEXT_p4,system_version_text:8eb660897d,L1,system_version_text,text,MATCH,,15.7,"""15.7""",True,1.0,exact
SYSTEM_VERSION_TEXT_leaf1,system_version_text:f3e677391b,L1,system_version_text,text,MATCH,,15.7,"""15.7""",True,1.0,exact
SYSTEM_VERSION_TEXT_p3,system_version_text:40d255b5d8,L1,system_version_text,text,MATCH,,15.7,"""15.7""",True,1.0,exact
SYSTEM_VERSION_TEXT_pe2,system_version_text:3603999311,L1,system_version_text,text,MATCH,,15.7,"""15.7""",True,1.0,exact
SYSTEM_TIMEZONE_TEXT_p4,system_timezone_text:8eb660897d,L1,system_timezone_text,text,MATCH,,,null,True,1.0,both_empty
SYSTEM_TIMEZONE_TEXT_p2,system_timezone_text:f84ad4329a,L1,system_timezone_text,text,MATCH,,,null,True,1.0,both_empty
SYSTEM_TIMEZONE_TEXT_leaf1,system_timezone_text:f3e677391b,L1,system_timezone_text,text,MATCH,,,null,True,1.0,both_empty
SYSTEM_TIMEZONE_TEXT_leaf3,system_timezone_text:6a7c231d8b,L1,system_timezone_text,text,MATCH,,,null,True,1.0,both_empty
SYSTEM_TIMEZONE_TEXT_p1,system_timezone_text:980d4425bd,L1,system_timezone_text,text,MATCH,,,null,True,1.0,both_empty
SYSTEM_TIMEZONE_TEXT_pe2,system_timezone_text:3603999311,L1,system_timezone_text,text,MATCH,,,null,True,1.0,both_empty
SYSTEM_TIMEZONE_TEXT_leaf2,system_timezone_text:6e35c43dba,L1,system_timezone_text,text,MATCH,,,null,True,1.0,both_empty
SYSTEM_TIMEZONE_TEXT_p3,system_timezone_text:40d255b5d8,L1,system_timezone_text,text,MATCH,,,null,True,1.0,both_empty
SYSTEM_TIMEZONE_TEXT_leaf4,system_timezone_text:45a2dbebe1,L1,system_timezone_text,text,MATCH,,,null,True,1.0,both_empty
SYSTEM_TIMEZONE_TEXT_pe1,system_timezone_text:4f36bb8808,L1,system_timezone_text,text,MATCH,,,null,True,1.0,both_empty
SYSTEM_USER_LIST_p4,system_user_list:8eb660897d,L1,system_user_list,set_str,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_pe1,system_user_list:4f36bb8808,L1,system_user_list,set_str,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_leaf4,system_user_list:45a2dbebe1,L1,system_user_list,set_str,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_leaf1,system_user_list:f3e677391b,L1,system_user_list,set_str,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_leaf3,system_user_list:6a7c231d8b,L1,system_user_list,set_str,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_pe2,system_user_list:3603999311,L1,system_user_list,set_str,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_leaf2,system_user_list:6e35c43dba,L1,system_user_list,set_str,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_p1,system_user_list:980d4425bd,L1,system_user_list,set_str,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_p2,system_user_list:f84ad4329a,L1,system_user_list,set_str,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_p3,system_user_list:40d255b5d8,L1,system_user_list,set_str,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_COUNT_pe2,system_user_count:3603999311,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_p3,system_user_count:40d255b5d8,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_p4,system_user_count:8eb660897d,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_leaf4,system_user_count:45a2dbebe1,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_leaf1,system_user_count:f3e677391b,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_leaf3,system_user_count:6a7c231d8b,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_p1,system_user_count:980d4425bd,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_pe1,system_user_count:4f36bb8808,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_p2,system_user_count:f84ad4329a,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_leaf2,system_user_count:6e35c43dba,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
LOGGING_BUFFERED_SEVERITY_TEXT_pe1,logging_buffered_severity_text:4f36bb8808,L1,logging_buffered_severity_text,text,MATCH,,,null,True,1.0,both_empty
LOGGING_BUFFERED_SEVERITY_TEXT_leaf1,logging_buffered_severity_text:f3e677391b,L1,logging_buffered_severity_text,text,MATCH,,,null,True,1.0,both_empty
LOGGING_BUFFERED_SEVERITY_TEXT_leaf4,logging_buffered_severity_text:45a2dbebe1,L1,logging_buffered_severity_text,text,MATCH,,,null,True,1.0,both_empty
LOGGING_BUFFERED_SEVERITY_TEXT_leaf3,logging_buffered_severity_text:6a7c231d8b,L1,logging_buffered_severity_text,text,MATCH,,,null,True,1.0,both_empty
LOGGING_BUFFERED_SEVERITY_TEXT_p4,logging_buffered_severity_text:8eb660897d,L1,logging_buffered_severity_text,text,MATCH,,,null,True,1.0,both_empty
LOGGING_BUFFERED_SEVERITY_TEXT_p2,logging_buffered_severity_text:f84ad4329a,L1,logging_buffered_severity_text,text,MATCH,,,null,True,1.0,both_empty
LOGGING_BUFFERED_SEVERITY_TEXT_pe2,logging_buffered_severity_text:3603999311,L1,logging_buffered_severity_text,text,MATCH,,,null,True,1.0,both_empty
LOGGING_BUFFERED_SEVERITY_TEXT_p1,logging_buffered_severity_text:980d4425bd,L1,logging_buffered_severity_text,text,MATCH,,,null,True,1.0,both_empty
LOGGING_BUFFERED_SEVERITY_TEXT_leaf2,logging_buffered_severity_text:6e35c43dba,L1,logging_buffered_severity_text,text,MATCH,,,null,True,1.0,both_empty
LOGGING_BUFFERED_SEVERITY_TEXT_p3,logging_buffered_severity_text:40d255b5d8,L1,logging_buffered_severity_text,text,MATCH,,,null,True,1.0,both_empty
NTP_SERVER_LIST_p2,ntp_server_list:f84ad4329a,L1,ntp_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
NTP_SERVER_LIST_p4,ntp_server_list:8eb660897d,L1,ntp_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
NTP_SERVER_LIST_p1,ntp_server_list:980d4425bd,L1,ntp_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
NTP_SERVER_LIST_pe2,ntp_server_list:3603999311,L1,ntp_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
NTP_SERVER_LIST_pe1,ntp_server_list:4f36bb8808,L1,ntp_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
NTP_SERVER_LIST_leaf3,ntp_server_list:6a7c231d8b,L1,ntp_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
NTP_SERVER_LIST_p3,ntp_server_list:40d255b5d8,L1,ntp_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
NTP_SERVER_LIST_leaf4,ntp_server_list:45a2dbebe1,L1,ntp_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
NTP_SERVER_LIST_leaf1,ntp_server_list:f3e677391b,L1,ntp_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
NTP_SERVER_LIST_leaf2,ntp_server_list:6e35c43dba,L1,ntp_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_leaf1,snmp_community_list:f3e677391b,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_leaf4,snmp_community_list:45a2dbebe1,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_pe2,snmp_community_list:3603999311,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_p3,snmp_community_list:40d255b5d8,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_pe1,snmp_community_list:4f36bb8808,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_leaf3,snmp_community_list:6a7c231d8b,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_leaf2,snmp_community_list:6e35c43dba,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_p2,snmp_community_list:f84ad4329a,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_p4,snmp_community_list:8eb660897d,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_p1,snmp_community_list:980d4425bd,L1,snmp_community_list,set_str,MATCH,,[],[],True,1.0,both_empty
SYSLOG_SERVER_LIST_p3,syslog_server_list:40d255b5d8,L1,syslog_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
SYSLOG_SERVER_LIST_leaf1,syslog_server_list:f3e677391b,L1,syslog_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
SYSLOG_SERVER_LIST_p1,syslog_server_list:980d4425bd,L1,syslog_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
SYSLOG_SERVER_LIST_pe1,syslog_server_list:4f36bb8808,L1,syslog_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
SYSLOG_SERVER_LIST_p2,syslog_server_list:f84ad4329a,L1,syslog_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
SYSLOG_SERVER_LIST_p4,syslog_server_list:8eb660897d,L1,syslog_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
SYSLOG_SERVER_LIST_pe2,syslog_server_list:3603999311,L1,syslog_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
SYSLOG_SERVER_LIST_leaf4,syslog_server_list:45a2dbebe1,L1,syslog_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
SYSLOG_SERVER_LIST_leaf3,syslog_server_list:6a7c231d8b,L1,syslog_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
SYSLOG_SERVER_LIST_leaf2,syslog_server_list:6e35c43dba,L1,syslog_server_list,set_str,MATCH,,[],[],True,1.0,both_empty
INTERFACE_STATUS_MAP_p1,interface_status_map:980d4425bd,L1,interface_status_map,map_str_str,MATCH,,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""down"", ""Loopback0"": ""up""}","{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""down"", ""Loopback0"": ""up""}",True,1.0,exact
INTERFACE_STATUS_MAP_pe2,interface_status_map:3603999311,L1,interface_status_map,map_str_str,MATCH,,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up"", ""Loopback0"": ""up""}","{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up"", ""Loopback0"": ""up""}",True,1.0,exact
INTERFACE_STATUS_MAP_leaf2,interface_status_map:6e35c43dba,L1,interface_status_map,map_str_str,MATCH,,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""down"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up""}","{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""down"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up""}",True,1.0,exact
INTERFACE_STATUS_MAP_p4,interface_status_map:8eb660897d,L1,interface_status_map,map_str_str,MATCH,,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""down"", ""Loopback0"": ""up""}","{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""down"", ""Loopback0"": ""up""}",True,1.0,exact
INTERFACE_STATUS_MAP_leaf3,interface_status_map:6a7c231d8b,L1,interface_status_map,map_str_str,MATCH,,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""down"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""down""}","{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""down"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""down""}",True,1.0,exact
INTERFACE_STATUS_MAP_pe1,interface_status_map:4f36bb8808,L1,interface_status_map,map_str_str,MATCH,,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up"", ""Loopback0"": ""up""}","{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up"", ""Loopback0"": ""up""}",True,1.0,exact
INTERFACE_STATUS_MAP_p3,interface_status_map:40d255b5d8,L1,interface_status_map,map_str_str,MATCH,,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up"", ""Loopback0"": ""up""}","{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up"", ""Loopback0"": ""up""}",True,1.0,exact
INTERFACE_STATUS_MAP_leaf4,interface_status_map:45a2dbebe1,L1,interface_status_map,map_str_str,MATCH,,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""down"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""down""}","{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""down"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""down""}",True,1.0,exact
INTERFACE_STATUS_MAP_leaf1,interface_status_map:f3e677391b,L1,interface_status_map,map_str_str,MATCH,,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up""}","{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up""}",True,1.0,exact
INTERFACE_STATUS_MAP_p2,interface_status_map:f84ad4329a,L1,interface_status_map,map_str_str,MATCH,,"{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up"", ""Loopback0"": ""up""}","{""GigabitEthernet0/0"": ""up"", ""GigabitEthernet0/1"": ""up"", ""GigabitEthernet0/2"": ""up"", ""GigabitEthernet0/3"": ""up"", ""Loopback0"": ""up""}",True,1.0,exact
ROUTING_TABLE_ENTRY_COUNT_leaf3,routing_table_entry_count:6a7c231d8b,L1,routing_table_entry_count,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
ROUTING_TABLE_ENTRY_COUNT_leaf2,routing_table_entry_count:6e35c43dba,L1,routing_table_entry_count,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
ROUTING_TABLE_ENTRY_COUNT_leaf1,routing_table_entry_count:f3e677391b,L1,routing_table_entry_count,number,MATCH,,7,7,True,1.0,"parser=7.0, gold=7.0"
ROUTING_TABLE_ENTRY_COUNT_p1,routing_table_entry_count:980d4425bd,L1,routing_table_entry_count,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
ROUTING_TABLE_ENTRY_COUNT_p3,routing_table_entry_count:40d255b5d8,L1,routing_table_entry_count,number,MATCH,,6,6,True,1.0,"parser=6.0, gold=6.0"
ROUTING_TABLE_ENTRY_COUNT_p4,routing_table_entry_count:8eb660897d,L1,routing_table_entry_count,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
ROUTING_TABLE_ENTRY_COUNT_pe1,routing_table_entry_count:4f36bb8808,L1,routing_table_entry_count,number,MATCH,,7,7,True,1.0,"parser=7.0, gold=7.0"
ROUTING_TABLE_ENTRY_COUNT_pe2,routing_table_entry_count:3603999311,L1,routing_table_entry_count,number,MATCH,,6,6,True,1.0,"parser=6.0, gold=6.0"
ROUTING_TABLE_ENTRY_COUNT_p2,routing_table_entry_count:f84ad4329a,L1,routing_table_entry_count,number,MATCH,,6,6,True,1.0,"parser=6.0, gold=6.0"
ROUTING_TABLE_ENTRY_COUNT_leaf4,routing_table_entry_count:45a2dbebe1,L1,routing_table_entry_count,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
SSH_VERSION_TEXT_pe2,ssh_version_text:3603999311,L1,ssh_version_text,text,MATCH,,2,"""2""",True,1.0,exact
SSH_VERSION_TEXT_leaf1,ssh_version_text:f3e677391b,L1,ssh_version_text,text,MATCH,,2,"""2""",True,1.0,exact
SSH_VERSION_TEXT_leaf2,ssh_version_text:6e35c43dba,L1,ssh_version_text,text,MATCH,,2,"""2""",True,1.0,exact
SSH_VERSION_TEXT_p3,ssh_version_text:40d255b5d8,L1,ssh_version_text,text,MATCH,,2,"""2""",True,1.0,exact
SSH_VERSION_TEXT_pe1,ssh_version_text:4f36bb8808,L1,ssh_version_text,text,MATCH,,2,"""2""",True,1.0,exact
SSH_VERSION_TEXT_p4,ssh_version_text:8eb660897d,L1,ssh_version_text,text,MATCH,,2,"""2""",True,1.0,exact
SSH_VERSION_TEXT_p2,ssh_version_text:f84ad4329a,L1,ssh_version_text,text,MATCH,,2,"""2""",True,1.0,exact
SSH_VERSION_TEXT_p1,ssh_version_text:980d4425bd,L1,ssh_version_text,text,MATCH,,2,"""2""",True,1.0,exact
SSH_VERSION_TEXT_leaf4,ssh_version_text:45a2dbebe1,L1,ssh_version_text,text,MATCH,,2,"""2""",True,1.0,exact
SSH_VERSION_TEXT_leaf3,ssh_version_text:6a7c231d8b,L1,ssh_version_text,text,MATCH,,2,"""2""",True,1.0,exact
AAA_AUTHENTICATION_METHOD_leaf4,aaa_authentication_method:45a2dbebe1,L1,aaa_authentication_method,text,MATCH,,,null,True,1.0,both_empty
AAA_AUTHENTICATION_METHOD_p1,aaa_authentication_method:980d4425bd,L1,aaa_authentication_method,text,MATCH,,,null,True,1.0,both_empty
AAA_AUTHENTICATION_METHOD_pe2,aaa_authentication_method:3603999311,L1,aaa_authentication_method,text,MATCH,,,null,True,1.0,both_empty
AAA_AUTHENTICATION_METHOD_leaf2,aaa_authentication_method:6e35c43dba,L1,aaa_authentication_method,text,MATCH,,,null,True,1.0,both_empty
AAA_AUTHENTICATION_METHOD_p2,aaa_authentication_method:f84ad4329a,L1,aaa_authentication_method,text,MATCH,,,null,True,1.0,both_empty
AAA_AUTHENTICATION_METHOD_p3,aaa_authentication_method:40d255b5d8,L1,aaa_authentication_method,text,MATCH,,,null,True,1.0,both_empty
AAA_AUTHENTICATION_METHOD_leaf1,aaa_authentication_method:f3e677391b,L1,aaa_authentication_method,text,MATCH,,,null,True,1.0,both_empty
AAA_AUTHENTICATION_METHOD_p4,aaa_authentication_method:8eb660897d,L1,aaa_authentication_method,text,MATCH,,,null,True,1.0,both_empty
AAA_AUTHENTICATION_METHOD_pe1,aaa_authentication_method:4f36bb8808,L1,aaa_authentication_method,text,MATCH,,,null,True,1.0,both_empty
AAA_AUTHENTICATION_METHOD_leaf3,aaa_authentication_method:6a7c231d8b,L1,aaa_authentication_method,text,MATCH,,,null,True,1.0,both_empty
VTY_TRANSPORT_INPUT_TEXT_pe1,vty_transport_input_text:4f36bb8808,L1,vty_transport_input_text,text,MATCH,,ssh,"""ssh""",True,1.0,exact
VTY_TRANSPORT_INPUT_TEXT_leaf1,vty_transport_input_text:f3e677391b,L1,vty_transport_input_text,text,MATCH,,ssh,"""ssh""",True,1.0,exact
VTY_TRANSPORT_INPUT_TEXT_p2,vty_transport_input_text:f84ad4329a,L1,vty_transport_input_text,text,MATCH,,ssh,"""ssh""",True,1.0,exact
VTY_TRANSPORT_INPUT_TEXT_leaf3,vty_transport_input_text:6a7c231d8b,L1,vty_transport_input_text,text,MATCH,,ssh,"""ssh""",True,1.0,exact
VTY_TRANSPORT_INPUT_TEXT_p4,vty_transport_input_text:8eb660897d,L1,vty_transport_input_text,text,MATCH,,ssh,"""ssh""",True,1.0,exact
VTY_TRANSPORT_INPUT_TEXT_p1,vty_transport_input_text:980d4425bd,L1,vty_transport_input_text,text,MATCH,,ssh,"""ssh""",True,1.0,exact
VTY_TRANSPORT_INPUT_TEXT_leaf4,vty_transport_input_text:45a2dbebe1,L1,vty_transport_input_text,text,MATCH,,ssh,"""ssh""",True,1.0,exact
VTY_TRANSPORT_INPUT_TEXT_pe2,vty_transport_input_text:3603999311,L1,vty_transport_input_text,text,MATCH,,ssh,"""ssh""",True,1.0,exact
VTY_TRANSPORT_INPUT_TEXT_leaf2,vty_transport_input_text:6e35c43dba,L1,vty_transport_input_text,text,MATCH,,ssh,"""ssh""",True,1.0,exact
VTY_TRANSPORT_INPUT_TEXT_p3,vty_transport_input_text:40d255b5d8,L1,vty_transport_input_text,text,MATCH,,ssh,"""ssh""",True,1.0,exact
VTY_LOGIN_MODE_TEXT_leaf4,vty_login_mode_text:45a2dbebe1,L1,vty_login_mode_text,text,MATCH,,local,"""local""",True,1.0,exact
VTY_LOGIN_MODE_TEXT_p4,vty_login_mode_text:8eb660897d,L1,vty_login_mode_text,text,MATCH,,local,"""local""",True,1.0,exact
VTY_LOGIN_MODE_TEXT_pe2,vty_login_mode_text:3603999311,L1,vty_login_mode_text,text,MATCH,,local,"""local""",True,1.0,exact
VTY_LOGIN_MODE_TEXT_leaf1,vty_login_mode_text:f3e677391b,L1,vty_login_mode_text,text,MATCH,,local,"""local""",True,1.0,exact
VTY_LOGIN_MODE_TEXT_leaf3,vty_login_mode_text:6a7c231d8b,L1,vty_login_mode_text,text,MATCH,,local,"""local""",True,1.0,exact
VTY_LOGIN_MODE_TEXT_p2,vty_login_mode_text:f84ad4329a,L1,vty_login_mode_text,text,MATCH,,local,"""local""",True,1.0,exact
VTY_LOGIN_MODE_TEXT_p3,vty_login_mode_text:40d255b5d8,L1,vty_login_mode_text,text,MATCH,,local,"""local""",True,1.0,exact
VTY_LOGIN_MODE_TEXT_p1,vty_login_mode_text:980d4425bd,L1,vty_login_mode_text,text,MATCH,,local,"""local""",True,1.0,exact
VTY_LOGIN_MODE_TEXT_pe1,vty_login_mode_text:4f36bb8808,L1,vty_login_mode_text,text,MATCH,,local,"""local""",True,1.0,exact
VTY_LOGIN_MODE_TEXT_leaf2,vty_login_mode_text:6e35c43dba,L1,vty_login_mode_text,text,MATCH,,local,"""local""",True,1.0,exact
INTERFACE_COUNT_leaf4,interface_count:45a2dbebe1,L1,interface_count,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
INTERFACE_COUNT_pe1,interface_count:4f36bb8808,L1,interface_count,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
INTERFACE_COUNT_p1,interface_count:980d4425bd,L1,interface_count,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
INTERFACE_COUNT_leaf2,interface_count:6e35c43dba,L1,interface_count,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
INTERFACE_COUNT_pe2,interface_count:3603999311,L1,interface_count,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
INTERFACE_COUNT_p3,interface_count:40d255b5d8,L1,interface_count,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
INTERFACE_COUNT_p2,interface_count:f84ad4329a,L1,interface_count,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
INTERFACE_COUNT_leaf1,interface_count:f3e677391b,L1,interface_count,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
INTERFACE_COUNT_p4,interface_count:8eb660897d,L1,interface_count,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
INTERFACE_COUNT_leaf3,interface_count:6a7c231d8b,L1,interface_count,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
