id,id_v2,category,level,question,answer_status,answer_type,answer,unknown_reason,evidence,pipeline_version,files
SYSTEM_VERSION_TEXT_pe1,system_version_text:4f36bb8808,System_Inventory,L1,What is the system version on pe1? [Answer format: plain string],OK,text,"""15.7""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",6dcf8a7,['pe1.cfg']
SYSTEM_VERSION_TEXT_p4,system_version_text:8eb660897d,System_Inventory,L1,What is the system version on p4? [Answer format: plain string],OK,text,"""15.7""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",6dcf8a7,['p4.cfg']
SYSTEM_VERSION_TEXT_leaf1,system_version_text:f3e677391b,System_Inventory,L1,What is the system version on leaf1? [Answer format: plain string],OK,text,"""15.7""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",6dcf8a7,['leaf1.cfg']
SYSTEM_VERSION_TEXT_p3,system_version_text:40d255b5d8,System_Inventory,L1,What is the system version on p3? [Answer format: plain string],OK,text,"""15.7""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",6dcf8a7,['p3.cfg']
SYSTEM_VERSION_TEXT_pe2,system_version_text:3603999311,System_Inventory,L1,What is the system version on pe2? [Answer format: plain string],OK,text,"""15.7""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",6dcf8a7,['pe2.cfg']
SYSTEM_TIMEZONE_TEXT_p4,system_timezone_text:8eb660897d,System_Inventory,L1,What is the system timezone on p4? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",6dcf8a7,['p4.cfg']
SYSTEM_TIMEZONE_TEXT_p2,system_timezone_text:f84ad4329a,System_Inventory,L1,What is the system timezone on p2? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",6dcf8a7,['p2.cfg']
SYSTEM_TIMEZONE_TEXT_leaf1,system_timezone_text:f3e677391b,System_Inventory,L1,What is the system timezone on leaf1? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",6dcf8a7,['leaf1.cfg']
SYSTEM_TIMEZONE_TEXT_leaf3,system_timezone_text:6a7c231d8b,System_Inventory,L1,What is the system timezone on leaf3? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",6dcf8a7,['leaf3.cfg']
SYSTEM_TIMEZONE_TEXT_p1,system_timezone_text:980d4425bd,System_Inventory,L1,What is the system timezone on p1? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",6dcf8a7,['p1.cfg']
SYSTEM_TIMEZONE_TEXT_pe2,system_timezone_text:3603999311,System_Inventory,L1,What is the system timezone on pe2? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",6dcf8a7,['pe2.cfg']
SYSTEM_TIMEZONE_TEXT_leaf2,system_timezone_text:6e35c43dba,System_Inventory,L1,What is the system timezone on leaf2? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",6dcf8a7,['leaf2.cfg']
SYSTEM_TIMEZONE_TEXT_p3,system_timezone_text:40d255b5d8,System_Inventory,L1,What is the system timezone on p3? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",6dcf8a7,['p3.cfg']
SYSTEM_TIMEZONE_TEXT_leaf4,system_timezone_text:45a2dbebe1,System_Inventory,L1,What is the system timezone on leaf4? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",6dcf8a7,['leaf4.cfg']
SYSTEM_TIMEZONE_TEXT_pe1,system_timezone_text:4f36bb8808,System_Inventory,L1,What is the system timezone on pe1? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",6dcf8a7,['pe1.cfg']
SYSTEM_USER_LIST_p4,system_user_list:8eb660897d,System_Inventory,L1,Which system users are configured on p4? [Answer format: JSON array],OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",6dcf8a7,['p4.cfg']
SYSTEM_USER_LIST_pe1,system_user_list:4f36bb8808,System_Inventory,L1,Which system users are configured on pe1? [Answer format: JSON array],OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",6dcf8a7,['pe1.cfg']
SYSTEM_USER_LIST_leaf4,system_user_list:45a2dbebe1,System_Inventory,L1,Which system users are configured on leaf4? [Answer format: JSON array],OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",6dcf8a7,['leaf4.cfg']
SYSTEM_USER_LIST_leaf1,system_user_list:f3e677391b,System_Inventory,L1,Which system users are configured on leaf1? [Answer format: JSON array],OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",6dcf8a7,['leaf1.cfg']
SYSTEM_USER_LIST_leaf3,system_user_list:6a7c231d8b,System_Inventory,L1,Which system users are configured on leaf3? [Answer format: JSON array],OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",6dcf8a7,['leaf3.cfg']
SYSTEM_USER_LIST_pe2,system_user_list:3603999311,System_Inventory,L1,Which system users are configured on pe2? [Answer format: JSON array],OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",6dcf8a7,['pe2.cfg']
SYSTEM_USER_LIST_leaf2,system_user_list:6e35c43dba,System_Inventory,L1,Which system users are configured on leaf2? [Answer format: JSON array],OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",6dcf8a7,['leaf2.cfg']
SYSTEM_USER_LIST_p1,system_user_list:980d4425bd,System_Inventory,L1,Which system users are configured on p1? [Answer format: JSON array],OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",6dcf8a7,['p1.cfg']
SYSTEM_USER_LIST_p2,system_user_list:f84ad4329a,System_Inventory,L1,Which system users are configured on p2? [Answer format: JSON array],OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",6dcf8a7,['p2.cfg']
SYSTEM_USER_LIST_p3,system_user_list:40d255b5d8,System_Inventory,L1,Which system users are configured on p3? [Answer format: JSON array],OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",6dcf8a7,['p3.cfg']
SYSTEM_USER_COUNT_pe2,system_user_count:3603999311,System_Inventory,L1,How many system users are configured on pe2? [Answer format: integer],OK,number,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",6dcf8a7,['pe2.cfg']
SYSTEM_USER_COUNT_p3,system_user_count:40d255b5d8,System_Inventory,L1,How many system users are configured on p3? [Answer format: integer],OK,number,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",6dcf8a7,['p3.cfg']
SYSTEM_USER_COUNT_p4,system_user_count:8eb660897d,System_Inventory,L1,How many system users are configured on p4? [Answer format: integer],OK,number,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",6dcf8a7,['p4.cfg']
SYSTEM_USER_COUNT_leaf4,system_user_count:45a2dbebe1,System_Inventory,L1,How many system users are configured on leaf4? [Answer format: integer],OK,number,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",6dcf8a7,['leaf4.cfg']
SYSTEM_USER_COUNT_leaf1,system_user_count:f3e677391b,System_Inventory,L1,How many system users are configured on leaf1? [Answer format: integer],OK,number,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",6dcf8a7,['leaf1.cfg']
SYSTEM_USER_COUNT_leaf3,system_user_count:6a7c231d8b,System_Inventory,L1,How many system users are configured on leaf3? [Answer format: integer],OK,number,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",6dcf8a7,['leaf3.cfg']
SYSTEM_USER_COUNT_p1,system_user_count:980d4425bd,System_Inventory,L1,How many system users are configured on p1? [Answer format: integer],OK,number,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",6dcf8a7,['p1.cfg']
SYSTEM_USER_COUNT_pe1,system_user_count:4f36bb8808,System_Inventory,L1,How many system users are configured on pe1? [Answer format: integer],OK,number,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",6dcf8a7,['pe1.cfg']
SYSTEM_USER_COUNT_p2,system_user_count:f84ad4329a,System_Inventory,L1,How many system users are configured on p2? [Answer format: integer],OK,number,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",6dcf8a7,['p2.cfg']
SYSTEM_USER_COUNT_leaf2,system_user_count:6e35c43dba,System_Inventory,L1,How many system users are configured on leaf2? [Answer format: integer],OK,number,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",6dcf8a7,['leaf2.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT_pe1,logging_buffered_severity_text:4f36bb8808,System_Inventory,L1,What is the logging buffered severity on pe1? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",6dcf8a7,['pe1.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT_leaf1,logging_buffered_severity_text:f3e677391b,System_Inventory,L1,What is the logging buffered severity on leaf1? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",6dcf8a7,['leaf1.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT_leaf4,logging_buffered_severity_text:45a2dbebe1,System_Inventory,L1,What is the logging buffered severity on leaf4? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",6dcf8a7,['leaf4.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT_leaf3,logging_buffered_severity_text:6a7c231d8b,System_Inventory,L1,What is the logging buffered severity on leaf3? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",6dcf8a7,['leaf3.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT_p4,logging_buffered_severity_text:8eb660897d,System_Inventory,L1,What is the logging buffered severity on p4? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",6dcf8a7,['p4.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT_p2,logging_buffered_severity_text:f84ad4329a,System_Inventory,L1,What is the logging buffered severity on p2? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",6dcf8a7,['p2.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT_pe2,logging_buffered_severity_text:3603999311,System_Inventory,L1,What is the logging buffered severity on pe2? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",6dcf8a7,['pe2.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT_p1,logging_buffered_severity_text:980d4425bd,System_Inventory,L1,What is the logging buffered severity on p1? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",6dcf8a7,['p1.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT_leaf2,logging_buffered_severity_text:6e35c43dba,System_Inventory,L1,What is the logging buffered severity on leaf2? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",6dcf8a7,['leaf2.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT_p3,logging_buffered_severity_text:40d255b5d8,System_Inventory,L1,What is the logging buffered severity on p3? [Answer format: plain string],NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",6dcf8a7,['p3.cfg']
NTP_SERVER_LIST_p2,ntp_server_list:f84ad4329a,System_Inventory,L1,Which NTP servers are configured on p2? [Answer format: JSON array],NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",6dcf8a7,['p2.cfg']
NTP_SERVER_LIST_p4,ntp_server_list:8eb660897d,System_Inventory,L1,Which NTP servers are configured on p4? [Answer format: JSON array],NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",6dcf8a7,['p4.cfg']
NTP_SERVER_LIST_p1,ntp_server_list:980d4425bd,System_Inventory,L1,Which NTP servers are configured on p1? [Answer format: JSON array],NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",6dcf8a7,['p1.cfg']
NTP_SERVER_LIST_pe2,ntp_server_list:3603999311,System_Inventory,L1,Which NTP servers are configured on pe2? [Answer format: JSON array],NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",6dcf8a7,['pe2.cfg']
NTP_SERVER_LIST_pe1,ntp_server_list:4f36bb8808,System_Inventory,L1,Which NTP servers are configured on pe1? [Answer format: JSON array],NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",6dcf8a7,['pe1.cfg']
NTP_SERVER_LIST_leaf3,ntp_server_list:6a7c231d8b,System_Inventory,L1,Which NTP servers are configured on leaf3? [Answer format: JSON array],NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",6dcf8a7,['leaf3.cfg']
NTP_SERVER_LIST_p3,ntp_server_list:40d255b5d8,System_Inventory,L1,Which NTP servers are configured on p3? [Answer format: JSON array],NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",6dcf8a7,['p3.cfg']
NTP_SERVER_LIST_leaf4,ntp_server_list:45a2dbebe1,System_Inventory,L1,Which NTP servers are configured on leaf4? [Answer format: JSON array],NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",6dcf8a7,['leaf4.cfg']
NTP_SERVER_LIST_leaf1,ntp_server_list:f3e677391b,System_Inventory,L1,Which NTP servers are configured on leaf1? [Answer format: JSON array],NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",6dcf8a7,['leaf1.cfg']
NTP_SERVER_LIST_leaf2,ntp_server_list:6e35c43dba,System_Inventory,L1,Which NTP servers are configured on leaf2? [Answer format: JSON array],NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",6dcf8a7,['leaf2.cfg']
SNMP_COMMUNITY_LIST_leaf1,snmp_community_list:f3e677391b,System_Inventory,L1,Which SNMP communities are configured on leaf1? [Answer format: JSON array],NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",6dcf8a7,['leaf1.cfg']
SNMP_COMMUNITY_LIST_leaf4,snmp_community_list:45a2dbebe1,System_Inventory,L1,Which SNMP communities are configured on leaf4? [Answer format: JSON array],NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",6dcf8a7,['leaf4.cfg']
SNMP_COMMUNITY_LIST_pe2,snmp_community_list:3603999311,System_Inventory,L1,Which SNMP communities are configured on pe2? [Answer format: JSON array],NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",6dcf8a7,['pe2.cfg']
SNMP_COMMUNITY_LIST_p3,snmp_community_list:40d255b5d8,System_Inventory,L1,Which SNMP communities are configured on p3? [Answer format: JSON array],NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",6dcf8a7,['p3.cfg']
SNMP_COMMUNITY_LIST_pe1,snmp_community_list:4f36bb8808,System_Inventory,L1,Which SNMP communities are configured on pe1? [Answer format: JSON array],NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",6dcf8a7,['pe1.cfg']
SNMP_COMMUNITY_LIST_leaf3,snmp_community_list:6a7c231d8b,System_Inventory,L1,Which SNMP communities are configured on leaf3? [Answer format: JSON array],NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",6dcf8a7,['leaf3.cfg']
SNMP_COMMUNITY_LIST_leaf2,snmp_community_list:6e35c43dba,System_Inventory,L1,Which SNMP communities are configured on leaf2? [Answer format: JSON array],NOT_CONFIGURED,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",6dcf8a7,['leaf2.cfg']
