id,category,level,question,answer_status,answer_type,answer,unknown_reason,evidence,pipeline_version,files
SYSTEM_VERSION_TEXT,System_Inventory,L1,[정상] pe2 장비의 운영체제(OS) 버전은 무엇입니까?,OK,text,"""15.7""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['pe2.cfg']
SYSTEM_VERSION_TEXT,System_Inventory,L1,[정상] p2 장비의 운영체제(OS) 버전은 무엇입니까?,OK,text,"""15.7""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p2.cfg']
SYSTEM_VERSION_TEXT,System_Inventory,L1,[정상] p3 장비의 운영체제(OS) 버전은 무엇입니까?,OK,text,"""15.7""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p3.cfg']
SYSTEM_VERSION_TEXT,System_Inventory,L1,[정상] leaf3 장비의 운영체제(OS) 버전은 무엇입니까?,OK,text,"""15.7""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf3.cfg']
SYSTEM_VERSION_TEXT,System_Inventory,L1,[정상] p1 장비의 운영체제(OS) 버전은 무엇입니까?,OK,text,"""15.7""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p1.cfg']
SYSTEM_VERSION_TEXT,System_Inventory,L1,[정상] leaf4 장비의 운영체제(OS) 버전은 무엇입니까?,OK,text,"""15.7""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf4.cfg']
SYSTEM_VERSION_TEXT,System_Inventory,L1,[정상] p4 장비의 운영체제(OS) 버전은 무엇입니까?,OK,text,"""15.7""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p4.cfg']
SYSTEM_VERSION_TEXT,System_Inventory,L1,[정상] leaf1 장비의 운영체제(OS) 버전은 무엇입니까?,OK,text,"""15.7""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf1.cfg']
SYSTEM_VERSION_TEXT,System_Inventory,L1,[정상] pe1 장비의 운영체제(OS) 버전은 무엇입니까?,OK,text,"""15.7""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['pe1.cfg']
SYSTEM_VERSION_TEXT,System_Inventory,L1,[정상] leaf2 장비의 운영체제(OS) 버전은 무엇입니까?,OK,text,"""15.7""",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf2.cfg']
SYSTEM_TIMEZONE_TEXT,System_Inventory,L1,[정상] pe1 장비의 시간대(Timezone)는 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['pe1.cfg']
SYSTEM_TIMEZONE_TEXT,System_Inventory,L1,[정상] p2 장비의 시간대(Timezone)는 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p2.cfg']
SYSTEM_TIMEZONE_TEXT,System_Inventory,L1,[정상] p4 장비의 시간대(Timezone)는 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p4.cfg']
SYSTEM_TIMEZONE_TEXT,System_Inventory,L1,[정상] leaf3 장비의 시간대(Timezone)는 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf3.cfg']
SYSTEM_TIMEZONE_TEXT,System_Inventory,L1,[정상] leaf2 장비의 시간대(Timezone)는 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf2.cfg']
SYSTEM_TIMEZONE_TEXT,System_Inventory,L1,[정상] p1 장비의 시간대(Timezone)는 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p1.cfg']
SYSTEM_TIMEZONE_TEXT,System_Inventory,L1,[정상] pe2 장비의 시간대(Timezone)는 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['pe2.cfg']
SYSTEM_TIMEZONE_TEXT,System_Inventory,L1,[정상] leaf4 장비의 시간대(Timezone)는 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf4.cfg']
SYSTEM_TIMEZONE_TEXT,System_Inventory,L1,[정상] leaf1 장비의 시간대(Timezone)는 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf1.cfg']
SYSTEM_TIMEZONE_TEXT,System_Inventory,L1,[정상] p3 장비의 시간대(Timezone)는 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p3.cfg']
SYSTEM_USER_LIST,System_Inventory,L1,[정상] leaf1 장비에 등록된 로컬 사용자 목록을 알려주세요.,OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf1.cfg']
SYSTEM_USER_LIST,System_Inventory,L1,[정상] leaf3 장비에 등록된 로컬 사용자 목록을 알려주세요.,OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf3.cfg']
SYSTEM_USER_LIST,System_Inventory,L1,[정상] leaf4 장비에 등록된 로컬 사용자 목록을 알려주세요.,OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf4.cfg']
SYSTEM_USER_LIST,System_Inventory,L1,[정상] leaf2 장비에 등록된 로컬 사용자 목록을 알려주세요.,OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf2.cfg']
SYSTEM_USER_LIST,System_Inventory,L1,[정상] p3 장비에 등록된 로컬 사용자 목록을 알려주세요.,OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p3.cfg']
SYSTEM_USER_LIST,System_Inventory,L1,[정상] pe2 장비에 등록된 로컬 사용자 목록을 알려주세요.,OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['pe2.cfg']
SYSTEM_USER_LIST,System_Inventory,L1,[정상] p1 장비에 등록된 로컬 사용자 목록을 알려주세요.,OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p1.cfg']
SYSTEM_USER_LIST,System_Inventory,L1,[정상] p2 장비에 등록된 로컬 사용자 목록을 알려주세요.,OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p2.cfg']
SYSTEM_USER_LIST,System_Inventory,L1,[정상] pe1 장비에 등록된 로컬 사용자 목록을 알려주세요.,OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['pe1.cfg']
SYSTEM_USER_LIST,System_Inventory,L1,[정상] p4 장비에 등록된 로컬 사용자 목록을 알려주세요.,OK,set,"[""admin""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p4.cfg']
SYSTEM_USER_COUNT,System_Inventory,L1,[정상] leaf2 장비에 등록된 로컬 사용자는 총 몇 명입니까?,OK,numeric,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf2.cfg']
SYSTEM_USER_COUNT,System_Inventory,L1,[정상] p3 장비에 등록된 로컬 사용자는 총 몇 명입니까?,OK,numeric,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p3.cfg']
SYSTEM_USER_COUNT,System_Inventory,L1,[정상] leaf4 장비에 등록된 로컬 사용자는 총 몇 명입니까?,OK,numeric,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf4.cfg']
SYSTEM_USER_COUNT,System_Inventory,L1,[정상] pe2 장비에 등록된 로컬 사용자는 총 몇 명입니까?,OK,numeric,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['pe2.cfg']
SYSTEM_USER_COUNT,System_Inventory,L1,[정상] leaf3 장비에 등록된 로컬 사용자는 총 몇 명입니까?,OK,numeric,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf3.cfg']
SYSTEM_USER_COUNT,System_Inventory,L1,[정상] p4 장비에 등록된 로컬 사용자는 총 몇 명입니까?,OK,numeric,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p4.cfg']
SYSTEM_USER_COUNT,System_Inventory,L1,[정상] pe1 장비에 등록된 로컬 사용자는 총 몇 명입니까?,OK,numeric,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['pe1.cfg']
SYSTEM_USER_COUNT,System_Inventory,L1,[정상] p2 장비에 등록된 로컬 사용자는 총 몇 명입니까?,OK,numeric,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p2.cfg']
SYSTEM_USER_COUNT,System_Inventory,L1,[정상] leaf1 장비에 등록된 로컬 사용자는 총 몇 명입니까?,OK,numeric,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf1.cfg']
SYSTEM_USER_COUNT,System_Inventory,L1,[정상] p1 장비에 등록된 로컬 사용자는 총 몇 명입니까?,OK,numeric,1,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""system_user_count"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p1.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT,System_Inventory,L1,[정상] p4 장비에서 logging buffered의 severity-level은 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p4.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT,System_Inventory,L1,[정상] pe2 장비에서 logging buffered의 severity-level은 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['pe2.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT,System_Inventory,L1,[정상] leaf3 장비에서 logging buffered의 severity-level은 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf3.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT,System_Inventory,L1,[정상] p3 장비에서 logging buffered의 severity-level은 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p3.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT,System_Inventory,L1,[정상] leaf1 장비에서 logging buffered의 severity-level은 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf1.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT,System_Inventory,L1,[정상] p1 장비에서 logging buffered의 severity-level은 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p1.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT,System_Inventory,L1,[정상] pe1 장비에서 logging buffered의 severity-level은 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['pe1.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT,System_Inventory,L1,[정상] leaf4 장비에서 logging buffered의 severity-level은 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf4.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT,System_Inventory,L1,[정상] p2 장비에서 logging buffered의 severity-level은 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p2.cfg']
LOGGING_BUFFERED_SEVERITY_TEXT,System_Inventory,L1,[정상] leaf2 장비에서 logging buffered의 severity-level은 무엇입니까?,NOT_CONFIGURED,text,null,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""logging_buffered_severity_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf2.cfg']
NTP_SERVER_LIST,System_Inventory,L1,[정상] p4 장비에 설정된 NTP 서버 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p4.cfg']
NTP_SERVER_LIST,System_Inventory,L1,[정상] leaf4 장비에 설정된 NTP 서버 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf4.cfg']
NTP_SERVER_LIST,System_Inventory,L1,[정상] pe1 장비에 설정된 NTP 서버 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['pe1.cfg']
NTP_SERVER_LIST,System_Inventory,L1,[정상] p1 장비에 설정된 NTP 서버 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p1.cfg']
NTP_SERVER_LIST,System_Inventory,L1,[정상] leaf1 장비에 설정된 NTP 서버 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf1.cfg']
NTP_SERVER_LIST,System_Inventory,L1,[정상] p3 장비에 설정된 NTP 서버 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p3.cfg']
NTP_SERVER_LIST,System_Inventory,L1,[정상] leaf2 장비에 설정된 NTP 서버 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf2.cfg']
NTP_SERVER_LIST,System_Inventory,L1,[정상] leaf3 장비에 설정된 NTP 서버 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf3.cfg']
NTP_SERVER_LIST,System_Inventory,L1,[정상] pe2 장비에 설정된 NTP 서버 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['pe2.cfg']
NTP_SERVER_LIST,System_Inventory,L1,[정상] p2 장비에 설정된 NTP 서버 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ntp_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p2.cfg']
SNMP_COMMUNITY_LIST,System_Inventory,L1,[정상] leaf1 장비에 설정된 SNMP 커뮤니티 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf1.cfg']
SNMP_COMMUNITY_LIST,System_Inventory,L1,[정상] pe2 장비에 설정된 SNMP 커뮤니티 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['pe2.cfg']
SNMP_COMMUNITY_LIST,System_Inventory,L1,[정상] leaf3 장비에 설정된 SNMP 커뮤니티 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf3.cfg']
SNMP_COMMUNITY_LIST,System_Inventory,L1,[정상] p2 장비에 설정된 SNMP 커뮤니티 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p2.cfg']
SNMP_COMMUNITY_LIST,System_Inventory,L1,[정상] pe1 장비에 설정된 SNMP 커뮤니티 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['pe1.cfg']
SNMP_COMMUNITY_LIST,System_Inventory,L1,[정상] leaf4 장비에 설정된 SNMP 커뮤니티 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf4.cfg']
SNMP_COMMUNITY_LIST,System_Inventory,L1,[정상] p3 장비에 설정된 SNMP 커뮤니티 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p3.cfg']
SNMP_COMMUNITY_LIST,System_Inventory,L1,[정상] p1 장비에 설정된 SNMP 커뮤니티 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p1.cfg']
SNMP_COMMUNITY_LIST,System_Inventory,L1,[정상] leaf2 장비에 설정된 SNMP 커뮤니티 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf2.cfg']
SNMP_COMMUNITY_LIST,System_Inventory,L1,[정상] p4 장비에 설정된 SNMP 커뮤니티 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""snmp_community_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p4.cfg']
SYSLOG_SERVER_LIST,System_Inventory,L1,[정상] leaf1 장비에 설정된 Syslog 서버 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""syslog_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf1.cfg']
SYSLOG_SERVER_LIST,System_Inventory,L1,[정상] leaf2 장비에 설정된 Syslog 서버 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""syslog_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['leaf2.cfg']
SYSLOG_SERVER_LIST,System_Inventory,L1,[정상] p3 장비에 설정된 Syslog 서버 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""syslog_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p3.cfg']
SYSLOG_SERVER_LIST,System_Inventory,L1,[정상] p1 장비에 설정된 Syslog 서버 목록을 알려주세요.,OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""syslog_server_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""{host}""}}",02167d6,['p1.cfg']
