id,category,question,answer,type,level,files
INTERFACE_STATUS_MAP,System_Inventory,[정상] p1 장비의 각 인터페이스 상태를 알려주세요.,"{'GigabitEthernet0/0': 'up', 'GigabitEthernet0/1': 'up', 'GigabitEthernet0/2': 'up', 'GigabitEthernet0/3': 'down', 'Loopback0': 'up'}",map,L1,['p1.cfg']
INTERFACE_STATUS_MAP,System_Inventory,[정상] leaf2 장비의 각 인터페이스 상태를 알려주세요.,"{'GigabitEthernet0/0': 'up', 'GigabitEthernet0/1': 'down', 'GigabitEthernet0/2': 'up', 'GigabitEthernet0/3': 'up'}",map,L1,['leaf2.cfg']
INTERFACE_STATUS_MAP,System_Inventory,[정상] p2 장비의 각 인터페이스 상태를 알려주세요.,"{'GigabitEthernet0/0': 'up', 'GigabitEthernet0/1': 'up', 'GigabitEthernet0/2': 'up', 'GigabitEthernet0/3': 'up', 'Loopback0': 'up'}",map,L1,['p2.cfg']
INTERFACE_STATUS_MAP,System_Inventory,[정상] pe1 장비의 각 인터페이스 상태를 알려주세요.,"{'GigabitEthernet0/0': 'up', 'GigabitEthernet0/1': 'up', 'GigabitEthernet0/2': 'up', 'GigabitEthernet0/3': 'up', 'Loopback0': 'up'}",map,L1,['pe1.cfg']
ROUTING_TABLE_ENTRY_COUNT,System_Inventory,[정상] leaf3 장비의 라우팅 테이블 엔트리는 총 몇 개입니까?,4,number,L1,['leaf3.cfg']
ROUTING_TABLE_ENTRY_COUNT,System_Inventory,[정상] leaf4 장비의 라우팅 테이블 엔트리는 총 몇 개입니까?,4,number,L1,['leaf4.cfg']
ROUTING_TABLE_ENTRY_COUNT,System_Inventory,[정상] leaf2 장비의 라우팅 테이블 엔트리는 총 몇 개입니까?,4,number,L1,['leaf2.cfg']
ROUTING_TABLE_ENTRY_COUNT,System_Inventory,[정상] pe1 장비의 라우팅 테이블 엔트리는 총 몇 개입니까?,5,number,L1,['pe1.cfg']
ROUTING_TABLE_ENTRY_COUNT,System_Inventory,[정상] p1 장비의 라우팅 테이블 엔트리는 총 몇 개입니까?,5,number,L1,['p1.cfg']
ROUTING_TABLE_ENTRY_COUNT,System_Inventory,[정상] pe2 장비의 라우팅 테이블 엔트리는 총 몇 개입니까?,5,number,L1,['pe2.cfg']
ROUTING_TABLE_ENTRY_COUNT,System_Inventory,[정상] p2 장비의 라우팅 테이블 엔트리는 총 몇 개입니까?,5,number,L1,['p2.cfg']
ROUTING_TABLE_ENTRY_COUNT,System_Inventory,[정상] p3 장비의 라우팅 테이블 엔트리는 총 몇 개입니까?,5,number,L1,['p3.cfg']
ROUTING_TABLE_ENTRY_COUNT,System_Inventory,[정상] leaf1 장비의 라우팅 테이블 엔트리는 총 몇 개입니까?,4,number,L1,['leaf1.cfg']
ROUTING_TABLE_ENTRY_COUNT,System_Inventory,[정상] p4 장비의 라우팅 테이블 엔트리는 총 몇 개입니까?,5,number,L1,['p4.cfg']
SSH_PRESENT_BOOL,Security_Inventory,[정상] leaf1 장비의 SSH 버전과 활성화 상태를 알려주세요. [답변 형식: 'SSHv1' / 'SSHv2' / '비활성화'],SSHv2,text,L1,['leaf1.cfg']
SSH_PRESENT_BOOL,Security_Inventory,[정상] pe2 장비의 SSH 버전과 활성화 상태를 알려주세요. [답변 형식: 'SSHv1' / 'SSHv2' / '비활성화'],SSHv2,text,L1,['pe2.cfg']
SSH_PRESENT_BOOL,Security_Inventory,[정상] p4 장비의 SSH 버전과 활성화 상태를 알려주세요. [답변 형식: 'SSHv1' / 'SSHv2' / '비활성화'],SSHv2,text,L1,['p4.cfg']
SSH_PRESENT_BOOL,Security_Inventory,[정상] leaf4 장비의 SSH 버전과 활성화 상태를 알려주세요. [답변 형식: 'SSHv1' / 'SSHv2' / '비활성화'],SSHv2,text,L1,['leaf4.cfg']
SSH_PRESENT_BOOL,Security_Inventory,[정상] p3 장비의 SSH 버전과 활성화 상태를 알려주세요. [답변 형식: 'SSHv1' / 'SSHv2' / '비활성화'],SSHv2,text,L1,['p3.cfg']
SSH_PRESENT_BOOL,Security_Inventory,[정상] p1 장비의 SSH 버전과 활성화 상태를 알려주세요. [답변 형식: 'SSHv1' / 'SSHv2' / '비활성화'],SSHv2,text,L1,['p1.cfg']
SSH_PRESENT_BOOL,Security_Inventory,[정상] pe1 장비의 SSH 버전과 활성화 상태를 알려주세요. [답변 형식: 'SSHv1' / 'SSHv2' / '비활성화'],SSHv2,text,L1,['pe1.cfg']
SSH_PRESENT_BOOL,Security_Inventory,[정상] leaf3 장비의 SSH 버전과 활성화 상태를 알려주세요. [답변 형식: 'SSHv1' / 'SSHv2' / '비활성화'],SSHv2,text,L1,['leaf3.cfg']
SSH_PRESENT_BOOL,Security_Inventory,[정상] leaf2 장비의 SSH 버전과 활성화 상태를 알려주세요. [답변 형식: 'SSHv1' / 'SSHv2' / '비활성화'],SSHv2,text,L1,['leaf2.cfg']
SSH_PRESENT_BOOL,Security_Inventory,[정상] p2 장비의 SSH 버전과 활성화 상태를 알려주세요. [답변 형식: 'SSHv1' / 'SSHv2' / '비활성화'],SSHv2,text,L1,['p2.cfg']
SSH_VERSION_TEXT,Security_Inventory,[정상] pe2 장비의 SSH 버전은 무엇입니까?,2,text,L1,['pe2.cfg']
SSH_VERSION_TEXT,Security_Inventory,[정상] pe1 장비의 SSH 버전은 무엇입니까?,2,text,L1,['pe1.cfg']
SSH_VERSION_TEXT,Security_Inventory,[정상] p2 장비의 SSH 버전은 무엇입니까?,2,text,L1,['p2.cfg']
SSH_VERSION_TEXT,Security_Inventory,[정상] p3 장비의 SSH 버전은 무엇입니까?,2,text,L1,['p3.cfg']
SSH_VERSION_TEXT,Security_Inventory,[정상] leaf3 장비의 SSH 버전은 무엇입니까?,2,text,L1,['leaf3.cfg']
SSH_VERSION_TEXT,Security_Inventory,[정상] p4 장비의 SSH 버전은 무엇입니까?,2,text,L1,['p4.cfg']
SSH_VERSION_TEXT,Security_Inventory,[정상] p1 장비의 SSH 버전은 무엇입니까?,2,text,L1,['p1.cfg']
SSH_VERSION_TEXT,Security_Inventory,[정상] leaf4 장비의 SSH 버전은 무엇입니까?,2,text,L1,['leaf4.cfg']
SSH_VERSION_TEXT,Security_Inventory,[정상] leaf1 장비의 SSH 버전은 무엇입니까?,2,text,L1,['leaf1.cfg']
SSH_VERSION_TEXT,Security_Inventory,[정상] leaf2 장비의 SSH 버전은 무엇입니까?,2,text,L1,['leaf2.cfg']
AAA_PRESENT_BOOL,Security_Inventory,[정상] leaf4 장비의 AAA 인증 방식을 알려주세요. [답변 형식: 'TACACS+' / 'RADIUS' / 'Local' / '미설정'],미설정,text,L1,['leaf4.cfg']
AAA_PRESENT_BOOL,Security_Inventory,[정상] p1 장비의 AAA 인증 방식을 알려주세요. [답변 형식: 'TACACS+' / 'RADIUS' / 'Local' / '미설정'],미설정,text,L1,['p1.cfg']
AAA_PRESENT_BOOL,Security_Inventory,[정상] leaf1 장비의 AAA 인증 방식을 알려주세요. [답변 형식: 'TACACS+' / 'RADIUS' / 'Local' / '미설정'],미설정,text,L1,['leaf1.cfg']
AAA_PRESENT_BOOL,Security_Inventory,[정상] p4 장비의 AAA 인증 방식을 알려주세요. [답변 형식: 'TACACS+' / 'RADIUS' / 'Local' / '미설정'],미설정,text,L1,['p4.cfg']
AAA_PRESENT_BOOL,Security_Inventory,[정상] p3 장비의 AAA 인증 방식을 알려주세요. [답변 형식: 'TACACS+' / 'RADIUS' / 'Local' / '미설정'],미설정,text,L1,['p3.cfg']
AAA_PRESENT_BOOL,Security_Inventory,[정상] leaf3 장비의 AAA 인증 방식을 알려주세요. [답변 형식: 'TACACS+' / 'RADIUS' / 'Local' / '미설정'],미설정,text,L1,['leaf3.cfg']
AAA_PRESENT_BOOL,Security_Inventory,[정상] pe2 장비의 AAA 인증 방식을 알려주세요. [답변 형식: 'TACACS+' / 'RADIUS' / 'Local' / '미설정'],미설정,text,L1,['pe2.cfg']
AAA_PRESENT_BOOL,Security_Inventory,[정상] leaf2 장비의 AAA 인증 방식을 알려주세요. [답변 형식: 'TACACS+' / 'RADIUS' / 'Local' / '미설정'],미설정,text,L1,['leaf2.cfg']
AAA_PRESENT_BOOL,Security_Inventory,[정상] p2 장비의 AAA 인증 방식을 알려주세요. [답변 형식: 'TACACS+' / 'RADIUS' / 'Local' / '미설정'],미설정,text,L1,['p2.cfg']
AAA_PRESENT_BOOL,Security_Inventory,[정상] pe1 장비의 AAA 인증 방식을 알려주세요. [답변 형식: 'TACACS+' / 'RADIUS' / 'Local' / '미설정'],미설정,text,L1,['pe1.cfg']
INTERFACE_COUNT,Interface_Inventory,[정상] p2 장비에 설정된 네트워크 인터페이스는 총 몇 개입니까?,5,numeric,L1,['p2.cfg']
INTERFACE_COUNT,Interface_Inventory,[정상] pe1 장비에 설정된 네트워크 인터페이스는 총 몇 개입니까?,5,numeric,L1,['pe1.cfg']
INTERFACE_COUNT,Interface_Inventory,[정상] leaf1 장비에 설정된 네트워크 인터페이스는 총 몇 개입니까?,4,numeric,L1,['leaf1.cfg']
INTERFACE_COUNT,Interface_Inventory,[정상] p1 장비에 설정된 네트워크 인터페이스는 총 몇 개입니까?,5,numeric,L1,['p1.cfg']
INTERFACE_COUNT,Interface_Inventory,[정상] leaf3 장비에 설정된 네트워크 인터페이스는 총 몇 개입니까?,4,numeric,L1,['leaf3.cfg']
INTERFACE_COUNT,Interface_Inventory,[정상] p3 장비에 설정된 네트워크 인터페이스는 총 몇 개입니까?,5,numeric,L1,['p3.cfg']
INTERFACE_COUNT,Interface_Inventory,[정상] leaf2 장비에 설정된 네트워크 인터페이스는 총 몇 개입니까?,4,numeric,L1,['leaf2.cfg']
INTERFACE_COUNT,Interface_Inventory,[정상] p4 장비에 설정된 네트워크 인터페이스는 총 몇 개입니까?,5,numeric,L1,['p4.cfg']
INTERFACE_COUNT,Interface_Inventory,[정상] pe2 장비에 설정된 네트워크 인터페이스는 총 몇 개입니까?,5,numeric,L1,['pe2.cfg']
INTERFACE_COUNT,Interface_Inventory,[정상] leaf4 장비에 설정된 네트워크 인터페이스는 총 몇 개입니까?,4,numeric,L1,['leaf4.cfg']
INTERFACE_IP_MAP,Interface_Inventory,[정상] pe2 장비의 각 인터페이스에 할당된 IP 주소를 알려주세요.,"{'GigabitEthernet0/0': '10.0.1.3/31', 'GigabitEthernet0/1': '172.16.3.1/24', 'GigabitEthernet0/2': '172.16.4.1/24', 'GigabitEthernet0/3': '10.10.10.22/24', 'Loopback0': '10.255.0.12/32'}",map,L1,['pe2.cfg']
INTERFACE_IP_MAP,Interface_Inventory,[정상] p4 장비의 각 인터페이스에 할당된 IP 주소를 알려주세요.,"{'GigabitEthernet0/0': '10.0.0.5/31', 'GigabitEthernet0/1': '10.0.0.6/31', 'GigabitEthernet0/2': '10.10.10.14/24', 'GigabitEthernet0/3': '', 'Loopback0': '10.255.0.4/32'}",map,L1,['p4.cfg']
INTERFACE_IP_MAP,Interface_Inventory,[정상] leaf3 장비의 각 인터페이스에 할당된 IP 주소를 알려주세요.,"{'GigabitEthernet0/0': '172.16.3.2/24', 'GigabitEthernet0/1': '', 'GigabitEthernet0/2': '10.10.10.33/24', 'GigabitEthernet0/3': ''}",map,L1,['leaf3.cfg']
INTERFACE_IP_MAP,Interface_Inventory,[정상] p1 장비의 각 인터페이스에 할당된 IP 주소를 알려주세요.,"{'GigabitEthernet0/0': '10.0.0.0/31', 'GigabitEthernet0/1': '10.0.0.7/31', 'GigabitEthernet0/2': '10.10.10.11/24', 'GigabitEthernet0/3': '', 'Loopback0': '10.255.0.1/32'}",map,L1,['p1.cfg']
INTERFACE_IP_MAP,Interface_Inventory,[정상] leaf2 장비의 각 인터페이스에 할당된 IP 주소를 알려주세요.,"{'GigabitEthernet0/0': '172.16.2.2/24', 'GigabitEthernet0/1': '', 'GigabitEthernet0/2': '10.10.2.1/24', 'GigabitEthernet0/3': '10.10.10.32/24'}",map,L1,['leaf2.cfg']
INTERFACE_IP_MAP,Interface_Inventory,[정상] pe1 장비의 각 인터페이스에 할당된 IP 주소를 알려주세요.,"{'GigabitEthernet0/0': '10.0.1.1/31', 'GigabitEthernet0/1': '172.16.1.1/24', 'GigabitEthernet0/2': '172.16.2.1/24', 'GigabitEthernet0/3': '10.10.10.21/24', 'Loopback0': '10.255.0.11/32'}",map,L1,['pe1.cfg']
INTERFACE_IP_MAP,Interface_Inventory,[정상] p2 장비의 각 인터페이스에 할당된 IP 주소를 알려주세요.,"{'GigabitEthernet0/0': '10.0.0.1/31', 'GigabitEthernet0/1': '10.0.0.2/31', 'GigabitEthernet0/2': '10.0.1.0/31', 'GigabitEthernet0/3': '10.10.10.12/24', 'Loopback0': '10.255.0.2/32'}",map,L1,['p2.cfg']
INTERFACE_IP_MAP,Interface_Inventory,[정상] leaf1 장비의 각 인터페이스에 할당된 IP 주소를 알려주세요.,"{'GigabitEthernet0/0': '172.16.1.2/24', 'GigabitEthernet0/1': '192.168.100.1/24', 'GigabitEthernet0/2': '10.10.1.1/24', 'GigabitEthernet0/3': '10.10.10.31/24'}",map,L1,['leaf1.cfg']
INTERFACE_IP_MAP,Interface_Inventory,[정상] p3 장비의 각 인터페이스에 할당된 IP 주소를 알려주세요.,"{'GigabitEthernet0/0': '10.0.0.3/31', 'GigabitEthernet0/1': '10.0.0.4/31', 'GigabitEthernet0/2': '10.0.1.2/31', 'GigabitEthernet0/3': '10.10.10.13/24', 'Loopback0': '10.255.0.3/32'}",map,L1,['p3.cfg']
INTERFACE_IP_MAP,Interface_Inventory,[정상] leaf4 장비의 각 인터페이스에 할당된 IP 주소를 알려주세요.,"{'GigabitEthernet0/0': '172.16.4.2/24', 'GigabitEthernet0/1': '', 'GigabitEthernet0/2': '10.10.10.34/24', 'GigabitEthernet0/3': ''}",map,L1,['leaf4.cfg']
SUBINTERFACE_COUNT,Interface_Inventory,[정상] pe1 장비에 설정된 서브인터페이스는 총 몇 개입니까?,0,numeric,L1,['pe1.cfg']
SUBINTERFACE_COUNT,Interface_Inventory,[정상] p4 장비에 설정된 서브인터페이스는 총 몇 개입니까?,0,numeric,L1,['p4.cfg']
SUBINTERFACE_COUNT,Interface_Inventory,[정상] p3 장비에 설정된 서브인터페이스는 총 몇 개입니까?,0,numeric,L1,['p3.cfg']
SUBINTERFACE_COUNT,Interface_Inventory,[정상] pe2 장비에 설정된 서브인터페이스는 총 몇 개입니까?,0,numeric,L1,['pe2.cfg']
SUBINTERFACE_COUNT,Interface_Inventory,[정상] p2 장비에 설정된 서브인터페이스는 총 몇 개입니까?,0,numeric,L1,['p2.cfg']
SUBINTERFACE_COUNT,Interface_Inventory,[정상] leaf2 장비에 설정된 서브인터페이스는 총 몇 개입니까?,0,numeric,L1,['leaf2.cfg']
SUBINTERFACE_COUNT,Interface_Inventory,[정상] leaf1 장비에 설정된 서브인터페이스는 총 몇 개입니까?,0,numeric,L1,['leaf1.cfg']
SUBINTERFACE_COUNT,Interface_Inventory,[정상] p1 장비에 설정된 서브인터페이스는 총 몇 개입니까?,0,numeric,L1,['p1.cfg']
SUBINTERFACE_COUNT,Interface_Inventory,[정상] leaf4 장비에 설정된 서브인터페이스는 총 몇 개입니까?,0,numeric,L1,['leaf4.cfg']
SUBINTERFACE_COUNT,Interface_Inventory,[정상] leaf3 장비에 설정된 서브인터페이스는 총 몇 개입니까?,0,numeric,L1,['leaf3.cfg']
VRF_BIND_MAP,Interface_Inventory,[정상] p4 장비의 각 인터페이스별 VRF 바인딩 현황을 알려주세요.,"{'GigabitEthernet0/0': 'default', 'GigabitEthernet0/1': 'default', 'GigabitEthernet0/2': 'default', 'GigabitEthernet0/3': 'default', 'Loopback0': 'default'}",map,L1,['p4.cfg']
VRF_BIND_MAP,Interface_Inventory,[정상] pe2 장비의 각 인터페이스별 VRF 바인딩 현황을 알려주세요.,"{'GigabitEthernet0/0': 'default', 'GigabitEthernet0/1': 'VRF_HPC', 'GigabitEthernet0/2': 'VRF_AI', 'GigabitEthernet0/3': 'default', 'Loopback0': 'default'}",map,L1,['pe2.cfg']
VRF_BIND_MAP,Interface_Inventory,[정상] pe1 장비의 각 인터페이스별 VRF 바인딩 현황을 알려주세요.,"{'GigabitEthernet0/0': 'default', 'GigabitEthernet0/1': 'VRF_AI', 'GigabitEthernet0/2': 'VRF_BIO', 'GigabitEthernet0/3': 'default', 'Loopback0': 'default'}",map,L1,['pe1.cfg']
VRF_BIND_MAP,Interface_Inventory,[정상] leaf4 장비의 각 인터페이스별 VRF 바인딩 현황을 알려주세요.,"{'GigabitEthernet0/0': 'default', 'GigabitEthernet0/1': 'default', 'GigabitEthernet0/2': 'default', 'GigabitEthernet0/3': 'default'}",map,L1,['leaf4.cfg']
VRF_BIND_MAP,Interface_Inventory,[정상] leaf2 장비의 각 인터페이스별 VRF 바인딩 현황을 알려주세요.,"{'GigabitEthernet0/0': 'default', 'GigabitEthernet0/1': 'default', 'GigabitEthernet0/2': 'default', 'GigabitEthernet0/3': 'default'}",map,L1,['leaf2.cfg']
VRF_BIND_MAP,Interface_Inventory,[정상] p2 장비의 각 인터페이스별 VRF 바인딩 현황을 알려주세요.,"{'GigabitEthernet0/0': 'default', 'GigabitEthernet0/1': 'default', 'GigabitEthernet0/2': 'default', 'GigabitEthernet0/3': 'default', 'Loopback0': 'default'}",map,L1,['p2.cfg']
VRF_BIND_MAP,Interface_Inventory,[정상] leaf1 장비의 각 인터페이스별 VRF 바인딩 현황을 알려주세요.,"{'GigabitEthernet0/0': 'default', 'GigabitEthernet0/1': 'default', 'GigabitEthernet0/2': 'default', 'GigabitEthernet0/3': 'default'}",map,L1,['leaf1.cfg']
VRF_BIND_MAP,Interface_Inventory,[정상] p1 장비의 각 인터페이스별 VRF 바인딩 현황을 알려주세요.,"{'GigabitEthernet0/0': 'default', 'GigabitEthernet0/1': 'default', 'GigabitEthernet0/2': 'default', 'GigabitEthernet0/3': 'default', 'Loopback0': 'default'}",map,L1,['p1.cfg']
VRF_BIND_MAP,Interface_Inventory,[정상] p3 장비의 각 인터페이스별 VRF 바인딩 현황을 알려주세요.,"{'GigabitEthernet0/0': 'default', 'GigabitEthernet0/1': 'default', 'GigabitEthernet0/2': 'default', 'GigabitEthernet0/3': 'default', 'Loopback0': 'default'}",map,L1,['p3.cfg']
VRF_BIND_MAP,Interface_Inventory,[정상] leaf3 장비의 각 인터페이스별 VRF 바인딩 현황을 알려주세요.,"{'GigabitEthernet0/0': 'default', 'GigabitEthernet0/1': 'default', 'GigabitEthernet0/2': 'default', 'GigabitEthernet0/3': 'default'}",map,L1,['leaf3.cfg']
BGP_LOCAL_AS_NUMERIC,Routing_Inventory,[정상] p2 장비의 BGP Local-AS 번호는 무엇입니까?,0,numeric,L1,['p2.cfg']
BGP_LOCAL_AS_NUMERIC,Routing_Inventory,[정상] leaf3 장비의 BGP Local-AS 번호는 무엇입니까?,0,numeric,L1,['leaf3.cfg']
BGP_LOCAL_AS_NUMERIC,Routing_Inventory,[정상] pe1 장비의 BGP Local-AS 번호는 무엇입니까?,65000,numeric,L1,['pe1.cfg']
BGP_LOCAL_AS_NUMERIC,Routing_Inventory,[정상] p1 장비의 BGP Local-AS 번호는 무엇입니까?,0,numeric,L1,['p1.cfg']
BGP_LOCAL_AS_NUMERIC,Routing_Inventory,[정상] p3 장비의 BGP Local-AS 번호는 무엇입니까?,0,numeric,L1,['p3.cfg']
BGP_LOCAL_AS_NUMERIC,Routing_Inventory,[정상] p4 장비의 BGP Local-AS 번호는 무엇입니까?,0,numeric,L1,['p4.cfg']
BGP_LOCAL_AS_NUMERIC,Routing_Inventory,[정상] leaf1 장비의 BGP Local-AS 번호는 무엇입니까?,0,numeric,L1,['leaf1.cfg']
BGP_LOCAL_AS_NUMERIC,Routing_Inventory,[정상] leaf2 장비의 BGP Local-AS 번호는 무엇입니까?,0,numeric,L1,['leaf2.cfg']
