id,id_v2,metric,scope,category,level,question_type,question,answer_status,answer_type,answer,eval_answer,unknown_reason,evidence,scenario,query_contract,verification_contract,oracle_source,verification_status,quarantine_reason,pipeline_version,files
SYSTEM_VERSION_TEXT_p2,system_version_text:f84ad4329a,system_version_text,"{""type"": ""DEVICE"", ""host"": ""p2""}",System_Inventory,L1,unknown,What is the system version on p2? [Answer format: plain string],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",,,,parser,pending,,d6499bef,['p2.cfg']
SYSTEM_VERSION_TEXT_p6,system_version_text:e05ff65dc3,system_version_text,"{""type"": ""DEVICE"", ""host"": ""p6""}",System_Inventory,L1,unknown,What is the system version on p6? [Answer format: plain string],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p6""}}",,,,parser,pending,,d6499bef,['p6.cfg']
SYSTEM_VERSION_TEXT_p3,system_version_text:40d255b5d8,system_version_text,"{""type"": ""DEVICE"", ""host"": ""p3""}",System_Inventory,L1,unknown,What is the system version on p3? [Answer format: plain string],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",,,,parser,pending,,d6499bef,['p3.cfg']
SYSTEM_VERSION_TEXT_leaf3,system_version_text:6a7c231d8b,system_version_text,"{""type"": ""DEVICE"", ""host"": ""leaf3""}",System_Inventory,L1,unknown,What is the system version on leaf3? [Answer format: plain string],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",,,,parser,pending,,d6499bef,['leaf3.cfg']
SYSTEM_VERSION_TEXT_pe3,system_version_text:6ad90347c4,system_version_text,"{""type"": ""DEVICE"", ""host"": ""pe3""}",System_Inventory,L1,unknown,What is the system version on pe3? [Answer format: plain string],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe3""}}",,,,parser,pending,,d6499bef,['pe3.cfg']
SYSTEM_VERSION_TEXT_p5,system_version_text:5991ac5b4f,system_version_text,"{""type"": ""DEVICE"", ""host"": ""p5""}",System_Inventory,L1,unknown,What is the system version on p5? [Answer format: plain string],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p5""}}",,,,parser,pending,,d6499bef,['p5.cfg']
SYSTEM_VERSION_TEXT_leaf5,system_version_text:c889ccb7cb,system_version_text,"{""type"": ""DEVICE"", ""host"": ""leaf5""}",System_Inventory,L1,unknown,What is the system version on leaf5? [Answer format: plain string],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf5""}}",,,,parser,pending,,d6499bef,['leaf5.cfg']
SYSTEM_VERSION_TEXT_leaf8,system_version_text:a81bf37e92,system_version_text,"{""type"": ""DEVICE"", ""host"": ""leaf8""}",System_Inventory,L1,unknown,What is the system version on leaf8? [Answer format: plain string],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf8""}}",,,,parser,pending,,d6499bef,['leaf8.cfg']
SYSTEM_VERSION_TEXT_pe4,system_version_text:a2fc790735,system_version_text,"{""type"": ""DEVICE"", ""host"": ""pe4""}",System_Inventory,L1,unknown,What is the system version on pe4? [Answer format: plain string],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe4""}}",,,,parser,pending,,d6499bef,['pe4.cfg']
SYSTEM_VERSION_TEXT_asbr2,system_version_text:43e487a8cc,system_version_text,"{""type"": ""DEVICE"", ""host"": ""asbr2""}",System_Inventory,L1,unknown,What is the system version on asbr2? [Answer format: plain string],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""asbr2""}}",,,,parser,pending,,d6499bef,['asbr2.cfg']
SYSTEM_VERSION_TEXT_pe6,system_version_text:7041bfb7a3,system_version_text,"{""type"": ""DEVICE"", ""host"": ""pe6""}",System_Inventory,L1,unknown,What is the system version on pe6? [Answer format: plain string],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe6""}}",,,,parser,pending,,d6499bef,['pe6.cfg']
SYSTEM_VERSION_TEXT_leaf1,system_version_text:f3e677391b,system_version_text,"{""type"": ""DEVICE"", ""host"": ""leaf1""}",System_Inventory,L1,unknown,What is the system version on leaf1? [Answer format: plain string],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",,,,parser,pending,,d6499bef,['leaf1.cfg']
SYSTEM_VERSION_TEXT_leaf10,system_version_text:6c269c1b4e,system_version_text,"{""type"": ""DEVICE"", ""host"": ""leaf10""}",System_Inventory,L1,unknown,What is the system version on leaf10? [Answer format: plain string],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf10""}}",,,,parser,pending,,d6499bef,['leaf10.cfg']
SYSTEM_VERSION_TEXT_p7,system_version_text:51589f45e8,system_version_text,"{""type"": ""DEVICE"", ""host"": ""p7""}",System_Inventory,L1,unknown,What is the system version on p7? [Answer format: plain string],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p7""}}",,,,parser,pending,,d6499bef,['p7.cfg']
SYSTEM_VERSION_TEXT_leaf2,system_version_text:6e35c43dba,system_version_text,"{""type"": ""DEVICE"", ""host"": ""leaf2""}",System_Inventory,L1,unknown,What is the system version on leaf2? [Answer format: plain string],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",,,,parser,pending,,d6499bef,['leaf2.cfg']
SYSTEM_VERSION_TEXT_leaf11,system_version_text:1bde0c35ac,system_version_text,"{""type"": ""DEVICE"", ""host"": ""leaf11""}",System_Inventory,L1,unknown,What is the system version on leaf11? [Answer format: plain string],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf11""}}",,,,parser,pending,,d6499bef,['leaf11.cfg']
SYSTEM_TIMEZONE_TEXT_leaf9,system_timezone_text:a49fad1930,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""leaf9""}",System_Inventory,L1,unknown,What is the system timezone on leaf9? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf9""}}",,,,parser,pending,,d6499bef,['leaf9.cfg']
SYSTEM_TIMEZONE_TEXT_p1,system_timezone_text:980d4425bd,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""p1""}",System_Inventory,L1,unknown,What is the system timezone on p1? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",,,,parser,pending,,d6499bef,['p1.cfg']
SYSTEM_TIMEZONE_TEXT_pe1,system_timezone_text:4f36bb8808,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""pe1""}",System_Inventory,L1,unknown,What is the system timezone on pe1? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",,,,parser,pending,,d6499bef,['pe1.cfg']
SYSTEM_TIMEZONE_TEXT_p7,system_timezone_text:51589f45e8,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""p7""}",System_Inventory,L1,unknown,What is the system timezone on p7? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p7""}}",,,,parser,pending,,d6499bef,['p7.cfg']
SYSTEM_TIMEZONE_TEXT_asbr1,system_timezone_text:1e9e9c7f7a,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""asbr1""}",System_Inventory,L1,unknown,What is the system timezone on asbr1? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""asbr1""}}",,,,parser,pending,,d6499bef,['asbr1.cfg']
SYSTEM_TIMEZONE_TEXT_p10,system_timezone_text:34f07ac92d,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""p10""}",System_Inventory,L1,unknown,What is the system timezone on p10? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p10""}}",,,,parser,pending,,d6499bef,['p10.cfg']
SYSTEM_TIMEZONE_TEXT_leaf4,system_timezone_text:45a2dbebe1,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""leaf4""}",System_Inventory,L1,unknown,What is the system timezone on leaf4? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",,,,parser,pending,,d6499bef,['leaf4.cfg']
SYSTEM_TIMEZONE_TEXT_p2,system_timezone_text:f84ad4329a,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""p2""}",System_Inventory,L1,unknown,What is the system timezone on p2? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",,,,parser,pending,,d6499bef,['p2.cfg']
SYSTEM_TIMEZONE_TEXT_pe4,system_timezone_text:a2fc790735,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""pe4""}",System_Inventory,L1,unknown,What is the system timezone on pe4? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe4""}}",,,,parser,pending,,d6499bef,['pe4.cfg']
SYSTEM_TIMEZONE_TEXT_pe6,system_timezone_text:7041bfb7a3,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""pe6""}",System_Inventory,L1,unknown,What is the system timezone on pe6? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe6""}}",,,,parser,pending,,d6499bef,['pe6.cfg']
SYSTEM_TIMEZONE_TEXT_pe2,system_timezone_text:3603999311,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""pe2""}",System_Inventory,L1,unknown,What is the system timezone on pe2? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",,,,parser,pending,,d6499bef,['pe2.cfg']
SYSTEM_TIMEZONE_TEXT_leaf12,system_timezone_text:5e0abb2272,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""leaf12""}",System_Inventory,L1,unknown,What is the system timezone on leaf12? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf12""}}",,,,parser,pending,,d6499bef,['leaf12.cfg']
SYSTEM_TIMEZONE_TEXT_leaf6,system_timezone_text:0f4017add8,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""leaf6""}",System_Inventory,L1,unknown,What is the system timezone on leaf6? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf6""}}",,,,parser,pending,,d6499bef,['leaf6.cfg']
SYSTEM_TIMEZONE_TEXT_p3,system_timezone_text:40d255b5d8,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""p3""}",System_Inventory,L1,unknown,What is the system timezone on p3? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",,,,parser,pending,,d6499bef,['p3.cfg']
SYSTEM_TIMEZONE_TEXT_leaf11,system_timezone_text:1bde0c35ac,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""leaf11""}",System_Inventory,L1,unknown,What is the system timezone on leaf11? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf11""}}",,,,parser,pending,,d6499bef,['leaf11.cfg']
SYSTEM_TIMEZONE_TEXT_leaf8,system_timezone_text:a81bf37e92,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""leaf8""}",System_Inventory,L1,unknown,What is the system timezone on leaf8? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf8""}}",,,,parser,pending,,d6499bef,['leaf8.cfg']
SYSTEM_TIMEZONE_TEXT_leaf10,system_timezone_text:6c269c1b4e,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""leaf10""}",System_Inventory,L1,unknown,What is the system timezone on leaf10? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf10""}}",,,,parser,pending,,d6499bef,['leaf10.cfg']
SYSTEM_TIMEZONE_TEXT_pe5,system_timezone_text:cf50209904,system_timezone_text,"{""type"": ""DEVICE"", ""host"": ""pe5""}",System_Inventory,L1,unknown,What is the system timezone on pe5? [Answer format: plain string],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabC_NCN_Security_L2VPN_30nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe5""}}",,,,parser,pending,,d6499bef,['pe5.cfg']
