qa_id,metric,level,answer_type,dataset_answer,manual_answer,verdict,disagreement_type,rationale,hosts_inspected
SYSTEM_TIMEZONE_TEXT_p5,system_timezone_text,L1,text,"""KST 9""",KST +9,DISAGREE,INVESTIGATION_NEEDED,p5.cfg line 132: 'clock timezone clock timezone KST 9' → 'KST +9',p5
SYSTEM_TIMEZONE_TEXT_p6,system_timezone_text,L1,text,"""KST 9""",KST +9,DISAGREE,INVESTIGATION_NEEDED,p6.cfg line 130: 'clock timezone clock timezone KST 9' → 'KST +9',p6
SYSTEM_TIMEZONE_TEXT_p8,system_timezone_text,L1,text,"""KST 9""",KST +9,DISAGREE,INVESTIGATION_NEEDED,p8.cfg line 155: 'clock timezone clock timezone KST 9' → 'KST +9',p8
SYSTEM_TIMEZONE_TEXT_p9,system_timezone_text,L1,text,"""KST 9""",KST +9,DISAGREE,INVESTIGATION_NEEDED,p9.cfg line 130: 'clock timezone clock timezone KST 9' → 'KST +9',p9
SYSTEM_TIMEZONE_TEXT_pe1,system_timezone_text,L1,text,"""KST 9""",KST +9,DISAGREE,INVESTIGATION_NEEDED,pe1.cfg line 262: 'clock timezone clock timezone KST 9' → 'KST +9',pe1
SYSTEM_TIMEZONE_TEXT_pe2,system_timezone_text,L1,text,"""KST 9""",KST +9,DISAGREE,INVESTIGATION_NEEDED,pe2.cfg line 285: 'clock timezone clock timezone KST 9' → 'KST +9',pe2
SYSTEM_TIMEZONE_TEXT_pe4,system_timezone_text,L1,text,"""KST 9""",KST +9,DISAGREE,INVESTIGATION_NEEDED,pe4.cfg line 264: 'clock timezone clock timezone KST 9' → 'KST +9',pe4
SYSTEM_TIMEZONE_TEXT_pe7,system_timezone_text,L1,text,"""KST 9""",KST +9,DISAGREE,INVESTIGATION_NEEDED,pe7.cfg line 297: 'clock timezone clock timezone KST 9' → 'KST +9',pe7
SYSTEM_TIMEZONE_TEXT_pe8,system_timezone_text,L1,text,"""KST 9""",KST +9,DISAGREE,INVESTIGATION_NEEDED,pe8.cfg line 297: 'clock timezone clock timezone KST 9' → 'KST +9',pe8
AAA_ENABLED_DEVICES,aaa_enabled_devices,L2,set,"[""asbr1"", ""asbr2"", ""pe1"", ""pe2"", ""pe3"", ""pe4"", ""pe5"", ""pe6"", ""pe7"", ""pe8""]","[""asbr1"", ""asbr2"", ""pe1"", ""pe2"", ""pe3"", ""pe4"", ""pe5"", ""pe6"", ""pe7"", ""pe8""]",AGREE,,"AAA enabled devices: ['asbr1', 'asbr2', 'pe1', 'pe2', 'pe3', 'pe4', 'pe5', 'pe6', 'pe7', 'pe8']","asbr1, asbr2, fw1, fw2, leaf1, leaf10, leaf11, leaf12, leaf13, leaf14, leaf15, leaf16, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p11, p12, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6, pe7, pe8"
AAA_MISSING_DEVICES,aaa_missing_devices,L2,set,"[""fw1"", ""fw2"", ""leaf1"", ""leaf10"", ""leaf11"", ""leaf12"", ""leaf13"", ""leaf14"", ""leaf15"", ""leaf16"", ""leaf2"", ""leaf3"", ""leaf4"", ""leaf5"", ""leaf6"", ""leaf7"", ""leaf8"", ""leaf9"", ""p1"", ""p10"", ""p11"", ""p12"", ""p2"", ""p3"", ""p4"", ""p5"", ""p6"", ""p7"", ""p8"", ""p9""]","[""fw1"", ""fw2"", ""leaf1"", ""leaf10"", ""leaf11"", ""leaf12"", ""leaf13"", ""leaf14"", ""leaf15"", ""leaf16"", ""leaf2"", ""leaf3"", ""leaf4"", ""leaf5"", ""leaf6"", ""leaf7"", ""leaf8"", ""leaf9"", ""p1"", ""p10"", ""p11"", ""p12"", ""p2"", ""p3"", ""p4"", ""p5"", ""p6"", ""p7"", ""p8"", ""p9""]",AGREE,,"AAA missing devices: ['fw1', 'fw2', 'leaf1', 'leaf10', 'leaf11', 'leaf12', 'leaf13', 'leaf14', 'leaf15', 'leaf16', 'leaf2', 'leaf3', 'leaf4', 'leaf5', 'leaf6', 'leaf7', 'leaf8', 'leaf9', 'p1', 'p10', 'p11', 'p12', 'p2', 'p3', 'p4', 'p5', 'p6', 'p7', 'p8', 'p9']","asbr1, asbr2, fw1, fw2, leaf1, leaf10, leaf11, leaf12, leaf13, leaf14, leaf15, leaf16, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p11, p12, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6, pe7, pe8"
DEVICES_WITH_SAME_VRF_VRF_ISP,devices_with_same_vrf,L2,set,"[""pe7""]","[""pe7""]",AGREE,,Devices with VRF 'VRF_ISP': ['pe7'],"asbr1, asbr2, fw1, fw2, leaf1, leaf10, leaf11, leaf12, leaf13, leaf14, leaf15, leaf16, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p11, p12, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6, pe7, pe8"
L2VPN_PAIRS,l2vpn_pairs,L2,set,[],[],AGREE,,[Method1-crossref] l2vpn_pairs({'type': 'GLOBAL'}) = [],"asbr1, asbr2, fw1, fw2, leaf1, leaf10, leaf11, leaf12, leaf13, leaf14, leaf15, leaf16, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p11, p12, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6, pe7, pe8"
OSPF_AREA0_IF_COUNT_p12,ospf_area0_if_count,L2,number,0,0,AGREE,,OSPF area 0 network statements in p12.cfg: 0,p12
OSPF_AREA_MEMBERSHIP_1,ospf_area_membership,L2,set,"[""asbr1"", ""asbr2"", ""p10"", ""p9"", ""pe5"", ""pe6""]","[""asbr1"", ""asbr2"", ""p10"", ""p9"", ""pe5"", ""pe6""]",AGREE,,"Devices in OSPF area 1: ['asbr1', 'asbr2', 'p10', 'p9', 'pe5', 'pe6']","asbr1, asbr2, fw1, fw2, leaf1, leaf10, leaf11, leaf12, leaf13, leaf14, leaf15, leaf16, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p11, p12, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6, pe7, pe8"
OSPF_NEIGHBOR_COUNT_PER_AREA_2,ospf_neighbor_count_per_area,L2,number,0,0,AGREE,,"OSPF neighbor count for area 2: static config has no runtime adjacency data | [Method1-crossref] ospf_neighbor_count_per_area({'type': 'OSPF_AREA', 'area': '2'}) = 0","asbr1, asbr2, fw1, fw2, leaf1, leaf10, leaf11, leaf12, leaf13, leaf14, leaf15, leaf16, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p11, p12, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6, pe7, pe8"
SSH_ENABLED_DEVICES,ssh_enabled_devices,L2,set,"[""asbr1"", ""asbr2"", ""fw1"", ""fw2"", ""leaf1"", ""leaf10"", ""leaf11"", ""leaf12"", ""leaf13"", ""leaf14"", ""leaf15"", ""leaf16"", ""leaf2"", ""leaf3"", ""leaf4"", ""leaf5"", ""leaf6"", ""leaf7"", ""leaf8"", ""leaf9"", ""p1"", ""p10"", ""p11"", ""p12"", ""p2"", ""p3"", ""p4"", ""p5"", ""p6"", ""p7"", ""p8"", ""p9"", ""pe1"", ""pe2"", ""pe3"", ""pe4"", ""pe5"", ""pe6"", ""pe7"", ""pe8""]","[""asbr1"", ""asbr2"", ""fw1"", ""fw2"", ""leaf1"", ""leaf10"", ""leaf11"", ""leaf12"", ""leaf13"", ""leaf14"", ""leaf15"", ""leaf16"", ""leaf2"", ""leaf3"", ""leaf4"", ""leaf5"", ""leaf6"", ""leaf7"", ""leaf8"", ""leaf9"", ""p1"", ""p10"", ""p11"", ""p12"", ""p2"", ""p3"", ""p4"", ""p5"", ""p6"", ""p7"", ""p8"", ""p9"", ""pe1"", ""pe2"", ""pe3"", ""pe4"", ""pe5"", ""pe6"", ""pe7"", ""pe8""]",AGREE,,"SSH enabled devices: ['asbr1', 'asbr2', 'fw1', 'fw2', 'leaf1', 'leaf10', 'leaf11', 'leaf12', 'leaf13', 'leaf14', 'leaf15', 'leaf16', 'leaf2', 'leaf3', 'leaf4', 'leaf5', 'leaf6', 'leaf7', 'leaf8', 'leaf9', 'p1', 'p10', 'p11', 'p12', 'p2', 'p3', 'p4', 'p5', 'p6', 'p7', 'p8', 'p9', 'pe1', 'pe2', 'pe3', 'pe4', 'pe5', 'pe6', 'pe7', 'pe8']","asbr1, asbr2, fw1, fw2, leaf1, leaf10, leaf11, leaf12, leaf13, leaf14, leaf15, leaf16, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p11, p12, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6, pe7, pe8"
SSH_MISSING_COUNT,ssh_missing_count,L2,number,0,0,AGREE,,SSH missing count: 0 (total 40 - enabled 40),"asbr1, asbr2, fw1, fw2, leaf1, leaf10, leaf11, leaf12, leaf13, leaf14, leaf15, leaf16, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p11, p12, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6, pe7, pe8"
SSH_MISSING_DEVICES,ssh_missing_devices,L2,set,[],[],AGREE,,SSH missing devices: [],"asbr1, asbr2, fw1, fw2, leaf1, leaf10, leaf11, leaf12, leaf13, leaf14, leaf15, leaf16, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p11, p12, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6, pe7, pe8"
ALL_DEVICES_SAME_AS,all_devices_same_as,L3,text,"""asbr1: AS 65001, asbr2: AS 65001, fw1: AS 65002, fw2: AS 65002, leaf1: AS N/A, leaf10: AS N/A, leaf11: AS N/A, leaf12: AS N/A, leaf13: AS N/A, leaf14: AS N/A, leaf15: AS N/A, leaf16: AS N/A, leaf2: AS N/A, leaf3: AS N/A, leaf4: AS N/A, leaf5: AS N/A, leaf6: AS N/A, leaf7: AS N/A, leaf8: AS N/A, leaf9: AS N/A, p1: AS N/A, p10: AS N/A, p11: AS N/A, p12: AS N/A, p2: AS N/A, p3: AS N/A, p4: AS N/A, p5: AS N/A, p6: AS N/A, p7: AS 65000, p8: AS 65000, p9: AS N/A, pe1: AS 65000, pe2: AS 65000, pe3: AS 65000, pe4: AS 65000, pe5: AS 65001, pe6: AS 65001, pe7: AS 65002, pe8: AS 65002""","asbr1: AS 65001, asbr2: AS 65001, fw1: AS 65002, fw2: AS 65002, p7: AS 65000, p8: AS 65000, pe1: AS 65000, pe2: AS 65000, pe3: AS 65000, pe4: AS 65000, pe5: AS 65001, pe6: AS 65001, pe7: AS 65002, pe8: AS 65002",DISAGREE,DATA_ERROR,"Manual: BGP AS numbers found: {'65001', '65002', '65000'} | [Method1-crossref] all_devices_same_as({'type': 'GLOBAL'}) = asbr1: AS 65001, asbr2: AS 65001, fw1: AS 65002, fw2: AS 65002, p7: AS 65000, p8: AS 65000, pe1: AS 65000, pe2: AS 65000, pe3: AS 65000, pe4: AS 65000, pe5: AS 65001, pe6: AS 65001, pe7: AS 65002, pe8: AS 65002","asbr1, asbr2, fw1, fw2, leaf1, leaf10, leaf11, leaf12, leaf13, leaf14, leaf15, leaf16, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p11, p12, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6, pe7, pe8"
BGP_AS_DISTRIBUTION,bgp_as_distribution,L3,text,"""AS 65000: 6 devices, AS 65001: 4 devices, AS 65002: 4 devices""","AS 65000: 6 devices, AS 65001: 4 devices, AS 65002: 4 devices",AGREE,,"Manual: BGP AS distribution: {'65001': ['asbr1', 'asbr2', 'pe5', 'pe6'], '65002': ['fw1', 'fw2', 'pe7', 'pe8'], '65000': ['p7', 'p8', 'pe1', 'pe2', 'pe3', 'pe4']} | [Method1-crossref] bgp_as_distribution({'type': 'GLOBAL'}) = AS 65000: 6 devices, AS 65001: 4 devices, AS 65002: 4 devices","asbr1, asbr2, fw1, fw2, leaf1, leaf10, leaf11, leaf12, leaf13, leaf14, leaf15, leaf16, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p11, p12, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6, pe7, pe8"
COMPARE_BGP_AS_p4_pe1,compare_bgp_as,L3,text,"""p4: AS N/A, pe1: AS 65000""","p4: AS None, pe1: AS 65000",DISAGREE,DATA_ERROR,"Manual: BGP AS p4=0, pe1=65000 | [Method1-crossref] compare_bgp_as({'type': 'DEVICE_PAIR', 'host1': 'p4', 'host2': 'pe1'}) = p4: AS None, pe1: AS 65000","p4, pe1"
COMPARE_BGP_NEIGHBOR_COUNT_leaf4_p11,compare_bgp_neighbor_count,L3,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",AGREE,,"BGP neighbors: leaf4=0, p11=0, diff=0","leaf4, p11"
COMPARE_INTERFACE_COUNT_leaf11_leaf7,compare_interface_count,L3,map_str_int,"{""difference"": 0, ""host1_count"": 2, ""host2_count"": 2}","{""difference"": 0, ""host1_count"": 2, ""host2_count"": 2}",AGREE,,"Interfaces: leaf11=2, leaf7=2, diff=0","leaf11, leaf7"
COMPARE_OSPF_AREAS_asbr2_leaf11,compare_ospf_areas,L3,text,"""asbr2: Area 0, 1, 2, leaf11: Area None""","asbr2: Area 0, 1, 2, leaf11: Area None",AGREE,,"Manual: OSPF areas asbr2=['0', '1', '2'], leaf11=[] | [Method1-crossref] compare_ospf_areas({'type': 'DEVICE_PAIR', 'host1': 'asbr2', 'host2': 'leaf11'}) = asbr2: Area 0, 1, 2, leaf11: Area None","asbr2, leaf11"
COMPARE_VRF_COUNT_leaf15_p3,compare_vrf_count,L3,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}","{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",AGREE,,"VRFs: leaf15=0, p3=0, diff=0","leaf15, p3"
IBGP_MISSING_PAIRS_65001,ibgp_missing_pairs,L3,set,[],[],AGREE,,"AS 65001 devices: ['asbr1', 'asbr2', 'pe5', 'pe6'], missing pairs: [], under-peered: []","asbr1, asbr2, pe5, pe6"
IBGP_MISSING_PAIRS_65002,ibgp_missing_pairs,L3,set,"[""fw1<->fw2"", ""fw1<->pe7"", ""fw1<->pe8"", ""fw2<->pe7"", ""fw2<->pe8"", ""pe7<->pe8""]","[""fw1/fw2"", ""fw1/pe7"", ""fw1/pe8"", ""fw2/fw1"", ""fw2/pe7"", ""fw2/pe8"", ""pe7/pe8""]",DISAGREE,INVESTIGATION_NEEDED,"AS 65002 devices: ['fw1', 'fw2', 'pe7', 'pe8'], missing pairs: ['fw1/fw2', 'fw1/pe7', 'fw1/pe8', 'fw2/fw1', 'fw2/pe7', 'fw2/pe8', 'pe7/pe8'], under-peered: ['fw1', 'fw2', 'pe7']","fw1, fw2, pe7, pe8"
IBGP_MISSING_PAIRS_COUNT_65000,ibgp_missing_pairs_count,L3,number,11,22,DISAGREE,INVESTIGATION_NEEDED,"AS 65000 devices: ['p7', 'p8', 'pe1', 'pe2', 'pe3', 'pe4'], missing pairs: ['p7/p8', 'p7/pe1', 'p7/pe2', 'p7/pe3', 'p7/pe4', 'p8/p7', 'p8/pe1', 'p8/pe2', 'p8/pe3', 'p8/pe4', 'pe1/p7', 'pe1/p8', 'pe1/pe4', 'pe2/p7', 'pe2/p8', 'pe2/pe3', 'pe3/p7', 'pe3/p8', 'pe3/pe2', 'pe4/p7', 'pe4/p8', 'pe4/pe1'], under-peered: ['p7', 'p8', 'pe1', 'pe2', 'pe3', 'pe4']","p7, p8, pe1, pe2, pe3, pe4"
IBGP_MISSING_PAIRS_COUNT_65001,ibgp_missing_pairs_count,L3,number,0,0,AGREE,,"AS 65001 devices: ['asbr1', 'asbr2', 'pe5', 'pe6'], missing pairs: [], under-peered: []","asbr1, asbr2, pe5, pe6"
IBGP_UNDER_PEERED_COUNT_65000,ibgp_under_peered_count,L3,number,6,6,AGREE,,"AS 65000 devices: ['p7', 'p8', 'pe1', 'pe2', 'pe3', 'pe4'], missing pairs: ['p7/p8', 'p7/pe1', 'p7/pe2', 'p7/pe3', 'p7/pe4', 'p8/p7', 'p8/pe1', 'p8/pe2', 'p8/pe3', 'p8/pe4', 'pe1/p7', 'pe1/p8', 'pe1/pe4', 'pe2/p7', 'pe2/p8', 'pe2/pe3', 'pe3/p7', 'pe3/p8', 'pe3/pe2', 'pe4/p7', 'pe4/p8', 'pe4/pe1'], under-peered: ['p7', 'p8', 'pe1', 'pe2', 'pe3', 'pe4']","p7, p8, pe1, pe2, pe3, pe4"
IBGP_UNDER_PEERED_COUNT_65001,ibgp_under_peered_count,L3,number,0,0,AGREE,,"AS 65001 devices: ['asbr1', 'asbr2', 'pe5', 'pe6'], missing pairs: [], under-peered: []","asbr1, asbr2, pe5, pe6"
IBGP_UNDER_PEERED_DEVICES_65000,ibgp_under_peered_devices,L3,set,"[""p7"", ""p8"", ""pe1"", ""pe2"", ""pe3"", ""pe4""]","[""p7"", ""p8"", ""pe1"", ""pe2"", ""pe3"", ""pe4""]",AGREE,,"AS 65000 devices: ['p7', 'p8', 'pe1', 'pe2', 'pe3', 'pe4'], missing pairs: ['p7/p8', 'p7/pe1', 'p7/pe2', 'p7/pe3', 'p7/pe4', 'p8/p7', 'p8/pe1', 'p8/pe2', 'p8/pe3', 'p8/pe4', 'pe1/p7', 'pe1/p8', 'pe1/pe4', 'pe2/p7', 'pe2/p8', 'pe2/pe3', 'pe3/p7', 'pe3/p8', 'pe3/pe2', 'pe4/p7', 'pe4/p8', 'pe4/pe1'], under-peered: ['p7', 'p8', 'pe1', 'pe2', 'pe3', 'pe4']","p7, p8, pe1, pe2, pe3, pe4"
IBGP_UNDER_PEERED_DEVICES_65001,ibgp_under_peered_devices,L3,set,[],[],AGREE,,"AS 65001 devices: ['asbr1', 'asbr2', 'pe5', 'pe6'], missing pairs: [], under-peered: []","asbr1, asbr2, pe5, pe6"
L2VPN_MISMATCH_COUNT,l2vpn_mismatch_count,L3,number,0,0,AGREE,,[Method1-crossref] l2vpn_mismatch_count({'type': 'GLOBAL'}) = 0,"asbr1, asbr2, fw1, fw2, leaf1, leaf10, leaf11, leaf12, leaf13, leaf14, leaf15, leaf16, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p11, p12, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6, pe7, pe8"
L2VPN_PWID_MISMATCH_PAIRS,l2vpn_pwid_mismatch_pairs,L3,set,[],[],AGREE,,[Method1-crossref] l2vpn_pwid_mismatch_pairs({'type': 'GLOBAL'}) = [],"asbr1, asbr2, fw1, fw2, leaf1, leaf10, leaf11, leaf12, leaf13, leaf14, leaf15, leaf16, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p11, p12, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6, pe7, pe8"
L2VPN_UNIDIRECTIONAL_PAIRS,l2vpn_unidirectional_pairs,L3,set,[],[],AGREE,,[Method1-crossref] l2vpn_unidirectional_pairs({'type': 'GLOBAL'}) = [],"asbr1, asbr2, fw1, fw2, leaf1, leaf10, leaf11, leaf12, leaf13, leaf14, leaf15, leaf16, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p11, p12, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6, pe7, pe8"
L2VPN_UNIDIR_COUNT,l2vpn_unidir_count,L3,number,0,0,AGREE,,[Method1-crossref] l2vpn_unidir_count({'type': 'GLOBAL'}) = 0,"asbr1, asbr2, fw1, fw2, leaf1, leaf10, leaf11, leaf12, leaf13, leaf14, leaf15, leaf16, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p11, p12, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6, pe7, pe8"
MAX_BGP_PEER_DEVICE,max_bgp_peer_device,L3,text,"""asbr1: 5""",asbr1: 5,AGREE,,"Manual count: {'asbr1': 5, 'asbr2': 5, 'fw1': 1, 'fw2': 1, 'leaf1': 0, 'leaf10': 0, 'leaf11': 0, 'leaf12': 0, 'leaf13': 0, 'leaf14': 0, 'leaf15': 0, 'leaf16': 0, 'leaf2': 0, 'leaf3': 0, 'leaf4': 0, 'leaf5': 0, 'leaf6': 0, 'leaf7': 0, 'leaf8': 0, 'leaf9': 0, 'p1': 0, 'p10': 0, 'p11': 0, 'p12': 0, 'p2': 0, 'p3': 0, 'p4': 0, 'p5': 0, 'p6': 0, 'p7': 1, 'p8': 1, 'p9': 0, 'pe1': 2, 'pe2': 2, 'pe3': 2, 'pe4': 2, 'pe5': 3, 'pe6': 3, 'pe7': 2, 'pe8': 3} | [Method1-crossref] max_bgp_peer_device({'type': 'GLOBAL'}) = asbr1: 5","asbr1, asbr2, fw1, fw2, leaf1, leaf10, leaf11, leaf12, leaf13, leaf14, leaf15, leaf16, leaf2, leaf3, leaf4, leaf5, leaf6, leaf7, leaf8, leaf9, p1, p10, p11, p12, p2, p3, p4, p5, p6, p7, p8, p9, pe1, pe2, pe3, pe4, pe5, pe6, pe7, pe8"
