id,id_v2,category,level,question,answer_status,answer_type,answer,unknown_reason,evidence,pipeline_version,files
SYSTEM_HOSTNAME_TEXT_p10,system_hostname_text:34f07ac92d,System_Inventory,L1,p10 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""p10""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p10""}}",bd1a393,['p10.cfg']
SYSTEM_HOSTNAME_TEXT_p6,system_hostname_text:e05ff65dc3,System_Inventory,L1,p6 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""p6""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p6""}}",bd1a393,['p6.cfg']
SYSTEM_HOSTNAME_TEXT_p12,system_hostname_text:44a0a3a308,System_Inventory,L1,p12 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""p12""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p12""}}",bd1a393,['p12.cfg']
SYSTEM_HOSTNAME_TEXT_leaf8,system_hostname_text:a81bf37e92,System_Inventory,L1,leaf8 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""leaf8""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf8""}}",bd1a393,['leaf8.cfg']
SYSTEM_HOSTNAME_TEXT_leaf2,system_hostname_text:6e35c43dba,System_Inventory,L1,leaf2 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""leaf2""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",bd1a393,['leaf2.cfg']
SYSTEM_HOSTNAME_TEXT_pe3,system_hostname_text:6ad90347c4,System_Inventory,L1,pe3 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""pe3""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe3""}}",bd1a393,['pe3.cfg']
SYSTEM_HOSTNAME_TEXT_pe4,system_hostname_text:a2fc790735,System_Inventory,L1,pe4 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""pe4""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe4""}}",bd1a393,['pe4.cfg']
SYSTEM_HOSTNAME_TEXT_p4,system_hostname_text:8eb660897d,System_Inventory,L1,p4 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""p4""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",bd1a393,['p4.cfg']
SYSTEM_HOSTNAME_TEXT_leaf3,system_hostname_text:6a7c231d8b,System_Inventory,L1,leaf3 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""leaf3""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",bd1a393,['leaf3.cfg']
SYSTEM_HOSTNAME_TEXT_p11,system_hostname_text:7dd092c30f,System_Inventory,L1,p11 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""p11""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p11""}}",bd1a393,['p11.cfg']
SYSTEM_VERSION_TEXT_leaf4,system_version_text:45a2dbebe1,System_Inventory,L1,leaf4 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",bd1a393,['leaf4.cfg']
SYSTEM_VERSION_TEXT_leaf5,system_version_text:c889ccb7cb,System_Inventory,L1,leaf5 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf5""}}",bd1a393,['leaf5.cfg']
SYSTEM_VERSION_TEXT_leaf3,system_version_text:6a7c231d8b,System_Inventory,L1,leaf3 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",bd1a393,['leaf3.cfg']
SYSTEM_VERSION_TEXT_asbr1,system_version_text:1e9e9c7f7a,System_Inventory,L1,asbr1 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""asbr1""}}",bd1a393,['asbr1.cfg']
SYSTEM_VERSION_TEXT_pe1,system_version_text:4f36bb8808,System_Inventory,L1,pe1 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",bd1a393,['pe1.cfg']
SYSTEM_VERSION_TEXT_leaf2,system_version_text:6e35c43dba,System_Inventory,L1,leaf2 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",bd1a393,['leaf2.cfg']
SYSTEM_VERSION_TEXT_p5,system_version_text:5991ac5b4f,System_Inventory,L1,p5 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p5""}}",bd1a393,['p5.cfg']
SYSTEM_VERSION_TEXT_leaf13,system_version_text:f2f15f10e2,System_Inventory,L1,leaf13 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf13""}}",bd1a393,['leaf13.cfg']
SYSTEM_VERSION_TEXT_p3,system_version_text:40d255b5d8,System_Inventory,L1,p3 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",bd1a393,['p3.cfg']
SYSTEM_VERSION_TEXT_p8,system_version_text:d61ee73c24,System_Inventory,L1,p8 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p8""}}",bd1a393,['p8.cfg']
SYSTEM_VERSION_TEXT_p9,system_version_text:4636d19a52,System_Inventory,L1,p9 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p9""}}",bd1a393,['p9.cfg']
SYSTEM_VERSION_TEXT_leaf15,system_version_text:f52655ad5e,System_Inventory,L1,leaf15 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf15""}}",bd1a393,['leaf15.cfg']
SYSTEM_VERSION_TEXT_pe6,system_version_text:7041bfb7a3,System_Inventory,L1,pe6 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe6""}}",bd1a393,['pe6.cfg']
SYSTEM_VERSION_TEXT_leaf1,system_version_text:f3e677391b,System_Inventory,L1,leaf1 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",bd1a393,['leaf1.cfg']
SYSTEM_VERSION_TEXT_p12,system_version_text:44a0a3a308,System_Inventory,L1,p12 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p12""}}",bd1a393,['p12.cfg']
SYSTEM_VERSION_TEXT_fw2,system_version_text:f8aaadadd9,System_Inventory,L1,fw2 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""fw2""}}",bd1a393,['fw2.cfg']
SYSTEM_VERSION_TEXT_p6,system_version_text:e05ff65dc3,System_Inventory,L1,p6 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p6""}}",bd1a393,['p6.cfg']
SYSTEM_VERSION_TEXT_p10,system_version_text:34f07ac92d,System_Inventory,L1,p10 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p10""}}",bd1a393,['p10.cfg']
SYSTEM_VERSION_TEXT_pe4,system_version_text:a2fc790735,System_Inventory,L1,pe4 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe4""}}",bd1a393,['pe4.cfg']
SYSTEM_VERSION_TEXT_pe2,system_version_text:3603999311,System_Inventory,L1,pe2 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",bd1a393,['pe2.cfg']
SYSTEM_TIMEZONE_TEXT_p8,system_timezone_text:d61ee73c24,System_Inventory,L1,p8 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p8""}}",bd1a393,['p8.cfg']
SYSTEM_TIMEZONE_TEXT_leaf10,system_timezone_text:6c269c1b4e,System_Inventory,L1,leaf10 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf10""}}",bd1a393,['leaf10.cfg']
SYSTEM_TIMEZONE_TEXT_asbr1,system_timezone_text:1e9e9c7f7a,System_Inventory,L1,asbr1 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""asbr1""}}",bd1a393,['asbr1.cfg']
SYSTEM_TIMEZONE_TEXT_p6,system_timezone_text:e05ff65dc3,System_Inventory,L1,p6 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p6""}}",bd1a393,['p6.cfg']
SYSTEM_TIMEZONE_TEXT_leaf3,system_timezone_text:6a7c231d8b,System_Inventory,L1,leaf3 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",bd1a393,['leaf3.cfg']
SYSTEM_TIMEZONE_TEXT_pe8,system_timezone_text:aa85c6d59c,System_Inventory,L1,pe8 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe8""}}",bd1a393,['pe8.cfg']
SYSTEM_TIMEZONE_TEXT_leaf14,system_timezone_text:1b105199e1,System_Inventory,L1,leaf14 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf14""}}",bd1a393,['leaf14.cfg']
SYSTEM_TIMEZONE_TEXT_leaf9,system_timezone_text:a49fad1930,System_Inventory,L1,leaf9 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf9""}}",bd1a393,['leaf9.cfg']
SYSTEM_TIMEZONE_TEXT_leaf6,system_timezone_text:0f4017add8,System_Inventory,L1,leaf6 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf6""}}",bd1a393,['leaf6.cfg']
SYSTEM_TIMEZONE_TEXT_pe1,system_timezone_text:4f36bb8808,System_Inventory,L1,pe1 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",bd1a393,['pe1.cfg']
SYSTEM_TIMEZONE_TEXT_pe4,system_timezone_text:a2fc790735,System_Inventory,L1,pe4 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe4""}}",bd1a393,['pe4.cfg']
SYSTEM_TIMEZONE_TEXT_leaf16,system_timezone_text:306bca46fe,System_Inventory,L1,leaf16 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf16""}}",bd1a393,['leaf16.cfg']
SYSTEM_TIMEZONE_TEXT_p9,system_timezone_text:4636d19a52,System_Inventory,L1,p9 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p9""}}",bd1a393,['p9.cfg']
SYSTEM_TIMEZONE_TEXT_p12,system_timezone_text:44a0a3a308,System_Inventory,L1,p12 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p12""}}",bd1a393,['p12.cfg']
SYSTEM_TIMEZONE_TEXT_p10,system_timezone_text:34f07ac92d,System_Inventory,L1,p10 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p10""}}",bd1a393,['p10.cfg']
SYSTEM_TIMEZONE_TEXT_leaf1,system_timezone_text:f3e677391b,System_Inventory,L1,leaf1 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",bd1a393,['leaf1.cfg']
SYSTEM_TIMEZONE_TEXT_pe2,system_timezone_text:3603999311,System_Inventory,L1,pe2 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",bd1a393,['pe2.cfg']
SYSTEM_TIMEZONE_TEXT_p5,system_timezone_text:5991ac5b4f,System_Inventory,L1,p5 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p5""}}",bd1a393,['p5.cfg']
SYSTEM_TIMEZONE_TEXT_pe7,system_timezone_text:d2a3d09688,System_Inventory,L1,pe7 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe7""}}",bd1a393,['pe7.cfg']
SYSTEM_TIMEZONE_TEXT_p11,system_timezone_text:7dd092c30f,System_Inventory,L1,p11 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p11""}}",bd1a393,['p11.cfg']
SYSTEM_USER_LIST_leaf8,system_user_list:a81bf37e92,System_Inventory,L1,leaf8 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf8""}}",bd1a393,['leaf8.cfg']
SYSTEM_USER_LIST_p1,system_user_list:980d4425bd,System_Inventory,L1,p1 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",bd1a393,['p1.cfg']
SYSTEM_USER_LIST_leaf2,system_user_list:6e35c43dba,System_Inventory,L1,leaf2 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",bd1a393,['leaf2.cfg']
SYSTEM_USER_LIST_leaf5,system_user_list:c889ccb7cb,System_Inventory,L1,leaf5 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf5""}}",bd1a393,['leaf5.cfg']
SYSTEM_USER_LIST_p6,system_user_list:e05ff65dc3,System_Inventory,L1,p6 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p6""}}",bd1a393,['p6.cfg']
SYSTEM_USER_LIST_pe8,system_user_list:aa85c6d59c,System_Inventory,L1,pe8 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe8""}}",bd1a393,['pe8.cfg']
SYSTEM_USER_LIST_leaf11,system_user_list:1bde0c35ac,System_Inventory,L1,leaf11 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf11""}}",bd1a393,['leaf11.cfg']
SYSTEM_USER_LIST_asbr2,system_user_list:43e487a8cc,System_Inventory,L1,asbr2 장비에 등록된 로컬 사용자 목록을 알려주세요. [답변 형식: 리스트],OK,set,"[""admin""]",,"{""snapshot"": ""LabD_NCN_MultiAS_Complex_40nodes"", ""metric"": ""system_user_list"", ""scope"": {""type"": ""DEVICE"", ""host"": ""asbr2""}}",bd1a393,['asbr2.cfg']
