id,id_v2,level,metric,answer_type,status,reason,parser_answer,dataset_answer,match,score,detail
SYSTEM_TIMEZONE_TEXT_p9,system_timezone_text:4636d19a52,L1,system_timezone_text,text,MATCH,,KST +9 0,"""KST 9""",True,1.0,timezone_normalized
SYSTEM_TIMEZONE_TEXT_p12,system_timezone_text:44a0a3a308,L1,system_timezone_text,text,MATCH,,KST +9 0,"""KST 9""",True,1.0,timezone_normalized
SYSTEM_TIMEZONE_TEXT_p10,system_timezone_text:34f07ac92d,L1,system_timezone_text,text,MATCH,,KST +9 0,"""KST 9""",True,1.0,timezone_normalized
SYSTEM_TIMEZONE_TEXT_leaf1,system_timezone_text:f3e677391b,L1,system_timezone_text,text,MATCH,,KST +9 0,"""KST 9""",True,1.0,timezone_normalized
SYSTEM_TIMEZONE_TEXT_pe2,system_timezone_text:3603999311,L1,system_timezone_text,text,MATCH,,KST +9 0,"""KST 9""",True,1.0,timezone_normalized
SYSTEM_TIMEZONE_TEXT_p5,system_timezone_text:5991ac5b4f,L1,system_timezone_text,text,MATCH,,KST +9 0,"""KST 9""",True,1.0,timezone_normalized
SYSTEM_TIMEZONE_TEXT_pe7,system_timezone_text:d2a3d09688,L1,system_timezone_text,text,MATCH,,KST +9 0,"""KST 9""",True,1.0,timezone_normalized
SYSTEM_TIMEZONE_TEXT_p11,system_timezone_text:7dd092c30f,L1,system_timezone_text,text,MATCH,,KST +9 0,"""KST 9""",True,1.0,timezone_normalized
SYSTEM_USER_LIST_leaf8,system_user_list:a81bf37e92,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_p1,system_user_list:980d4425bd,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_leaf2,system_user_list:6e35c43dba,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_leaf5,system_user_list:c889ccb7cb,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_p6,system_user_list:e05ff65dc3,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_pe8,system_user_list:aa85c6d59c,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_leaf11,system_user_list:1bde0c35ac,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_asbr2,system_user_list:43e487a8cc,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_p7,system_user_list:51589f45e8,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_p8,system_user_list:d61ee73c24,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_pe2,system_user_list:3603999311,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_leaf16,system_user_list:306bca46fe,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_p3,system_user_list:40d255b5d8,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_pe6,system_user_list:7041bfb7a3,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_fw1,system_user_list:f5c3185672,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_leaf3,system_user_list:6a7c231d8b,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_pe5,system_user_list:cf50209904,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_p11,system_user_list:7dd092c30f,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_pe4,system_user_list:a2fc790735,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_LIST_pe3,system_user_list:6ad90347c4,L1,system_user_list,set,MATCH,,"[""admin""]","[""admin""]",True,1.0,exact
SYSTEM_USER_COUNT_pe5,system_user_count:cf50209904,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_leaf2,system_user_count:6e35c43dba,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_p8,system_user_count:d61ee73c24,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_pe8,system_user_count:aa85c6d59c,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_p2,system_user_count:f84ad4329a,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_leaf3,system_user_count:6a7c231d8b,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_leaf10,system_user_count:6c269c1b4e,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_leaf16,system_user_count:306bca46fe,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_fw2,system_user_count:f8aaadadd9,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_leaf11,system_user_count:1bde0c35ac,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_p5,system_user_count:5991ac5b4f,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_leaf4,system_user_count:45a2dbebe1,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_leaf6,system_user_count:0f4017add8,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_leaf9,system_user_count:a49fad1930,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_leaf13,system_user_count:f2f15f10e2,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_pe4,system_user_count:a2fc790735,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_pe7,system_user_count:d2a3d09688,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_leaf1,system_user_count:f3e677391b,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_leaf7,system_user_count:66e16ac9ac,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
SYSTEM_USER_COUNT_p10,system_user_count:34f07ac92d,L1,system_user_count,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
LOGGING_BUFFERED_SEVERITY_TEXT_leaf9,logging_buffered_severity_text:a49fad1930,L1,logging_buffered_severity_text,text,MISMATCH,,informational,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_p9,logging_buffered_severity_text:4636d19a52,L1,logging_buffered_severity_text,text,MISMATCH,,warnings,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_leaf3,logging_buffered_severity_text:6a7c231d8b,L1,logging_buffered_severity_text,text,MISMATCH,,informational,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_pe4,logging_buffered_severity_text:a2fc790735,L1,logging_buffered_severity_text,text,MISMATCH,,warnings,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_leaf10,logging_buffered_severity_text:6c269c1b4e,L1,logging_buffered_severity_text,text,MISMATCH,,informational,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_p12,logging_buffered_severity_text:44a0a3a308,L1,logging_buffered_severity_text,text,MISMATCH,,warnings,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_p7,logging_buffered_severity_text:51589f45e8,L1,logging_buffered_severity_text,text,MISMATCH,,warnings,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_leaf16,logging_buffered_severity_text:306bca46fe,L1,logging_buffered_severity_text,text,MISMATCH,,informational,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_leaf14,logging_buffered_severity_text:1b105199e1,L1,logging_buffered_severity_text,text,MISMATCH,,informational,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_p2,logging_buffered_severity_text:f84ad4329a,L1,logging_buffered_severity_text,text,MISMATCH,,warnings,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_pe1,logging_buffered_severity_text:4f36bb8808,L1,logging_buffered_severity_text,text,MISMATCH,,warnings,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_leaf7,logging_buffered_severity_text:66e16ac9ac,L1,logging_buffered_severity_text,text,MISMATCH,,informational,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_p6,logging_buffered_severity_text:e05ff65dc3,L1,logging_buffered_severity_text,text,MISMATCH,,warnings,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_leaf2,logging_buffered_severity_text:6e35c43dba,L1,logging_buffered_severity_text,text,MISMATCH,,informational,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_fw2,logging_buffered_severity_text:f8aaadadd9,L1,logging_buffered_severity_text,text,MISMATCH,,warnings,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_leaf8,logging_buffered_severity_text:a81bf37e92,L1,logging_buffered_severity_text,text,MISMATCH,,informational,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_pe5,logging_buffered_severity_text:cf50209904,L1,logging_buffered_severity_text,text,MISMATCH,,warnings,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_leaf11,logging_buffered_severity_text:1bde0c35ac,L1,logging_buffered_severity_text,text,MISMATCH,,informational,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_pe7,logging_buffered_severity_text:d2a3d09688,L1,logging_buffered_severity_text,text,MISMATCH,,warnings,null,False,0.0,gold_empty
LOGGING_BUFFERED_SEVERITY_TEXT_leaf13,logging_buffered_severity_text:f2f15f10e2,L1,logging_buffered_severity_text,text,MISMATCH,,informational,null,False,0.0,gold_empty
NTP_SERVER_LIST_pe1,ntp_server_list:4f36bb8808,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_p8,ntp_server_list:d61ee73c24,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_p1,ntp_server_list:980d4425bd,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_pe3,ntp_server_list:6ad90347c4,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_p5,ntp_server_list:5991ac5b4f,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_leaf16,ntp_server_list:306bca46fe,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_leaf14,ntp_server_list:1b105199e1,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_leaf15,ntp_server_list:f52655ad5e,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_leaf9,ntp_server_list:a49fad1930,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_leaf8,ntp_server_list:a81bf37e92,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_p12,ntp_server_list:44a0a3a308,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_pe5,ntp_server_list:cf50209904,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_p7,ntp_server_list:51589f45e8,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_leaf6,ntp_server_list:0f4017add8,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_pe4,ntp_server_list:a2fc790735,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_p9,ntp_server_list:4636d19a52,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_pe6,ntp_server_list:7041bfb7a3,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_p2,ntp_server_list:f84ad4329a,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_asbr1,ntp_server_list:1e9e9c7f7a,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
NTP_SERVER_LIST_p11,ntp_server_list:7dd092c30f,L1,ntp_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
SNMP_COMMUNITY_LIST_p11,snmp_community_list:7dd092c30f,L1,snmp_community_list,set,MISMATCH,,"[""NCN-RO""]",[],False,0.0,extra={'ncn-ro'}
SNMP_COMMUNITY_LIST_leaf15,snmp_community_list:f52655ad5e,L1,snmp_community_list,set,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_leaf13,snmp_community_list:f2f15f10e2,L1,snmp_community_list,set,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_p6,snmp_community_list:e05ff65dc3,L1,snmp_community_list,set,MISMATCH,,"[""NCN-RO""]",[],False,0.0,extra={'ncn-ro'}
SNMP_COMMUNITY_LIST_leaf7,snmp_community_list:66e16ac9ac,L1,snmp_community_list,set,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_leaf1,snmp_community_list:f3e677391b,L1,snmp_community_list,set,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_pe7,snmp_community_list:d2a3d09688,L1,snmp_community_list,set,MISMATCH,,"[""NCN-RO"", ""NCN-RW""]",[],False,0.0,"extra={'ncn-rw', 'ncn-ro'}"
SNMP_COMMUNITY_LIST_leaf11,snmp_community_list:1bde0c35ac,L1,snmp_community_list,set,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_p12,snmp_community_list:44a0a3a308,L1,snmp_community_list,set,MISMATCH,,"[""NCN-RO""]",[],False,0.0,extra={'ncn-ro'}
SNMP_COMMUNITY_LIST_asbr1,snmp_community_list:1e9e9c7f7a,L1,snmp_community_list,set,MISMATCH,,"[""NCN-RO"", ""NCN-RW""]",[],False,0.0,"extra={'ncn-rw', 'ncn-ro'}"
SNMP_COMMUNITY_LIST_leaf16,snmp_community_list:306bca46fe,L1,snmp_community_list,set,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_pe3,snmp_community_list:6ad90347c4,L1,snmp_community_list,set,MISMATCH,,"[""NCN-RO"", ""NCN-RW""]",[],False,0.0,"extra={'ncn-rw', 'ncn-ro'}"
SNMP_COMMUNITY_LIST_p5,snmp_community_list:5991ac5b4f,L1,snmp_community_list,set,MISMATCH,,"[""NCN-RO""]",[],False,0.0,extra={'ncn-ro'}
SNMP_COMMUNITY_LIST_pe6,snmp_community_list:7041bfb7a3,L1,snmp_community_list,set,MISMATCH,,"[""NCN-RO"", ""NCN-RW""]",[],False,0.0,"extra={'ncn-rw', 'ncn-ro'}"
SNMP_COMMUNITY_LIST_leaf4,snmp_community_list:45a2dbebe1,L1,snmp_community_list,set,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_pe1,snmp_community_list:4f36bb8808,L1,snmp_community_list,set,MISMATCH,,"[""NCN-RO"", ""NCN-RW""]",[],False,0.0,"extra={'ncn-rw', 'ncn-ro'}"
SNMP_COMMUNITY_LIST_pe5,snmp_community_list:cf50209904,L1,snmp_community_list,set,MISMATCH,,"[""NCN-RO"", ""NCN-RW""]",[],False,0.0,"extra={'ncn-rw', 'ncn-ro'}"
SNMP_COMMUNITY_LIST_leaf12,snmp_community_list:5e0abb2272,L1,snmp_community_list,set,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_leaf9,snmp_community_list:a49fad1930,L1,snmp_community_list,set,MATCH,,[],[],True,1.0,both_empty
SNMP_COMMUNITY_LIST_p10,snmp_community_list:34f07ac92d,L1,snmp_community_list,set,MISMATCH,,"[""NCN-RO""]",[],False,0.0,extra={'ncn-ro'}
SYSLOG_SERVER_LIST_p12,syslog_server_list:44a0a3a308,L1,syslog_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
SYSLOG_SERVER_LIST_asbr2,syslog_server_list:43e487a8cc,L1,syslog_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
SYSLOG_SERVER_LIST_p4,syslog_server_list:8eb660897d,L1,syslog_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
SYSLOG_SERVER_LIST_leaf3,syslog_server_list:6a7c231d8b,L1,syslog_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
SYSLOG_SERVER_LIST_pe2,syslog_server_list:3603999311,L1,syslog_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
SYSLOG_SERVER_LIST_leaf15,syslog_server_list:f52655ad5e,L1,syslog_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
SYSLOG_SERVER_LIST_leaf10,syslog_server_list:6c269c1b4e,L1,syslog_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
SYSLOG_SERVER_LIST_p8,syslog_server_list:d61ee73c24,L1,syslog_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
SYSLOG_SERVER_LIST_leaf2,syslog_server_list:6e35c43dba,L1,syslog_server_list,set,MATCH,,"[""10.10.10.1""]","[""10.10.10.1""]",True,1.0,exact
