id,id_v2,level,metric,answer_type,status,reason,replay_answer,dataset_answer,match,score,detail
TRACEROUTE_p4_pe1,traceroute_path:78632978ee,L4,traceroute_path,text,MATCH,,p4 -> p3 -> p2 -> pe1,"""p4 -> p3 -> p2 -> pe1""",True,1.0,exact
TRACEROUTE_p1_pe1,traceroute_path:fcb24bc73d,L4,traceroute_path,text,MATCH,,p1 -> p2 -> pe1,"""p1 -> p2 -> pe1""",True,1.0,exact
TRACEROUTE_pe2_p3,traceroute_path:d74eb314f5,L4,traceroute_path,text,MATCH,,pe2 -> p3,"""pe2 -> p3""",True,1.0,exact
TRACEROUTE_pe1_leaf3,traceroute_path:1195432cf0,L4,traceroute_path,text,MATCH,,pe1,"""pe1""",True,1.0,exact
TRACEROUTE_p1_p3,traceroute_path:85077ea73e,L4,traceroute_path,text,MATCH,,p1 -> p2 -> p3,"""p1 -> p2 -> p3""",True,1.0,exact
TRACEROUTE_leaf2_pe1,traceroute_path:9bcc27e256,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_p1_pe2,traceroute_path:6744d92ed6,L4,traceroute_path,text,MATCH,,p1 -> p2 -> p3 -> pe2,"""p1 -> p2 -> p3 -> pe2""",True,1.0,exact
TRACEROUTE_leaf4_pe1,traceroute_path:18b9916ffa,L4,traceroute_path,text,MATCH,,leaf4 -> pe2,"""leaf4 -> pe2""",True,1.0,exact
TRACEROUTE_leaf4_p2,traceroute_path:1f4e7172ba,L4,traceroute_path,text,MATCH,,leaf4 -> pe2,"""leaf4 -> pe2""",True,1.0,exact
TRACEROUTE_p4_pe2,traceroute_path:e7c77262bd,L4,traceroute_path,text,MATCH,,p4 -> p3 -> pe2,"""p4 -> p3 -> pe2""",True,1.0,exact
TRACEROUTE_pe1_p3,traceroute_path:aebe5a1827,L4,traceroute_path,text,MATCH,,pe1 -> p2 -> p3,"""pe1 -> p2 -> p3""",True,1.0,exact
TRACEROUTE_leaf1_leaf2,traceroute_path:dcc1e8bce1,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_leaf4_pe2,traceroute_path:f63f1a1aec,L4,traceroute_path,text,MATCH,,leaf4 -> pe2,"""leaf4 -> pe2""",True,1.0,exact
TRACEROUTE_leaf2_p3,traceroute_path:04e4b8026d,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_leaf3_p3,traceroute_path:4a9dfb3019,L4,traceroute_path,text,MATCH,,leaf3 -> pe2,"""leaf3 -> pe2""",True,1.0,exact
TRACEROUTE_pe2_p2,traceroute_path:b626af9f4a,L4,traceroute_path,text,MATCH,,pe2 -> p3 -> p2,"""pe2 -> p3 -> p2""",True,1.0,exact
TRACEROUTE_pe2_pe1,traceroute_path:fbdaca0318,L4,traceroute_path,text,MATCH,,pe2 -> p3 -> p2 -> pe1,"""pe2 -> p3 -> p2 -> pe1""",True,1.0,exact
TRACEROUTE_leaf3_p2,traceroute_path:cef5b3f499,L4,traceroute_path,text,MATCH,,leaf3 -> pe2,"""leaf3 -> pe2""",True,1.0,exact
TRACEROUTE_leaf1_p1,traceroute_path:2ecc0b7be5,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_p1_leaf3,traceroute_path:cb0c9dd809,L4,traceroute_path,text,MATCH,,p1,"""p1""",True,1.0,exact
TRACEROUTE_leaf1_pe1,traceroute_path:18efb59f18,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_p4_p3,traceroute_path:9412aeec36,L4,traceroute_path,text,MATCH,,p4 -> p3,"""p4 -> p3""",True,1.0,exact
TRACEROUTE_leaf1_leaf3,traceroute_path:6e7d9f3688,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_leaf1_p3,traceroute_path:0d36366864,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_leaf2_leaf3,traceroute_path:b0c09408f5,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_leaf2_p2,traceroute_path:32c2b3028e,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_leaf4_p1,traceroute_path:2f25e1f7b7,L4,traceroute_path,text,MATCH,,leaf4 -> pe2,"""leaf4 -> pe2""",True,1.0,exact
TRACEROUTE_leaf1_leaf4,traceroute_path:a841e885b9,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_leaf1_p2,traceroute_path:e3d845ce8f,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_pe1_p2,traceroute_path:9963f3154f,L4,traceroute_path,text,MATCH,,pe1 -> p2,"""pe1 -> p2""",True,1.0,exact
REACH_leaf2_p4_ICMP,reachability_status:32d7c2fd71,L4,reachability_status,text,MATCH,,PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_p4_p3_ICMP,reachability_status:4f210a1345,L4,reachability_status,text,MATCH,,PATH: p4 -> p3; REACHABLE: TRUE,"""PATH: p4 -> p3; REACHABLE: TRUE""",True,1.0,exact
REACH_leaf1_p4_TCP,reachability_status:1daf224504,L4,reachability_status,text,MATCH,,PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_leaf1_pe2_ICMP,reachability_status:e88eabca52,L4,reachability_status,text,MATCH,,PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_leaf2_pe1_TCP,reachability_status:b9dd0d638d,L4,reachability_status,text,MATCH,,PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_leaf1_p3_TCP,reachability_status:08b004055d,L4,reachability_status,text,MATCH,,PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_pe2_p2_ICMP,reachability_status:849991099a,L4,reachability_status,text,MATCH,,PATH: pe2 -> p3 -> p2; REACHABLE: TRUE,"""PATH: pe2 -> p3 -> p2; REACHABLE: TRUE""",True,1.0,exact
REACH_leaf2_pe1_ICMP,reachability_status:40c87dad83,L4,reachability_status,text,MATCH,,PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_p1_p4_ICMP,reachability_status:2568f03fd7,L4,reachability_status,text,MATCH,,PATH: p1 -> p4; REACHABLE: TRUE,"""PATH: p1 -> p4; REACHABLE: TRUE""",True,1.0,exact
REACH_leaf1_leaf2_TCP,reachability_status:a2de23c819,L4,reachability_status,text,MATCH,,PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_leaf1_leaf2_ICMP,reachability_status:547d918f4c,L4,reachability_status,text,MATCH,,PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_leaf2_p4_TCP,reachability_status:71bf27c2e6,L4,reachability_status,text,MATCH,,PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_leaf2_leaf4_ICMP,reachability_status:13abff411d,L4,reachability_status,text,MATCH,,PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_p1_leaf3_ICMP,reachability_status:0fc4186b79,L4,reachability_status,text,MATCH,,PATH: p1; REACHABLE: FALSE; REASON: EXTERNAL,"""PATH: p1; REACHABLE: FALSE; REASON: EXTERNAL""",True,1.0,exact
REACH_p4_pe1_ICMP,reachability_status:5024f1bda7,L4,reachability_status,text,MATCH,,PATH: p4 -> p3 -> p2 -> pe1; REACHABLE: TRUE,"""PATH: p4 -> p3 -> p2 -> pe1; REACHABLE: TRUE""",True,1.0,exact
REACH_leaf1_pe1_ICMP,reachability_status:f8e1a01153,L4,reachability_status,text,MATCH,,PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_leaf2_leaf3_TCP,reachability_status:66bc94e464,L4,reachability_status,text,MATCH,,PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_leaf2_p2_ICMP,reachability_status:e8fcafa0b7,L4,reachability_status,text,MATCH,,PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_leaf2_leaf4_TCP,reachability_status:8daa8c3559,L4,reachability_status,text,MATCH,,PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_p4_leaf3_TCP,reachability_status:67e7f94ade,L4,reachability_status,text,MATCH,,PATH: p4; REACHABLE: FALSE; REASON: EXTERNAL,"""PATH: p4; REACHABLE: FALSE; REASON: EXTERNAL""",True,1.0,exact
REACH_leaf2_p1_ICMP,reachability_status:ab4510d703,L4,reachability_status,text,MATCH,,PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_p4_p2_ICMP,reachability_status:fa1bd3f1ca,L4,reachability_status,text,MATCH,,PATH: p4 -> p1 -> p2; REACHABLE: TRUE,"""PATH: p4 -> p1 -> p2; REACHABLE: TRUE""",True,1.0,exact
REACH_leaf1_p4_ICMP,reachability_status:d120150494,L4,reachability_status,text,MATCH,,PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf1 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_leaf4_p4_TCP,reachability_status:538885cc79,L4,reachability_status,text,MATCH,,PATH: leaf4 -> pe2; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf4 -> pe2; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_pe2_p3_TCP,reachability_status:a837f975c1,L4,reachability_status,text,MATCH,,PATH: pe2 -> p3; REACHABLE: TRUE,"""PATH: pe2 -> p3; REACHABLE: TRUE""",True,1.0,exact
REACH_p1_pe1_TCP,reachability_status:a678e73eb2,L4,reachability_status,text,MATCH,,PATH: p1 -> p2 -> pe1; REACHABLE: TRUE,"""PATH: p1 -> p2 -> pe1; REACHABLE: TRUE""",True,1.0,exact
REACH_leaf4_pe2_ICMP,reachability_status:5efc720e14,L4,reachability_status,text,MATCH,,PATH: leaf4 -> pe2; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf4 -> pe2; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_leaf2_p2_TCP,reachability_status:9bb0c7fdec,L4,reachability_status,text,MATCH,,PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE,"""PATH: leaf2 -> pe1; REACHABLE: FALSE; REASON: NO_ROUTE""",True,1.0,exact
REACH_pe1_p3_ICMP,reachability_status:7159d31a72,L4,reachability_status,text,MATCH,,PATH: pe1 -> p2 -> p3; REACHABLE: TRUE,"""PATH: pe1 -> p2 -> p3; REACHABLE: TRUE""",True,1.0,exact
REACH_p1_pe2_TCP,reachability_status:4a9cfd11ec,L4,reachability_status,text,MATCH,,PATH: p1 -> p2 -> p3 -> pe2; REACHABLE: TRUE,"""PATH: p1 -> p2 -> p3 -> pe2; REACHABLE: TRUE""",True,1.0,exact
LOOP_DETECTION_GLOBAL,loop_detection:566d4b6821,L4,loop_detection,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
ACL_BLOCKING_leaf4_leaf3,acl_blocking_point:5ff505b6fa,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_leaf4_p2,acl_blocking_point:adbcb89d90,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_leaf4_pe2,acl_blocking_point:d7e8580ed8,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_leaf3_p3,acl_blocking_point:8413d3291a,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_leaf1_p4,acl_blocking_point:1daf224504,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_leaf2_leaf4,acl_blocking_point:8daa8c3559,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_p1_p2,acl_blocking_point:00aeb3ceb2,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_p4_p2,acl_blocking_point:1d0ca1d64e,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_leaf3_p3__2081aa9b,acl_blocking_point:2081aa9b00,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
ACL_BLOCKING_leaf2_leaf3,acl_blocking_point:66bc94e464,L4,acl_blocking_point,text,MATCH,,ALLOWED,"""ALLOWED""",True,1.0,exact
BOUNDED_PATH_leaf4_p4,bounded_path_length:f7cfd4552b,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf2_leaf4,bounded_path_length:206c768141,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p1_p3,bounded_path_length:85077ea73e,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_leaf1_pe1,bounded_path_length:18efb59f18,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p1_p2,bounded_path_length:820e23e546,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf1_leaf2,bounded_path_length:dcc1e8bce1,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p4_pe1,bounded_path_length:78632978ee,L4,bounded_path_length,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
BOUNDED_PATH_leaf4_pe2,bounded_path_length:f63f1a1aec,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf1_pe2,bounded_path_length:7964e34ebc,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf2_p4,bounded_path_length:005bb01dd2,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe2_p3,bounded_path_length:d74eb314f5,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf1_p1,bounded_path_length:2ecc0b7be5,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf2_p3,bounded_path_length:04e4b8026d,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf3_p2,bounded_path_length:cef5b3f499,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf4_p1,bounded_path_length:2f25e1f7b7,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p4_p2,bounded_path_length:671ab3f535,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_leaf1_p2,bounded_path_length:e3d845ce8f,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p1_p4,bounded_path_length:a4b3456479,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf2_p1,bounded_path_length:d622841e18,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe2_pe1,bounded_path_length:fbdaca0318,L4,bounded_path_length,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
BOUNDED_PATH_p1_pe2,bounded_path_length:6744d92ed6,L4,bounded_path_length,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
BOUNDED_PATH_leaf1_p4,bounded_path_length:7286e34e9e,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe1_p2,bounded_path_length:9963f3154f,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf4_pe1,bounded_path_length:18b9916ffa,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf4_leaf3,bounded_path_length:85cf0a193c,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf1_leaf4,bounded_path_length:a841e885b9,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf4_p3,bounded_path_length:aeabb6b8ee,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p4_leaf3,bounded_path_length:3fa7c5cc3e,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf2_leaf3,bounded_path_length:b0c09408f5,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe2_p2,bounded_path_length:b626af9f4a,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_p2_p3,bounded_path_length:30226e2aad,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf4_p2,bounded_path_length:1f4e7172ba,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p1_leaf3,bounded_path_length:cb0c9dd809,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf3_p3,bounded_path_length:4a9dfb3019,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf1_leaf3,bounded_path_length:6e7d9f3688,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf2_pe2,bounded_path_length:375210ff44,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p1_pe1,bounded_path_length:fcb24bc73d,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_pe1_leaf3,bounded_path_length:1195432cf0,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf2_p2,bounded_path_length:32c2b3028e,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p4_pe2,bounded_path_length:e7c77262bd,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_pe1_p3,bounded_path_length:aebe5a1827,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_pe2_leaf3,bounded_path_length:1e09853abb,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf1_p3,bounded_path_length:0d36366864,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p4_p3,bounded_path_length:9412aeec36,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf2_pe1,bounded_path_length:9bcc27e256,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BLACKHOLE_DETECTION_GLOBAL,blackhole_destination_list:566d4b6821,L4,blackhole_destination_list,set,MATCH,,[],[],True,1.0,both_empty
WAYPOINT_leaf1_p3_leaf1,waypoint_traversal_path:5fae62c342,L4,waypoint_traversal_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
WAYPOINT_leaf1_p3_leaf2,waypoint_traversal_path:cb669c56f7,L4,waypoint_traversal_path,text,MATCH,,NOT_TRAVERSED,"""NOT_TRAVERSED""",True,1.0,exact
WAYPOINT_leaf1_p3_leaf4,waypoint_traversal_path:d69b8a154a,L4,waypoint_traversal_path,text,MATCH,,NOT_TRAVERSED,"""NOT_TRAVERSED""",True,1.0,exact
WAYPOINT_leaf1_p3_p1,waypoint_traversal_path:93cab53eeb,L4,waypoint_traversal_path,text,MATCH,,NOT_TRAVERSED,"""NOT_TRAVERSED""",True,1.0,exact
WAYPOINT_leaf1_p3_p4,waypoint_traversal_path:c42711dc1a,L4,waypoint_traversal_path,text,MATCH,,NOT_TRAVERSED,"""NOT_TRAVERSED""",True,1.0,exact
ISOLATION_VRF_AI_VRF_BIO,leaked_prefixes_list:dcd97a287e,L4,leaked_prefixes_list,set,MATCH,,[],[],True,1.0,both_empty
ISOLATION_VRF_AI_VRF_HPC,leaked_prefixes_list:24f2a2ea32,L4,leaked_prefixes_list,set,MATCH,,[],[],True,1.0,both_empty
ISOLATION_VRF_AI_default,leaked_prefixes_list:2ffe37a8af,L4,leaked_prefixes_list,set,MATCH,,[],[],True,1.0,both_empty
ISOLATION_VRF_BIO_VRF_HPC,leaked_prefixes_list:6a30df0ab7,L4,leaked_prefixes_list,set,MATCH,,[],[],True,1.0,both_empty
ISOLATION_VRF_BIO_default,leaked_prefixes_list:2d9d2eb04a,L4,leaked_prefixes_list,set,MATCH,,[],[],True,1.0,both_empty
ISOLATION_VRF_HPC_default,leaked_prefixes_list:82022b545d,L4,leaked_prefixes_list,set,MATCH,,[],[],True,1.0,both_empty
ASYMMETRIC_pe2_pe1,asymmetric_path_comparison:ecd955797f,L4,asymmetric_path_comparison,text,MATCH,,"Forward: pe2 -> p3 -> p2 -> pe1, Reverse: pe1 -> p2 -> p3 -> pe2","""Forward: pe2 -> p3 -> p2 -> pe1, Reverse: pe1 -> p2 -> p3 -> pe2""",True,1.0,exact
ASYMMETRIC_pe2_leaf3,asymmetric_path_comparison:0130a8b63d,L4,asymmetric_path_comparison,text,MATCH,,"Forward: pe2, Reverse: leaf3 -> pe2","""Forward: pe2, Reverse: leaf3 -> pe2""",True,1.0,exact
ASYMMETRIC_leaf1_p1,asymmetric_path_comparison:581be9d818,L4,asymmetric_path_comparison,text,MATCH,,"Forward: leaf1 -> pe1, Reverse: p1","""Forward: leaf1 -> pe1, Reverse: p1""",True,1.0,exact
ASYMMETRIC_leaf2_pe2,asymmetric_path_comparison:186817769e,L4,asymmetric_path_comparison,text,MATCH,,"Forward: leaf2 -> pe1, Reverse: pe2","""Forward: leaf2 -> pe1, Reverse: pe2""",True,1.0,exact
ASYMMETRIC_leaf4_pe1,asymmetric_path_comparison:ce38624fbd,L4,asymmetric_path_comparison,text,MATCH,,"Forward: leaf4 -> pe2, Reverse: pe1","""Forward: leaf4 -> pe2, Reverse: pe1""",True,1.0,exact
