id,id_v2,metric,scope,category,level,question,answer_status,answer_type,answer,eval_answer,unknown_reason,evidence,scenario,query_contract,verification_contract,oracle_source,verification_status,quarantine_reason,pipeline_version,files
SYSTEM_HOSTNAME_TEXT_pe2,system_hostname_text:3603999311,system_hostname_text,"{'type': 'DEVICE', 'host': 'pe2'}",System_Inventory,L1,pe2 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""pe2""",pe2,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",,,,builder_core,pending,,db62dec,['pe2.cfg']
SYSTEM_HOSTNAME_TEXT_p3,system_hostname_text:40d255b5d8,system_hostname_text,"{'type': 'DEVICE', 'host': 'p3'}",System_Inventory,L1,p3 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""p3""",p3,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",,,,builder_core,pending,,db62dec,['p3.cfg']
SYSTEM_HOSTNAME_TEXT_leaf2,system_hostname_text:6e35c43dba,system_hostname_text,"{'type': 'DEVICE', 'host': 'leaf2'}",System_Inventory,L1,leaf2 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""leaf2""",leaf2,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",,,,builder_core,pending,,db62dec,['leaf2.cfg']
SYSTEM_HOSTNAME_TEXT_p4,system_hostname_text:8eb660897d,system_hostname_text,"{'type': 'DEVICE', 'host': 'p4'}",System_Inventory,L1,p4 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""p4""",p4,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",,,,builder_core,pending,,db62dec,['p4.cfg']
SYSTEM_HOSTNAME_TEXT_leaf3,system_hostname_text:6a7c231d8b,system_hostname_text,"{'type': 'DEVICE', 'host': 'leaf3'}",System_Inventory,L1,leaf3 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""leaf3""",leaf3,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",,,,builder_core,pending,,db62dec,['leaf3.cfg']
SYSTEM_HOSTNAME_TEXT_pe1,system_hostname_text:4f36bb8808,system_hostname_text,"{'type': 'DEVICE', 'host': 'pe1'}",System_Inventory,L1,pe1 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""pe1""",pe1,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",,,,builder_core,pending,,db62dec,['pe1.cfg']
SYSTEM_HOSTNAME_TEXT_leaf8,system_hostname_text:a81bf37e92,system_hostname_text,"{'type': 'DEVICE', 'host': 'leaf8'}",System_Inventory,L1,leaf8 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""leaf8""",leaf8,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf8""}}",,,,builder_core,pending,,db62dec,['leaf8.cfg']
SYSTEM_HOSTNAME_TEXT_p1,system_hostname_text:980d4425bd,system_hostname_text,"{'type': 'DEVICE', 'host': 'p1'}",System_Inventory,L1,p1 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""p1""",p1,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",,,,builder_core,pending,,db62dec,['p1.cfg']
SYSTEM_HOSTNAME_TEXT_leaf1,system_hostname_text:f3e677391b,system_hostname_text,"{'type': 'DEVICE', 'host': 'leaf1'}",System_Inventory,L1,leaf1 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""leaf1""",leaf1,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",,,,builder_core,pending,,db62dec,['leaf1.cfg']
SYSTEM_HOSTNAME_TEXT_leaf4,system_hostname_text:45a2dbebe1,system_hostname_text,"{'type': 'DEVICE', 'host': 'leaf4'}",System_Inventory,L1,leaf4 장비의 호스트네임은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""leaf4""",leaf4,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_hostname_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",,,,builder_core,pending,,db62dec,['leaf4.cfg']
SYSTEM_VERSION_TEXT_p7,system_version_text:51589f45e8,system_version_text,"{'type': 'DEVICE', 'host': 'p7'}",System_Inventory,L1,p7 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p7""}}",,,,builder_core,pending,,db62dec,['p7.cfg']
SYSTEM_VERSION_TEXT_p1,system_version_text:980d4425bd,system_version_text,"{'type': 'DEVICE', 'host': 'p1'}",System_Inventory,L1,p1 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",,,,builder_core,pending,,db62dec,['p1.cfg']
SYSTEM_VERSION_TEXT_leaf4,system_version_text:45a2dbebe1,system_version_text,"{'type': 'DEVICE', 'host': 'leaf4'}",System_Inventory,L1,leaf4 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",,,,builder_core,pending,,db62dec,['leaf4.cfg']
SYSTEM_VERSION_TEXT_p4,system_version_text:8eb660897d,system_version_text,"{'type': 'DEVICE', 'host': 'p4'}",System_Inventory,L1,p4 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",,,,builder_core,pending,,db62dec,['p4.cfg']
SYSTEM_VERSION_TEXT_p3,system_version_text:40d255b5d8,system_version_text,"{'type': 'DEVICE', 'host': 'p3'}",System_Inventory,L1,p3 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",,,,builder_core,pending,,db62dec,['p3.cfg']
SYSTEM_VERSION_TEXT_pe1,system_version_text:4f36bb8808,system_version_text,"{'type': 'DEVICE', 'host': 'pe1'}",System_Inventory,L1,pe1 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",,,,builder_core,pending,,db62dec,['pe1.cfg']
SYSTEM_VERSION_TEXT_leaf2,system_version_text:6e35c43dba,system_version_text,"{'type': 'DEVICE', 'host': 'leaf2'}",System_Inventory,L1,leaf2 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",,,,builder_core,pending,,db62dec,['leaf2.cfg']
SYSTEM_VERSION_TEXT_p5,system_version_text:5991ac5b4f,system_version_text,"{'type': 'DEVICE', 'host': 'p5'}",System_Inventory,L1,p5 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p5""}}",,,,builder_core,pending,,db62dec,['p5.cfg']
SYSTEM_VERSION_TEXT_leaf6,system_version_text:0f4017add8,system_version_text,"{'type': 'DEVICE', 'host': 'leaf6'}",System_Inventory,L1,leaf6 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf6""}}",,,,builder_core,pending,,db62dec,['leaf6.cfg']
SYSTEM_VERSION_TEXT_pe3,system_version_text:6ad90347c4,system_version_text,"{'type': 'DEVICE', 'host': 'pe3'}",System_Inventory,L1,pe3 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe3""}}",,,,builder_core,pending,,db62dec,['pe3.cfg']
SYSTEM_VERSION_TEXT_leaf3,system_version_text:6a7c231d8b,system_version_text,"{'type': 'DEVICE', 'host': 'leaf3'}",System_Inventory,L1,leaf3 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",,,,builder_core,pending,,db62dec,['leaf3.cfg']
SYSTEM_VERSION_TEXT_leaf1,system_version_text:f3e677391b,system_version_text,"{'type': 'DEVICE', 'host': 'leaf1'}",System_Inventory,L1,leaf1 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",,,,builder_core,pending,,db62dec,['leaf1.cfg']
SYSTEM_VERSION_TEXT_leaf5,system_version_text:c889ccb7cb,system_version_text,"{'type': 'DEVICE', 'host': 'leaf5'}",System_Inventory,L1,leaf5 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf5""}}",,,,builder_core,pending,,db62dec,['leaf5.cfg']
SYSTEM_VERSION_TEXT_p2,system_version_text:f84ad4329a,system_version_text,"{'type': 'DEVICE', 'host': 'p2'}",System_Inventory,L1,p2 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",,,,builder_core,pending,,db62dec,['p2.cfg']
SYSTEM_VERSION_TEXT_p8,system_version_text:d61ee73c24,system_version_text,"{'type': 'DEVICE', 'host': 'p8'}",System_Inventory,L1,p8 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p8""}}",,,,builder_core,pending,,db62dec,['p8.cfg']
SYSTEM_VERSION_TEXT_leaf8,system_version_text:a81bf37e92,system_version_text,"{'type': 'DEVICE', 'host': 'leaf8'}",System_Inventory,L1,leaf8 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf8""}}",,,,builder_core,pending,,db62dec,['leaf8.cfg']
SYSTEM_VERSION_TEXT_p6,system_version_text:e05ff65dc3,system_version_text,"{'type': 'DEVICE', 'host': 'p6'}",System_Inventory,L1,p6 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p6""}}",,,,builder_core,pending,,db62dec,['p6.cfg']
SYSTEM_VERSION_TEXT_pe4,system_version_text:a2fc790735,system_version_text,"{'type': 'DEVICE', 'host': 'pe4'}",System_Inventory,L1,pe4 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe4""}}",,,,builder_core,pending,,db62dec,['pe4.cfg']
SYSTEM_VERSION_TEXT_leaf7,system_version_text:66e16ac9ac,system_version_text,"{'type': 'DEVICE', 'host': 'leaf7'}",System_Inventory,L1,leaf7 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf7""}}",,,,builder_core,pending,,db62dec,['leaf7.cfg']
SYSTEM_VERSION_TEXT_pe2,system_version_text:3603999311,system_version_text,"{'type': 'DEVICE', 'host': 'pe2'}",System_Inventory,L1,pe2 장비의 운영체제(OS) 버전은 무엇입니까? [답변 형식: 정확한 값만],OK,text,"""15.7""",15.7,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_version_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",,,,builder_core,pending,,db62dec,['pe2.cfg']
SYSTEM_TIMEZONE_TEXT_p2,system_timezone_text:f84ad4329a,system_timezone_text,"{'type': 'DEVICE', 'host': 'p2'}",System_Inventory,L1,p2 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",,,,builder_core,pending,,db62dec,['p2.cfg']
SYSTEM_TIMEZONE_TEXT_leaf1,system_timezone_text:f3e677391b,system_timezone_text,"{'type': 'DEVICE', 'host': 'leaf1'}",System_Inventory,L1,leaf1 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",,,,builder_core,pending,,db62dec,['leaf1.cfg']
SYSTEM_TIMEZONE_TEXT_pe4,system_timezone_text:a2fc790735,system_timezone_text,"{'type': 'DEVICE', 'host': 'pe4'}",System_Inventory,L1,pe4 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe4""}}",,,,builder_core,pending,,db62dec,['pe4.cfg']
SYSTEM_TIMEZONE_TEXT_leaf3,system_timezone_text:6a7c231d8b,system_timezone_text,"{'type': 'DEVICE', 'host': 'leaf3'}",System_Inventory,L1,leaf3 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",,,,builder_core,pending,,db62dec,['leaf3.cfg']
SYSTEM_TIMEZONE_TEXT_p6,system_timezone_text:e05ff65dc3,system_timezone_text,"{'type': 'DEVICE', 'host': 'p6'}",System_Inventory,L1,p6 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p6""}}",,,,builder_core,pending,,db62dec,['p6.cfg']
SYSTEM_TIMEZONE_TEXT_leaf6,system_timezone_text:0f4017add8,system_timezone_text,"{'type': 'DEVICE', 'host': 'leaf6'}",System_Inventory,L1,leaf6 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf6""}}",,,,builder_core,pending,,db62dec,['leaf6.cfg']
SYSTEM_TIMEZONE_TEXT_p3,system_timezone_text:40d255b5d8,system_timezone_text,"{'type': 'DEVICE', 'host': 'p3'}",System_Inventory,L1,p3 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",,,,builder_core,pending,,db62dec,['p3.cfg']
SYSTEM_TIMEZONE_TEXT_leaf5,system_timezone_text:c889ccb7cb,system_timezone_text,"{'type': 'DEVICE', 'host': 'leaf5'}",System_Inventory,L1,leaf5 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf5""}}",,,,builder_core,pending,,db62dec,['leaf5.cfg']
SYSTEM_TIMEZONE_TEXT_p5,system_timezone_text:5991ac5b4f,system_timezone_text,"{'type': 'DEVICE', 'host': 'p5'}",System_Inventory,L1,p5 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p5""}}",,,,builder_core,pending,,db62dec,['p5.cfg']
SYSTEM_TIMEZONE_TEXT_p7,system_timezone_text:51589f45e8,system_timezone_text,"{'type': 'DEVICE', 'host': 'p7'}",System_Inventory,L1,p7 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p7""}}",,,,builder_core,pending,,db62dec,['p7.cfg']
SYSTEM_TIMEZONE_TEXT_leaf7,system_timezone_text:66e16ac9ac,system_timezone_text,"{'type': 'DEVICE', 'host': 'leaf7'}",System_Inventory,L1,leaf7 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf7""}}",,,,builder_core,pending,,db62dec,['leaf7.cfg']
SYSTEM_TIMEZONE_TEXT_p8,system_timezone_text:d61ee73c24,system_timezone_text,"{'type': 'DEVICE', 'host': 'p8'}",System_Inventory,L1,p8 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p8""}}",,,,builder_core,pending,,db62dec,['p8.cfg']
SYSTEM_TIMEZONE_TEXT_pe1,system_timezone_text:4f36bb8808,system_timezone_text,"{'type': 'DEVICE', 'host': 'pe1'}",System_Inventory,L1,pe1 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",,,,builder_core,pending,,db62dec,['pe1.cfg']
SYSTEM_TIMEZONE_TEXT_leaf8,system_timezone_text:a81bf37e92,system_timezone_text,"{'type': 'DEVICE', 'host': 'leaf8'}",System_Inventory,L1,leaf8 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf8""}}",,,,builder_core,pending,,db62dec,['leaf8.cfg']
SYSTEM_TIMEZONE_TEXT_pe2,system_timezone_text:3603999311,system_timezone_text,"{'type': 'DEVICE', 'host': 'pe2'}",System_Inventory,L1,pe2 장비의 시간대(Timezone)는 무엇입니까? [답변 형식: 설정값 또는 null],OK,text,"""KST 9""",KST 9,,"{""snapshot"": ""LabB_NCN_Basic_SP_20nodes"", ""metric"": ""system_timezone_text"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",,,,builder_core,pending,,db62dec,['pe2.cfg']
