id,id_v2,level,metric,answer_type,status,reason,replay_answer,dataset_answer,match,score,detail
TRACEROUTE_p2_p3,traceroute_path:30226e2aad,L4,traceroute_path,text,MATCH,,p2 -> p1 -> p3,"""p2 -> p1 -> p3""",True,1.0,exact
TRACEROUTE_leaf6_p8,traceroute_path:f94c2239cb,L4,traceroute_path,text,MATCH,,leaf6 -> pe3,"""leaf6 -> pe3""",True,1.0,exact
TRACEROUTE_leaf7_leaf3,traceroute_path:7fa00d2c00,L4,traceroute_path,text,MATCH,,leaf7 -> pe4,"""leaf7 -> pe4""",True,1.0,exact
TRACEROUTE_p5_leaf7,traceroute_path:49240e2a0c,L4,traceroute_path,text,MATCH,,p5,"""p5""",True,1.0,exact
TRACEROUTE_p3_leaf1,traceroute_path:eb2cfb801a,L4,traceroute_path,text,MATCH,,p3,"""p3""",True,1.0,exact
TRACEROUTE_leaf5_pe2,traceroute_path:1e56283a12,L4,traceroute_path,text,MATCH,,leaf5 -> pe3,"""leaf5 -> pe3""",True,1.0,exact
TRACEROUTE_p3_leaf4,traceroute_path:3f3d01e778,L4,traceroute_path,text,MATCH,,p3,"""p3""",True,1.0,exact
TRACEROUTE_p5_pe4,traceroute_path:457f65dce8,L4,traceroute_path,text,MATCH,,p5 -> p6 -> pe4,"""p5 -> p6 -> pe4""",True,1.0,exact
TRACEROUTE_p2_p4,traceroute_path:cae2d59863,L4,traceroute_path,text,MATCH,,p2 -> p4,"""p2 -> p4""",True,1.0,exact
TRACEROUTE_p3_leaf3,traceroute_path:9368949ec2,L4,traceroute_path,text,MATCH,,p3,"""p3""",True,1.0,exact
TRACEROUTE_p5_leaf4,traceroute_path:9847c5795a,L4,traceroute_path,text,MATCH,,p5,"""p5""",True,1.0,exact
TRACEROUTE_p8_pe2,traceroute_path:b16b676898,L4,traceroute_path,text,MATCH,,p8 -> p7 -> p6 -> p5 -> p3 -> p1 -> p2 -> pe2,"""p8 -> p7 -> p6 -> p5 -> p3 -> p1 -> p2 -> pe2""",True,1.0,exact
TRACEROUTE_pe3_leaf1,traceroute_path:b352256208,L4,traceroute_path,text,MATCH,,pe3,"""pe3""",True,1.0,exact
TRACEROUTE_p5_p4,traceroute_path:c3319f618a,L4,traceroute_path,text,MATCH,,p5 -> p3 -> p4,"""p5 -> p3 -> p4""",True,1.0,exact
TRACEROUTE_leaf8_pe1,traceroute_path:25a364cd01,L4,traceroute_path,text,MATCH,,leaf8 -> pe4,"""leaf8 -> pe4""",True,1.0,exact
TRACEROUTE_p3_p7,traceroute_path:5be06367bd,L4,traceroute_path,text,MATCH,,p3 -> p5 -> p6 -> p7,"""p3 -> p5 -> p6 -> p7""",True,1.0,exact
TRACEROUTE_leaf4_pe1,traceroute_path:18b9916ffa,L4,traceroute_path,text,MATCH,,leaf4 -> pe2,"""leaf4 -> pe2""",True,1.0,exact
TRACEROUTE_pe3_p1,traceroute_path:bc9819fc09,L4,traceroute_path,text,MATCH,,pe3 -> p5 -> p3 -> p1,"""pe3 -> p5 -> p3 -> p1""",True,1.0,exact
TRACEROUTE_leaf7_pe2,traceroute_path:0b74d64daf,L4,traceroute_path,text,MATCH,,leaf7 -> pe4,"""leaf7 -> pe4""",True,1.0,exact
TRACEROUTE_p8_leaf3,traceroute_path:281f1723e5,L4,traceroute_path,text,MATCH,,p8,"""p8""",True,1.0,exact
TRACEROUTE_p5_pe1,traceroute_path:77759921fc,L4,traceroute_path,text,MATCH,,p5 -> p3 -> p1 -> pe1,"""p5 -> p3 -> p1 -> pe1""",True,1.0,exact
TRACEROUTE_leaf6_leaf5,traceroute_path:874bcbb4c1,L4,traceroute_path,text,MATCH,,leaf6 -> pe3,"""leaf6 -> pe3""",True,1.0,exact
TRACEROUTE_pe2_p7,traceroute_path:14a049dbf2,L4,traceroute_path,text,MATCH,,pe2 -> p4 -> p3 -> p5 -> p6 -> p7,"""pe2 -> p4 -> p3 -> p5 -> p6 -> p7""",True,1.0,exact
TRACEROUTE_leaf6_p1,traceroute_path:0c37d1c4c3,L4,traceroute_path,text,MATCH,,leaf6 -> pe3,"""leaf6 -> pe3""",True,1.0,exact
TRACEROUTE_leaf8_p1,traceroute_path:00370bebef,L4,traceroute_path,text,MATCH,,leaf8 -> pe4,"""leaf8 -> pe4""",True,1.0,exact
TRACEROUTE_leaf2_leaf1,traceroute_path:7d5796575d,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_leaf1_p1,traceroute_path:2ecc0b7be5,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_leaf4_p7,traceroute_path:bf95de194a,L4,traceroute_path,text,MATCH,,leaf4 -> pe2,"""leaf4 -> pe2""",True,1.0,exact
TRACEROUTE_leaf4_p6,traceroute_path:063f779794,L4,traceroute_path,text,MATCH,,leaf4 -> pe2,"""leaf4 -> pe2""",True,1.0,exact
TRACEROUTE_leaf2_pe2,traceroute_path:375210ff44,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_p2_p8,traceroute_path:0c1af22a6f,L4,traceroute_path,text,MATCH,,p2 -> p1 -> p3 -> p5 -> p6 -> p7 -> p8,"""p2 -> p1 -> p3 -> p5 -> p6 -> p7 -> p8""",True,1.0,exact
TRACEROUTE_leaf4_p4,traceroute_path:f7cfd4552b,L4,traceroute_path,text,MATCH,,leaf4 -> pe2,"""leaf4 -> pe2""",True,1.0,exact
TRACEROUTE_p2_leaf7,traceroute_path:659f26ebd4,L4,traceroute_path,text,MATCH,,p2,"""p2""",True,1.0,exact
TRACEROUTE_pe3_p6,traceroute_path:dfcdb86c8b,L4,traceroute_path,text,MATCH,,pe3 -> p5 -> p6,"""pe3 -> p5 -> p6""",True,1.0,exact
TRACEROUTE_leaf6_leaf3,traceroute_path:ca1cc4744e,L4,traceroute_path,text,MATCH,,leaf6 -> pe3,"""leaf6 -> pe3""",True,1.0,exact
TRACEROUTE_leaf2_p7,traceroute_path:b602d1febf,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_leaf5_p2,traceroute_path:8f4a2810d3,L4,traceroute_path,text,MATCH,,leaf5 -> pe3,"""leaf5 -> pe3""",True,1.0,exact
TRACEROUTE_leaf6_pe2,traceroute_path:c806acee96,L4,traceroute_path,text,MATCH,,leaf6 -> pe3,"""leaf6 -> pe3""",True,1.0,exact
TRACEROUTE_pe1_p6,traceroute_path:ca0ab732a8,L4,traceroute_path,text,MATCH,,pe1 -> p1 -> p3 -> p5 -> p6,"""pe1 -> p1 -> p3 -> p5 -> p6""",True,1.0,exact
TRACEROUTE_leaf8_p7,traceroute_path:285ca7164f,L4,traceroute_path,text,MATCH,,leaf8 -> pe4,"""leaf8 -> pe4""",True,1.0,exact
TRACEROUTE_p8_p7,traceroute_path:742c520d36,L4,traceroute_path,text,MATCH,,p8 -> p7,"""p8 -> p7""",True,1.0,exact
TRACEROUTE_p3_pe2,traceroute_path:35f1588bfd,L4,traceroute_path,text,MATCH,,p3 -> p1 -> p2 -> pe2,"""p3 -> p1 -> p2 -> pe2""",True,1.0,exact
TRACEROUTE_p8_pe1,traceroute_path:56b7208490,L4,traceroute_path,text,MATCH,,p8 -> p7 -> p6 -> p5 -> p3 -> p1 -> pe1,"""p8 -> p7 -> p6 -> p5 -> p3 -> p1 -> pe1""",True,1.0,exact
TRACEROUTE_p5_pe3,traceroute_path:60107833ec,L4,traceroute_path,text,MATCH,,p5 -> pe3,"""p5 -> pe3""",True,1.0,exact
TRACEROUTE_pe3_p7,traceroute_path:d54dd7b7a5,L4,traceroute_path,text,MATCH,,pe3 -> p5 -> p6 -> p7,"""pe3 -> p5 -> p6 -> p7""",True,1.0,exact
TRACEROUTE_leaf7_p1,traceroute_path:7f73c21e00,L4,traceroute_path,text,MATCH,,leaf7 -> pe4,"""leaf7 -> pe4""",True,1.0,exact
TRACEROUTE_p3_p8,traceroute_path:902609e3e3,L4,traceroute_path,text,MATCH,,p3 -> p5 -> p6 -> p7 -> p8,"""p3 -> p5 -> p6 -> p7 -> p8""",True,1.0,exact
TRACEROUTE_p8_p6,traceroute_path:eb7dcffe58,L4,traceroute_path,text,MATCH,,p8 -> p7 -> p6,"""p8 -> p7 -> p6""",True,1.0,exact
TRACEROUTE_p5_p1,traceroute_path:3c425a34c3,L4,traceroute_path,text,MATCH,,p5 -> p3 -> p1,"""p5 -> p3 -> p1""",True,1.0,exact
TRACEROUTE_p5_leaf8,traceroute_path:afb0b3f05e,L4,traceroute_path,text,MATCH,,p5,"""p5""",True,1.0,exact
TRACEROUTE_pe4_pe2,traceroute_path:f0b0344542,L4,traceroute_path,text,MATCH,,pe4 -> p6 -> p5 -> p3 -> p1 -> p2 -> pe2,"""pe4 -> p6 -> p5 -> p3 -> p1 -> p2 -> pe2""",True,1.0,exact
TRACEROUTE_leaf7_leaf4,traceroute_path:39352a8642,L4,traceroute_path,text,MATCH,,leaf7 -> pe4,"""leaf7 -> pe4""",True,1.0,exact
TRACEROUTE_leaf5_leaf1,traceroute_path:ae8cc47c8d,L4,traceroute_path,text,MATCH,,leaf5 -> pe3,"""leaf5 -> pe3""",True,1.0,exact
TRACEROUTE_leaf6_p7,traceroute_path:7078fb371d,L4,traceroute_path,text,MATCH,,leaf6 -> pe3,"""leaf6 -> pe3""",True,1.0,exact
TRACEROUTE_leaf8_leaf3,traceroute_path:6cdf5085f3,L4,traceroute_path,text,MATCH,,leaf8 -> pe4,"""leaf8 -> pe4""",True,1.0,exact
TRACEROUTE_pe4_pe1,traceroute_path:03c72f90f1,L4,traceroute_path,text,MATCH,,pe4 -> p6 -> p5 -> p3 -> p1 -> pe1,"""pe4 -> p6 -> p5 -> p3 -> p1 -> pe1""",True,1.0,exact
TRACEROUTE_pe4_p4,traceroute_path:c727d06a9c,L4,traceroute_path,text,MATCH,,pe4 -> p6 -> p5 -> p3 -> p4,"""pe4 -> p6 -> p5 -> p3 -> p4""",True,1.0,exact
TRACEROUTE_p3_pe1,traceroute_path:544602da76,L4,traceroute_path,text,MATCH,,p3 -> p1 -> pe1,"""p3 -> p1 -> pe1""",True,1.0,exact
TRACEROUTE_p8_p4,traceroute_path:f24c3903f4,L4,traceroute_path,text,MATCH,,p8 -> p7 -> p6 -> p5 -> p3 -> p4,"""p8 -> p7 -> p6 -> p5 -> p3 -> p4""",True,1.0,exact
TRACEROUTE_pe3_pe4,traceroute_path:da6e620c65,L4,traceroute_path,text,MATCH,,pe3 -> p5 -> p6 -> pe4,"""pe3 -> p5 -> p6 -> pe4""",True,1.0,exact
TRACEROUTE_leaf3_pe2,traceroute_path:804a6fbba1,L4,traceroute_path,text,MATCH,,leaf3 -> pe2,"""leaf3 -> pe2""",True,1.0,exact
TRACEROUTE_p8_pe3,traceroute_path:e102c04ffb,L4,traceroute_path,text,MATCH,,p8 -> p7 -> p6 -> p5 -> pe3,"""p8 -> p7 -> p6 -> p5 -> pe3""",True,1.0,exact
TRACEROUTE_leaf5_leaf4,traceroute_path:126eb52afe,L4,traceroute_path,text,MATCH,,leaf5 -> pe3,"""leaf5 -> pe3""",True,1.0,exact
TRACEROUTE_p6_leaf1,traceroute_path:ffbf144cc9,L4,traceroute_path,text,MATCH,,p6,"""p6""",True,1.0,exact
TRACEROUTE_p5_leaf3,traceroute_path:406c659628,L4,traceroute_path,text,MATCH,,p5,"""p5""",True,1.0,exact
TRACEROUTE_p2_p1,traceroute_path:d8b11d6db2,L4,traceroute_path,text,MATCH,,p2 -> p1,"""p2 -> p1""",True,1.0,exact
TRACEROUTE_leaf3_leaf1,traceroute_path:dadd1a0b45,L4,traceroute_path,text,MATCH,,leaf3 -> pe2,"""leaf3 -> pe2""",True,1.0,exact
TRACEROUTE_leaf6_leaf2,traceroute_path:d040d6b796,L4,traceroute_path,text,MATCH,,leaf6 -> pe3,"""leaf6 -> pe3""",True,1.0,exact
TRACEROUTE_leaf5_pe4,traceroute_path:b0e9755cb0,L4,traceroute_path,text,MATCH,,leaf5 -> pe3,"""leaf5 -> pe3""",True,1.0,exact
TRACEROUTE_p6_pe2,traceroute_path:23b3e6797d,L4,traceroute_path,text,MATCH,,p6 -> p5 -> p3 -> p1 -> p2 -> pe2,"""p6 -> p5 -> p3 -> p1 -> p2 -> pe2""",True,1.0,exact
TRACEROUTE_p2_pe3,traceroute_path:f7e77d5fd3,L4,traceroute_path,text,MATCH,,p2 -> p1 -> p3 -> p5 -> pe3,"""p2 -> p1 -> p3 -> p5 -> pe3""",True,1.0,exact
TRACEROUTE_pe3_leaf3,traceroute_path:b770563a94,L4,traceroute_path,text,MATCH,,pe3,"""pe3""",True,1.0,exact
TRACEROUTE_p1_p7,traceroute_path:2a84c23ef3,L4,traceroute_path,text,MATCH,,p1 -> p3 -> p5 -> p6 -> p7,"""p1 -> p3 -> p5 -> p6 -> p7""",True,1.0,exact
TRACEROUTE_leaf8_pe4,traceroute_path:b6b4afc2a5,L4,traceroute_path,text,MATCH,,leaf8 -> pe4,"""leaf8 -> pe4""",True,1.0,exact
TRACEROUTE_leaf4_pe4,traceroute_path:7684c11d4f,L4,traceroute_path,text,MATCH,,leaf4 -> pe2,"""leaf4 -> pe2""",True,1.0,exact
TRACEROUTE_p5_p7,traceroute_path:49980fa62a,L4,traceroute_path,text,MATCH,,p5 -> p6 -> p7,"""p5 -> p6 -> p7""",True,1.0,exact
TRACEROUTE_pe4_p7,traceroute_path:9b7ae36454,L4,traceroute_path,text,MATCH,,pe4 -> p6 -> p7,"""pe4 -> p6 -> p7""",True,1.0,exact
TRACEROUTE_p2_p6,traceroute_path:d21a620f4e,L4,traceroute_path,text,MATCH,,p2 -> p1 -> p3 -> p5 -> p6,"""p2 -> p1 -> p3 -> p5 -> p6""",True,1.0,exact
TRACEROUTE_leaf8_pe2,traceroute_path:2748791abd,L4,traceroute_path,text,MATCH,,leaf8 -> pe4,"""leaf8 -> pe4""",True,1.0,exact
TRACEROUTE_pe3_p4,traceroute_path:087dfea6ee,L4,traceroute_path,text,MATCH,,pe3 -> p5 -> p3 -> p4,"""pe3 -> p5 -> p3 -> p4""",True,1.0,exact
TRACEROUTE_leaf7_leaf1,traceroute_path:35b0654190,L4,traceroute_path,text,MATCH,,leaf7 -> pe4,"""leaf7 -> pe4""",True,1.0,exact
TRACEROUTE_leaf2_p6,traceroute_path:64f66e428c,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_p3_p4,traceroute_path:9dec9e657b,L4,traceroute_path,text,MATCH,,p3 -> p4,"""p3 -> p4""",True,1.0,exact
TRACEROUTE_leaf5_p8,traceroute_path:176336e911,L4,traceroute_path,text,MATCH,,leaf5 -> pe3,"""leaf5 -> pe3""",True,1.0,exact
TRACEROUTE_leaf8_leaf4,traceroute_path:045cb0c22a,L4,traceroute_path,text,MATCH,,leaf8 -> pe4,"""leaf8 -> pe4""",True,1.0,exact
TRACEROUTE_p8_pe4,traceroute_path:cd8f6b062c,L4,traceroute_path,text,MATCH,,p8 -> pe4,"""p8 -> pe4""",True,1.0,exact
TRACEROUTE_leaf6_leaf4,traceroute_path:86e6dc4398,L4,traceroute_path,text,MATCH,,leaf6 -> pe3,"""leaf6 -> pe3""",True,1.0,exact
TRACEROUTE_p8_p1,traceroute_path:7d5c40203e,L4,traceroute_path,text,MATCH,,p8 -> p7 -> p6 -> p5 -> p3 -> p1,"""p8 -> p7 -> p6 -> p5 -> p3 -> p1""",True,1.0,exact
TRACEROUTE_leaf3_p6,traceroute_path:9c54803a2e,L4,traceroute_path,text,MATCH,,leaf3 -> pe2,"""leaf3 -> pe2""",True,1.0,exact
TRACEROUTE_leaf2_leaf4,traceroute_path:206c768141,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_leaf5_p1,traceroute_path:d31f5115e3,L4,traceroute_path,text,MATCH,,leaf5 -> pe3,"""leaf5 -> pe3""",True,1.0,exact
TRACEROUTE_leaf2_p5,traceroute_path:c0bb49ee38,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_p6_p4,traceroute_path:6bdc2f62d5,L4,traceroute_path,text,MATCH,,p6 -> p5 -> p3 -> p4,"""p6 -> p5 -> p3 -> p4""",True,1.0,exact
TRACEROUTE_p2_leaf3,traceroute_path:571450bedf,L4,traceroute_path,text,MATCH,,p2,"""p2""",True,1.0,exact
TRACEROUTE_p2_pe1,traceroute_path:c95ac20bb8,L4,traceroute_path,text,MATCH,,p2 -> p1 -> pe1,"""p2 -> p1 -> pe1""",True,1.0,exact
TRACEROUTE_leaf8_leaf1,traceroute_path:e96804595d,L4,traceroute_path,text,MATCH,,leaf8 -> pe4,"""leaf8 -> pe4""",True,1.0,exact
TRACEROUTE_p2_pe4,traceroute_path:d58fbe60d1,L4,traceroute_path,text,MATCH,,p2 -> p1 -> p3 -> p5 -> p6 -> pe4,"""p2 -> p1 -> p3 -> p5 -> p6 -> pe4""",True,1.0,exact
TRACEROUTE_p5_p6,traceroute_path:ff57634105,L4,traceroute_path,text,MATCH,,p5 -> p6,"""p5 -> p6""",True,1.0,exact
TRACEROUTE_p8_leaf1,traceroute_path:d6816d7cf2,L4,traceroute_path,text,MATCH,,p8,"""p8""",True,1.0,exact
TRACEROUTE_leaf8_p4,traceroute_path:ae041327ae,L4,traceroute_path,text,MATCH,,leaf8 -> pe4,"""leaf8 -> pe4""",True,1.0,exact
TRACEROUTE_leaf3_pe1,traceroute_path:fafe9a2341,L4,traceroute_path,text,MATCH,,leaf3 -> pe2,"""leaf3 -> pe2""",True,1.0,exact
TRACEROUTE_leaf4_pe2,traceroute_path:f63f1a1aec,L4,traceroute_path,text,MATCH,,leaf4 -> pe2,"""leaf4 -> pe2""",True,1.0,exact
TRACEROUTE_leaf5_leaf8,traceroute_path:4485fff6f0,L4,traceroute_path,text,MATCH,,leaf5 -> pe3,"""leaf5 -> pe3""",True,1.0,exact
TRACEROUTE_pe1_p1,traceroute_path:00c5947fe1,L4,traceroute_path,text,MATCH,,pe1 -> p1,"""pe1 -> p1""",True,1.0,exact
TRACEROUTE_pe4_leaf1,traceroute_path:7f17a328e7,L4,traceroute_path,text,MATCH,,pe4,"""pe4""",True,1.0,exact
TRACEROUTE_p8_leaf7,traceroute_path:5b16122db5,L4,traceroute_path,text,MATCH,,p8,"""p8""",True,1.0,exact
TRACEROUTE_p3_leaf8,traceroute_path:dc44af5da0,L4,traceroute_path,text,MATCH,,p3,"""p3""",True,1.0,exact
TRACEROUTE_leaf7_p7,traceroute_path:ef3b4faaa3,L4,traceroute_path,text,MATCH,,leaf7 -> pe4,"""leaf7 -> pe4""",True,1.0,exact
TRACEROUTE_leaf6_p4,traceroute_path:8e2c8c7fa6,L4,traceroute_path,text,MATCH,,leaf6 -> pe3,"""leaf6 -> pe3""",True,1.0,exact
TRACEROUTE_p2_pe2,traceroute_path:cd50cb155b,L4,traceroute_path,text,MATCH,,p2 -> pe2,"""p2 -> pe2""",True,1.0,exact
TRACEROUTE_leaf2_pe1,traceroute_path:9bcc27e256,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_p8_leaf4,traceroute_path:54fb1519a7,L4,traceroute_path,text,MATCH,,p8,"""p8""",True,1.0,exact
TRACEROUTE_leaf5_p3,traceroute_path:1cb6a28374,L4,traceroute_path,text,MATCH,,leaf5 -> pe3,"""leaf5 -> pe3""",True,1.0,exact
TRACEROUTE_leaf2_p1,traceroute_path:d622841e18,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_leaf5_p6,traceroute_path:c5c8bb01ef,L4,traceroute_path,text,MATCH,,leaf5 -> pe3,"""leaf5 -> pe3""",True,1.0,exact
TRACEROUTE_leaf7_pe4,traceroute_path:52b434bfc4,L4,traceroute_path,text,MATCH,,leaf7 -> pe4,"""leaf7 -> pe4""",True,1.0,exact
TRACEROUTE_pe3_pe1,traceroute_path:fc1a61374d,L4,traceroute_path,text,MATCH,,pe3 -> p5 -> p3 -> p1 -> pe1,"""pe3 -> p5 -> p3 -> p1 -> pe1""",True,1.0,exact
TRACEROUTE_leaf6_pe4,traceroute_path:7896ae3d45,L4,traceroute_path,text,MATCH,,leaf6 -> pe3,"""leaf6 -> pe3""",True,1.0,exact
TRACEROUTE_p3_p1,traceroute_path:0adf439fdd,L4,traceroute_path,text,MATCH,,p3 -> p1,"""p3 -> p1""",True,1.0,exact
TRACEROUTE_leaf2_leaf7,traceroute_path:2fb79bb54b,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_leaf2_pe4,traceroute_path:05eccbc79f,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_leaf5_pe3,traceroute_path:883d345ff4,L4,traceroute_path,text,MATCH,,leaf5 -> pe3,"""leaf5 -> pe3""",True,1.0,exact
TRACEROUTE_leaf2_p4,traceroute_path:005bb01dd2,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_pe1_p7,traceroute_path:be9c1a22e0,L4,traceroute_path,text,MATCH,,pe1 -> p1 -> p3 -> p5 -> p6 -> p7,"""pe1 -> p1 -> p3 -> p5 -> p6 -> p7""",True,1.0,exact
TRACEROUTE_pe2_p4,traceroute_path:05b9883e5d,L4,traceroute_path,text,MATCH,,pe2 -> p2 -> p4,"""pe2 -> p2 -> p4""",True,1.0,exact
TRACEROUTE_leaf2_pe3,traceroute_path:3ad9b76ea0,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_pe2_p1,traceroute_path:b9d0c92d14,L4,traceroute_path,text,MATCH,,pe2 -> p2 -> p1,"""pe2 -> p2 -> p1""",True,1.0,exact
TRACEROUTE_p2_leaf2,traceroute_path:0bc31aea31,L4,traceroute_path,text,MATCH,,p2,"""p2""",True,1.0,exact
TRACEROUTE_leaf3_p4,traceroute_path:b8d0e19afb,L4,traceroute_path,text,MATCH,,leaf3 -> pe2,"""leaf3 -> pe2""",True,1.0,exact
TRACEROUTE_leaf2_leaf8,traceroute_path:13c5b411ed,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_p6_p1,traceroute_path:07662736bb,L4,traceroute_path,text,MATCH,,p6 -> p5 -> p3 -> p1,"""p6 -> p5 -> p3 -> p1""",True,1.0,exact
TRACEROUTE_p2_p5,traceroute_path:1e93d0ec40,L4,traceroute_path,text,MATCH,,p2 -> p1 -> p3 -> p5,"""p2 -> p1 -> p3 -> p5""",True,1.0,exact
