id,id_v2,level,metric,answer_type,status,reason,replay_answer,dataset_answer,match,score,detail
TRACEROUTE_pe6_pe7,traceroute_path:fa1ea76c7e,L4,traceroute_path,text,MATCH,,pe6 -> p9 -> asbr1 -> fw1 -> pe7,"""pe6 -> p9 -> asbr1 -> fw1 -> pe7""",True,1.0,exact
TRACEROUTE_p10_fw2,traceroute_path:75731841c3,L4,traceroute_path,text,MATCH,,p10 -> asbr2 -> fw2,"""p10 -> asbr2 -> fw2""",True,1.0,exact
TRACEROUTE_p4_leaf6,traceroute_path:9889d46fef,L4,traceroute_path,text,MATCH,,p4,"""p4""",True,1.0,exact
TRACEROUTE_fw2_p4,traceroute_path:5f66d74ed7,L4,traceroute_path,text,MATCH,,fw2 -> asbr2 -> p8 -> p7 -> p6 -> p5 -> p3 -> p4,"""fw2 -> asbr2 -> p8 -> p7 -> p6 -> p5 -> p3 -> p4""",True,1.0,exact
TRACEROUTE_pe1_pe7,traceroute_path:75e4014cf5,L4,traceroute_path,text,MATCH,,pe1 -> p1 -> p3 -> p5 -> p6 -> p7 -> asbr1 -> fw1 -> pe7,"""pe1 -> p1 -> p3 -> p5 -> p6 -> p7 -> asbr1 -> fw1 -> pe7""",True,1.0,exact
TRACEROUTE_leaf12_p9,traceroute_path:d9e2042aac,L4,traceroute_path,text,MATCH,,leaf12 -> pe6,"""leaf12 -> pe6""",True,1.0,exact
TRACEROUTE_p10_leaf7,traceroute_path:281636d56b,L4,traceroute_path,text,MATCH,,p10,"""p10""",True,1.0,exact
TRACEROUTE_pe6_leaf9,traceroute_path:2392643c1e,L4,traceroute_path,text,MATCH,,pe6,"""pe6""",True,1.0,exact
TRACEROUTE_leaf14_leaf6,traceroute_path:a6f4612fdb,L4,traceroute_path,text,MATCH,,leaf14 -> pe7,"""leaf14 -> pe7""",True,1.0,exact
TRACEROUTE_p2_leaf13,traceroute_path:04c542c686,L4,traceroute_path,text,MATCH,,p2,"""p2""",True,1.0,exact
TRACEROUTE_leaf11_p6,traceroute_path:fc7f81879d,L4,traceroute_path,text,MATCH,,leaf11 -> pe6,"""leaf11 -> pe6""",True,1.0,exact
TRACEROUTE_leaf5_p5,traceroute_path:a6f89f87c0,L4,traceroute_path,text,MATCH,,leaf5 -> pe3,"""leaf5 -> pe3""",True,1.0,exact
TRACEROUTE_asbr1_leaf3,traceroute_path:a956dac5a4,L4,traceroute_path,text,MATCH,,asbr1,"""asbr1""",True,1.0,exact
TRACEROUTE_p1_p6,traceroute_path:b8a889b67d,L4,traceroute_path,text,MATCH,,p1 -> p3 -> p5 -> p6,"""p1 -> p3 -> p5 -> p6""",True,1.0,exact
TRACEROUTE_p6_pe7,traceroute_path:8f1731478e,L4,traceroute_path,text,MATCH,,p6 -> p7 -> asbr1 -> fw1 -> pe7,"""p6 -> p7 -> asbr1 -> fw1 -> pe7""",True,1.0,exact
TRACEROUTE_leaf16_leaf12,traceroute_path:2d7c5b508c,L4,traceroute_path,text,MATCH,,leaf16 -> pe8,"""leaf16 -> pe8""",True,1.0,exact
TRACEROUTE_asbr1_asbr2,traceroute_path:2ad24994c7,L4,traceroute_path,text,MATCH,,asbr1 -> p7 -> p8 -> asbr2,"""asbr1 -> p7 -> p8 -> asbr2""",True,1.0,exact
TRACEROUTE_leaf9_pe8,traceroute_path:f3f3c75066,L4,traceroute_path,text,MATCH,,leaf9 -> pe5,"""leaf9 -> pe5""",True,1.0,exact
TRACEROUTE_pe2_leaf9,traceroute_path:71b02f62e6,L4,traceroute_path,text,MATCH,,pe2,"""pe2""",True,1.0,exact
TRACEROUTE_asbr1_p7,traceroute_path:ee53abe680,L4,traceroute_path,text,MATCH,,asbr1 -> p7,"""asbr1 -> p7""",True,1.0,exact
TRACEROUTE_p9_p5,traceroute_path:2acabdd894,L4,traceroute_path,text,MATCH,,p9 -> asbr1 -> p7 -> p6 -> p5,"""p9 -> asbr1 -> p7 -> p6 -> p5""",True,1.0,exact
TRACEROUTE_leaf6_leaf3,traceroute_path:ca1cc4744e,L4,traceroute_path,text,MATCH,,leaf6 -> pe3,"""leaf6 -> pe3""",True,1.0,exact
TRACEROUTE_leaf12_fw1,traceroute_path:88a598b9f6,L4,traceroute_path,text,MATCH,,leaf12 -> pe6,"""leaf12 -> pe6""",True,1.0,exact
TRACEROUTE_pe3_leaf1,traceroute_path:b352256208,L4,traceroute_path,text,MATCH,,pe3,"""pe3""",True,1.0,exact
TRACEROUTE_pe2_leaf10,traceroute_path:f4f9ac834e,L4,traceroute_path,text,MATCH,,pe2,"""pe2""",True,1.0,exact
TRACEROUTE_p7_p2,traceroute_path:2f6f165c32,L4,traceroute_path,text,MATCH,,p7 -> p6 -> p5 -> p3 -> p1 -> p2,"""p7 -> p6 -> p5 -> p3 -> p1 -> p2""",True,1.0,exact
TRACEROUTE_p9_p6,traceroute_path:0d30ad4894,L4,traceroute_path,text,MATCH,,p9 -> asbr1 -> p7 -> p6,"""p9 -> asbr1 -> p7 -> p6""",True,1.0,exact
TRACEROUTE_p7_p8,traceroute_path:f5e3f80c63,L4,traceroute_path,text,MATCH,,p7 -> p8,"""p7 -> p8""",True,1.0,exact
TRACEROUTE_leaf6_p8,traceroute_path:f94c2239cb,L4,traceroute_path,text,MATCH,,leaf6 -> pe3,"""leaf6 -> pe3""",True,1.0,exact
TRACEROUTE_leaf15_pe8,traceroute_path:ebd7aaf507,L4,traceroute_path,text,MATCH,,leaf15 -> pe8,"""leaf15 -> pe8""",True,1.0,exact
TRACEROUTE_leaf10_leaf8,traceroute_path:3ff63af7db,L4,traceroute_path,text,MATCH,,leaf10 -> pe5,"""leaf10 -> pe5""",True,1.0,exact
TRACEROUTE_p10_asbr2,traceroute_path:72ad696677,L4,traceroute_path,text,MATCH,,p10 -> asbr2,"""p10 -> asbr2""",True,1.0,exact
TRACEROUTE_leaf12_leaf3,traceroute_path:08699d45dc,L4,traceroute_path,text,MATCH,,leaf12 -> pe6,"""leaf12 -> pe6""",True,1.0,exact
TRACEROUTE_pe6_p2,traceroute_path:b9b7ed6181,L4,traceroute_path,text,MATCH,,pe6 -> asbr2 -> p8 -> p7 -> p6 -> p5 -> p3 -> p1 -> p2,"""pe6 -> asbr2 -> p8 -> p7 -> p6 -> p5 -> p3 -> p1 -> p2""",True,1.0,exact
TRACEROUTE_p10_leaf12,traceroute_path:926eedde67,L4,traceroute_path,text,MATCH,,p10,"""p10""",True,1.0,exact
TRACEROUTE_leaf16_p5,traceroute_path:4b7ecf0f3a,L4,traceroute_path,text,MATCH,,leaf16 -> pe8,"""leaf16 -> pe8""",True,1.0,exact
TRACEROUTE_pe6_p3,traceroute_path:bd77bacb89,L4,traceroute_path,text,MATCH,,pe6 -> asbr2 -> p8 -> p7 -> p6 -> p5 -> p3,"""pe6 -> asbr2 -> p8 -> p7 -> p6 -> p5 -> p3""",True,1.0,exact
TRACEROUTE_leaf12_p3,traceroute_path:b4d922fcf0,L4,traceroute_path,text,MATCH,,leaf12 -> pe6,"""leaf12 -> pe6""",True,1.0,exact
TRACEROUTE_leaf2_leaf7,traceroute_path:2fb79bb54b,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_leaf15_pe2,traceroute_path:1b1ac76a3f,L4,traceroute_path,text,MATCH,,leaf15 -> pe8,"""leaf15 -> pe8""",True,1.0,exact
TRACEROUTE_pe4_leaf10,traceroute_path:559fba4c54,L4,traceroute_path,text,MATCH,,pe4,"""pe4""",True,1.0,exact
TRACEROUTE_pe6_leaf15,traceroute_path:27251dd484,L4,traceroute_path,text,MATCH,,pe6,"""pe6""",True,1.0,exact
TRACEROUTE_p12_leaf10,traceroute_path:1a4b21fecf,L4,traceroute_path,text,MATCH,,p12,"""p12""",True,1.0,exact
TRACEROUTE_leaf10_p3,traceroute_path:de8e73c908,L4,traceroute_path,text,MATCH,,leaf10 -> pe5,"""leaf10 -> pe5""",True,1.0,exact
TRACEROUTE_asbr1_leaf8,traceroute_path:39c885ee03,L4,traceroute_path,text,MATCH,,asbr1,"""asbr1""",True,1.0,exact
TRACEROUTE_leaf1_fw1,traceroute_path:ef070c399b,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_asbr2_leaf8,traceroute_path:427f1531bf,L4,traceroute_path,text,MATCH,,asbr2,"""asbr2""",True,1.0,exact
TRACEROUTE_leaf1_leaf13,traceroute_path:22d5f37ed1,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_leaf8_pe7,traceroute_path:33753467eb,L4,traceroute_path,text,MATCH,,leaf8 -> pe4,"""leaf8 -> pe4""",True,1.0,exact
TRACEROUTE_fw2_leaf2,traceroute_path:2680f6dc0f,L4,traceroute_path,text,MATCH,,fw2,"""fw2""",True,1.0,exact
TRACEROUTE_p7_p6,traceroute_path:ed37692993,L4,traceroute_path,text,MATCH,,p7 -> p6,"""p7 -> p6""",True,1.0,exact
TRACEROUTE_p7_leaf13,traceroute_path:a69fd97105,L4,traceroute_path,text,MATCH,,p7,"""p7""",True,1.0,exact
TRACEROUTE_pe1_leaf9,traceroute_path:4396852161,L4,traceroute_path,text,MATCH,,pe1,"""pe1""",True,1.0,exact
TRACEROUTE_leaf7_pe5,traceroute_path:66db15c5a1,L4,traceroute_path,text,MATCH,,leaf7 -> pe4,"""leaf7 -> pe4""",True,1.0,exact
TRACEROUTE_p11_leaf2,traceroute_path:9f2539cba4,L4,traceroute_path,text,MATCH,,p11,"""p11""",True,1.0,exact
TRACEROUTE_p11_p5,traceroute_path:5e051f2830,L4,traceroute_path,text,MATCH,,p11 -> fw1 -> asbr1 -> p7 -> p6 -> p5,"""p11 -> fw1 -> asbr1 -> p7 -> p6 -> p5""",True,1.0,exact
TRACEROUTE_fw2_pe8,traceroute_path:28bb6d7256,L4,traceroute_path,text,MATCH,,fw2 -> pe8,"""fw2 -> pe8""",True,1.0,exact
TRACEROUTE_p1_pe5,traceroute_path:186545f9b2,L4,traceroute_path,text,MATCH,,p1 -> p3 -> p5 -> p6 -> p7 -> asbr1 -> pe5,"""p1 -> p3 -> p5 -> p6 -> p7 -> asbr1 -> pe5""",True,1.0,exact
TRACEROUTE_pe2_leaf3,traceroute_path:1e09853abb,L4,traceroute_path,text,MATCH,,pe2,"""pe2""",True,1.0,exact
TRACEROUTE_p3_pe8,traceroute_path:b9961aa1da,L4,traceroute_path,text,MATCH,,p3 -> p5 -> p6 -> pe4 -> p8 -> asbr2 -> fw2 -> pe8,"""p3 -> p5 -> p6 -> pe4 -> p8 -> asbr2 -> fw2 -> pe8""",True,1.0,exact
TRACEROUTE_leaf2_fw1,traceroute_path:27cd647553,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_leaf5_fw1,traceroute_path:b3320c8a17,L4,traceroute_path,text,MATCH,,leaf5 -> pe3,"""leaf5 -> pe3""",True,1.0,exact
TRACEROUTE_pe2_leaf8,traceroute_path:124e8b3b53,L4,traceroute_path,text,MATCH,,pe2,"""pe2""",True,1.0,exact
TRACEROUTE_asbr1_pe6,traceroute_path:21deadc3b6,L4,traceroute_path,text,MATCH,,asbr1 -> p9 -> pe6,"""asbr1 -> p9 -> pe6""",True,1.0,exact
TRACEROUTE_leaf2_p5,traceroute_path:c0bb49ee38,L4,traceroute_path,text,MATCH,,leaf2 -> pe1,"""leaf2 -> pe1""",True,1.0,exact
TRACEROUTE_leaf1_pe5,traceroute_path:39f20052ff,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_leaf15_p6,traceroute_path:66dfb59128,L4,traceroute_path,text,MATCH,,leaf15 -> pe8,"""leaf15 -> pe8""",True,1.0,exact
TRACEROUTE_leaf1_leaf4,traceroute_path:a841e885b9,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_p1_leaf10,traceroute_path:1d2a71442b,L4,traceroute_path,text,MATCH,,p1,"""p1""",True,1.0,exact
TRACEROUTE_p2_p3,traceroute_path:30226e2aad,L4,traceroute_path,text,MATCH,,p2 -> p1 -> p3,"""p2 -> p1 -> p3""",True,1.0,exact
TRACEROUTE_leaf13_pe5,traceroute_path:47a3421fa8,L4,traceroute_path,text,MATCH,,leaf13 -> pe7,"""leaf13 -> pe7""",True,1.0,exact
TRACEROUTE_leaf1_leaf5,traceroute_path:2601ee7ff0,L4,traceroute_path,text,MATCH,,leaf1 -> pe1,"""leaf1 -> pe1""",True,1.0,exact
TRACEROUTE_leaf7_fw1,traceroute_path:816e6afb28,L4,traceroute_path,text,MATCH,,leaf7 -> pe4,"""leaf7 -> pe4""",True,1.0,exact
TRACEROUTE_leaf15_p9,traceroute_path:83931fb3b7,L4,traceroute_path,text,MATCH,,leaf15 -> pe8,"""leaf15 -> pe8""",True,1.0,exact
TRACEROUTE_asbr1_p1,traceroute_path:0f0eab644f,L4,traceroute_path,text,MATCH,,asbr1 -> p7 -> p6 -> p5 -> p3 -> p1,"""asbr1 -> p7 -> p6 -> p5 -> p3 -> p1""",True,1.0,exact
TRACEROUTE_fw2_leaf13,traceroute_path:26d31e9651,L4,traceroute_path,text,MATCH,,fw2,"""fw2""",True,1.0,exact
TRACEROUTE_leaf14_p10,traceroute_path:45b5a97cc8,L4,traceroute_path,text,MATCH,,leaf14 -> pe7,"""leaf14 -> pe7""",True,1.0,exact
TRACEROUTE_pe4_p5,traceroute_path:1950e9715f,L4,traceroute_path,text,MATCH,,pe4 -> p6 -> p5,"""pe4 -> p6 -> p5""",True,1.0,exact
TRACEROUTE_leaf12_p6,traceroute_path:dcdd48275a,L4,traceroute_path,text,MATCH,,leaf12 -> pe6,"""leaf12 -> pe6""",True,1.0,exact
TRACEROUTE_pe3_p2,traceroute_path:102584dc87,L4,traceroute_path,text,MATCH,,pe3 -> p5 -> p3 -> p1 -> p2,"""pe3 -> p5 -> p3 -> p1 -> p2""",True,1.0,exact
TRACEROUTE_p3_leaf13,traceroute_path:8b366d5231,L4,traceroute_path,text,MATCH,,p3,"""p3""",True,1.0,exact
TRACEROUTE_p8_pe8,traceroute_path:fe43aa070d,L4,traceroute_path,text,MATCH,,p8 -> asbr2 -> fw2 -> pe8,"""p8 -> asbr2 -> fw2 -> pe8""",True,1.0,exact
TRACEROUTE_pe1_p5,traceroute_path:89a5a45cb4,L4,traceroute_path,text,MATCH,,pe1 -> p1 -> p3 -> p5,"""pe1 -> p1 -> p3 -> p5""",True,1.0,exact
TRACEROUTE_p11_pe8,traceroute_path:ca3c5acca4,L4,traceroute_path,text,MATCH,,p11 -> pe8,"""p11 -> pe8""",True,1.0,exact
TRACEROUTE_pe6_p1,traceroute_path:4e0a03cb01,L4,traceroute_path,text,MATCH,,pe6 -> asbr2 -> p8 -> p7 -> p6 -> p5 -> p3 -> p1,"""pe6 -> asbr2 -> p8 -> p7 -> p6 -> p5 -> p3 -> p1""",True,1.0,exact
TRACEROUTE_asbr2_leaf4,traceroute_path:6d3b1516da,L4,traceroute_path,text,MATCH,,asbr2,"""asbr2""",True,1.0,exact
TRACEROUTE_asbr2_pe5,traceroute_path:507680f655,L4,traceroute_path,text,MATCH,,asbr2 -> p10 -> pe5,"""asbr2 -> p10 -> pe5""",True,1.0,exact
